name,lat,lng,category,final_weight,rank,filled_rank
नेपाल यातायात बसपार्क (Nepal Yatayat Buspark),27.6968496,85.3806346,Park & ride,0.22422569704852902,29,29.0
Rusalan Vodka delaer office .,27.6689433,85.4156909,Office supply store,0.22380952383163266,14,14.0
Tourist Bus Park,27.6748617,85.4266767,Park & ride,0.22199070343212923,36,36.0
Tala dhara,27.6552385,85.466075,Water park,0.21515151516597797,22,22.0
माथिल्लो पँधेरो,27.650581,85.4156341,Water park,0.21333333334613333,25,25.0
MB residence,27.6737049,85.3674734,Business park,0.21333333334613333,25,25.0
Ground Zero Beauty Parlour & Training Center,27.672525,85.425185,Beauty salon,0.21111111112185185,30,30.0
Nepal Revolutionary Students' Union,27.6767646,85.4364842,Office,0.20983880580843053,50,50.0
Newari marina kitchen,27.6793164,85.4030016,Food bank,0.209803921578143,34,34.0
Kafle baje tedars,27.6644841,85.4090714,Food bank,0.209803921578143,34,34.0
Sweta Beauty Home & Training Center,27.669006,85.427928,Beauty salon,0.20680272109509926,49,49.0
Sunibha,27.6718626,85.4324705,Corporate office,0.20628930818227129,53,53.0
JANASMRITI SACOOS,27.6754929,85.424142,Corporate office,0.2058479532221196,57,57.0
कल कल ग्रुप प्रा. लि..,27.6738729,85.4272013,Corporate office,0.20574712644242965,58,58.0
एलिगेन्स ब्युटी पार्लर एण्ड टे्र्‍निङ्ग सेन्टर,27.6690692,85.4279485,Beauty salon,0.20564971751967823,59,59.0
Santulit dana udhyog,27.6739074,85.4271682,Corporate office,0.20497512438301033,67,67.0
RJ Sparkles Makeup Training Centre,27.6768472,85.4365543,Beauty school,0.20483091787915705,69,69.0
Shramajivi Saving & Credit Co-operative Limited,27.6747205,85.4318731,Corporate office,0.20438596491660896,76,76.0
Trekking House Pvt. Ltd,27.6719121,85.4342699,Corporate office,0.2035087719332964,95,95.0
Idea Inc Pvt. Ltd.,27.6733617,85.4345422,Office,0.20045174359771611,31,31.0
Dreams Roller Skate,27.6736875,85.3650625,Park & ride,0.18055555556886574,24,24.0
अन्नपूर्ण सार्वजनिक यातयात बसपार्क,27.6961146,85.3801334,Park & ride,0.1774193548491155,31,31.0
Nepal Bar Association,27.6729018,85.4281289,Office,0.1723163841863449,59,59.0
ऊॅ त्रिशक्ति ल च्यामवर,27.6727606,85.4284483,Office,0.1722222222276852,60,60.0
Bhaktapur Legal Advice Center,27.672804,85.42815,Office,0.1720430107579778,62,62.0
Pathibhara welfare Legal Service,27.672955,85.428905,Office,0.17129629630086163,72,72.0
