temples_min_dist_m,other_min_dist_m,alcohol,beer,breakfast,cash_only,casual,category,city,coffee,delivery,dine_in,dinner,family_friendly,lat,lng,lunch,main_category,name,permanentlyClosed,place_id,rank,rating,rating.1,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,takeout,temporarilyClosed,title,tourists,vegetarian,weekly_hours,wheelchair_accessible_entrance,wifi,banks_count_1km,banks_weight_1km,banks_category_weight,education_count_1km,education_weight_1km,education_category_weight,health_count_1km,health_weight_1km,health_category_weight,temples_count_1km,temples_weight_1km,temples_category_weight,other_count_1km,other_weight_1km,other_category_weight,poi_composite_score
405.3740895,462.4251936,0,0,1,0,0,Breakfast restaurant,Bhaktapur,0,1,0,0,0,27.6890283,85.3896276,0,Breakfast restaurant,Mathura Takeaway,0,ChIJK4ONt3Yb6zkRPucjaKcF9Ys,20,0,4.4,255,0,1,25,125,104,1,0,Mathura Takeaway,0,0,84,0,0,15,46,1,1,0,0.8,2,2.1,0.9,48,134.2,0.6,12,34.6,0.5,0.433396741
97.76059565,123.1737285,0,0,0,0,1,Coffee shop,Bhaktapur,1,0,1,0,0,27.6733738,85.4311453,0,Coffee shop,Tuchhimama,0,ChIJHZGLtXEb6zkR4wErjBQi8w8,44,0,4.3,247,0,1,30,127,89,1,0,Tuchhimama,0,0,63,0,0,46,143.6,1,123,155.2,0.8,125,313.3,0.9,229,796.1,0.6,102,272.7,0.5,3.256302859
201.5958689,127.7235005,1,1,0,0,1,Restaurant,Bhaktapur,0,0,1,0,0,27.6759361,85.4229454,0,Restaurant,Anil Newari Khajaghar,0,ChIJ3e7NeD4b6zkRUbcMvwN63bg,72,3,4.6,227,0,0,14,97,116,1,0,Anil Newari Khajaghar,0,0,84,0,0,21,65,1,73,99.5,0.8,66,155.3,0.9,124,437.1,0.6,77,178.4,0.5,1.774534274
282.6962098,421.9085472,0,0,0,0,1,Coffee shop,Suryabinayak,1,0,1,0,0,27.6399236,85.4416878,1,Coffee shop,Maligaun high Cafe,0,ChIJwXff7EIP6zkR-ztBJwyeiXM,1,4.5,4.1,225,0,2,42,122,59,1,0,Maligaun high Cafe,0,0,84,0,0,1,5,1,2,0,0.8,1,0,0.9,15,39.4,0.6,5,12.8,0.5,0.08119228
206.3303294,156.0900532,0,0,0,0,1,Coffee shop,Anantalingeshwar,1,0,1,0,0,27.6340871,85.4162768,0,Coffee shop,Voi pvt/ltd,0,ChIJow-_RQAR6zkR4JdIwwawYts,1,5,3.9,218,0,4,57,117,40,0,0,Voi pvt/ltd,0,0,84,0,0,0,0,1,1,0,0.8,0,0,0.9,11,41.4,0.6,5,14,0.5,0.055850482
37.1225377,240.5950531,0,0,1,1,1,Coffee shop,Bhaktapur,1,0,1,0,1,27.6734349,85.4381693,0,Coffee shop,Kaman Coffee Shop,0,ChIJVcjIu1IF6zkRtwOui_BwwfI,16,4.1,3.9,209,0,4,55,112,38,1,0,Kaman Coffee Shop,1,0,108.5,0,0,33,111.6,1,85,127.5,0.8,85,219.6,0.9,181,642.1,0.6,63,179.5,0.5,2.460963069
25.14489358,98.56781951,1,1,1,0,1,Bar,Bhaktapur,1,1,1,1,0,27.6707963,85.4288518,1,Bar,The Garuda Bar,0,ChIJ__8_CK8a6zkRYpBaL7b1-_g,9,4.2,4.4,197,0,1,19,96,81,1,0,The Garuda Bar,1,1,91,1,1,50,149.4,1,134,182.7,0.8,130,340.9,0.9,227,798.9,0.6,98,256.7,0.5,3.435790885
29.05875319,58.83684289,0,0,0,0,1,Cafe,Bhaktapur,1,0,1,0,0,27.6712788,85.4211734,0,Cafe,Refresh Cafe,0,ChIJGw6ycaMa6zkRxUTJaRoo9GA,7,4.5,4.7,193,0,0,9,76,108,1,0,Refresh Cafe,0,0,84,0,0,39,98.7,1,98,165.5,0.8,105,276.5,0.9,122,411.3,0.6,79,187.7,0.5,2.510107818
96.44000583,48.50965708,0,0,0,0,0,Restaurant,Madhyapur Thimi,0,0,0,0,0,27.6776861,85.3978895,0,Restaurant,Aveeva Cafe,0,ChIJb43MPQAb6zkRtT72wCO4dK8,17,5,3.8,191,0,6,58,99,28,0,0,Aveeva Cafe,0,0,98,0,0,10,26.6,1,19,46.3,0.8,15,37.7,0.9,22,76.5,0.6,19,49.2,0.5,0.567825503
95.75943367,42.25813692,0,0,0,0,0,Family restaurant,Changunarayan,0,1,1,0,0,27.6778068,85.4078506,0,Family restaurant,Janakpur Sweet and chat house,0,ChIJxarXAa0b6zkRhMOC9i5Bbr4,6,5,4,189,0,3,42,102,42,1,0,Janakpur Sweet and chat house,0,0,84,0,0,13,38.8,1,40,87.1,0.8,43,110.1,0.9,16,52.1,0.6,19,46,0.5,0.944355621
55.30487289,130.3009008,0,0,1,0,1,Cafe,Bhaktapur,1,0,1,0,0,27.6654822,85.4235039,0,Cafe,Komeda Cafe,0,ChIJM9yfkuEb6zkRp6JdD1TRCB8,8,4.8,4.8,187,0,0,6,67,114,1,0,Komeda Cafe,0,0,105,0,0,34,88.7,1,106,165.1,0.8,97,256.2,0.9,124,433,0.6,64,156.4,0.5,2.363354931
71.03739917,245.9960956,0,0,0,0,0,Coffee shop,Bhaktapur,1,0,0,0,0,27.6659175,85.4192133,0,Coffee shop,Sindhupalchok khaja ghar and coffee shop,0,ChIJgb2gRAAb6zkRa_xYCmNR6c4,34,0,3.5,179,0,13,77,76,13,0,0,Sindhupalchok khaja ghar and coffee shop,0,0,98,0,0,29,72,1,89,149,0.8,90,234.2,0.9,53,145.6,0.6,45,114.5,0.5,1.862339472
60.14221172,77.17055381,1,1,1,0,1,Family restaurant,Bhaktapur,1,1,1,1,0,27.6713044,85.4082338,1,Family restaurant,Universal Tandoori Cafe,0,ChIJNWNJ7Joa6zkRSavBJME-tgk,11,3.5,3.5,179,0,13,77,76,13,1,0,Universal Tandoori Cafe,1,0,84,0,0,8,17.7,1,50,100.6,0.8,39,101.6,0.9,14,38.1,0.6,26,56.4,0.5,0.862442688
52.08419628,194.6101321,0,0,0,0,0,Bakery,Madhyapur Thimi,0,0,0,0,0,27.6845823,85.3880426,0,Bakery,MY BAKERY,0,ChIJC5YUrf4b6zkRAnm_k_SMQUQ,6,3.4,4.4,171,0,0,17,84,70,1,0,MY BAKERY,0,0,91,0,0,16,51,1,1,0,0.8,3,6.8,0.9,110,374.2,0.6,20,52.1,0.5,0.68433904
61.67772608,102.6608232,0,0,0,0,1,Cafe,Suryabinayak,1,0,0,0,0,27.6675974,85.4265822,0,Cafe,Bhajyapukhu Cafe Outlet,0,ChIJ4QeeamEb6zkR53LQ9ctDIAc,35,5,4.9,163,0,0,4,52,107,1,0,Bhajyapukhu Cafe Outlet,0,0,84,0,0,45,127.9,1,122,183.6,0.8,119,301.2,0.9,182,630.3,0.6,88,226.8,0.5,3.041489204
126.9668014,12.29804975,0,0,0,0,1,Restaurant,Madhyapur Thimi,0,1,0,0,0,27.6775532,85.3974353,0,Restaurant,Daju bhai dharane sekuva kuna,0,ChIJ0a2MXbQb6zkRc1Oo8OeUebI,20,5,4.9,162,0,0,4,52,106,0,0,Daju bhai dharane sekuva kuna,0,0,112,0,0,12,29.8,1,18,41.4,0.8,15,37.7,0.9,25,91.5,0.6,21,53.6,0.5,0.586360808
400.1930981,80.06756343,0,0,0,0,1,Restaurant,Bhaktapur,0,0,1,0,0,27.6759705,85.4171998,0,Restaurant,Sanju Cold Store,0,ChIJtRW6wGEb6zkRJD-r-kIqFZE,47,0,3.7,158,0,6,55,78,19,0,0,Sanju Cold Store,0,0,77,0,0,11,27.2,1,49,87.1,0.8,58,145.1,0.9,26,57.3,0.6,44,106.3,0.5,1.070761186
41.50786915,16.1652639,0,0,0,0,0,Restaurant,à¤­à¤à¥à¤¤à¤ªà¥à¤°,0,0,0,0,0,27.6728125,85.4289375,0,Restaurant,Muglan Hotel & Thakali Restaurant,0,ChIJTxenZwAb6zkRQ4IdLOfpewU,57,4.1,4,153,0,2,34,83,34,0,0,Muglan Hotel & Thakali Restaurant,0,0,105,0,1,48,145.6,1,133,192.5,0.8,123,319.7,0.9,227,798.9,0.6,101,261.7,0.5,3.410606922
66.44298392,78.36308402,0,0,0,0,0,Restaurant,Bhaktapur,0,0,0,0,0,27.6698976,85.4305634,0,Restaurant,Sagar Khaza Ghar,0,ChIJmaV_UwAb6zkRgMZycgAoAPk,57,0,3.1,144,2,26,76,37,3,0,0,Sagar Khaza Ghar,0,0,91,0,0,53,160.7,1,139,201.7,0.8,138,354.9,0.9,225,792.9,0.6,99,270.4,0.5,3.628027808
226.0261212,92.87922039,0,0,0,0,1,Restaurant,Bhaktapur,0,0,1,0,0,27.673771,85.4228499,0,Restaurant,Duwal Dai ko chiya pasal,0,ChIJ_-vBWAAb6zkRT_elim8cFhE,79,0,4.2,139,0,1,21,74,43,0,0,Duwal Dai ko chiya pasal,0,0,70,0,0,35,104.7,1,96,150.2,0.8,90,224.6,0.9,139,492.7,0.6,80,189,0.5,2.425962577
239.8816862,76.57829072,1,1,0,0,1,Restaurant,Bhaktapur,1,0,1,0,0,27.6707736,85.4100168,1,Restaurant,Paradise Foodland,0,ChIJQdPnSOgb6zkRrzFUFMlXrxs,7,3.3,3.3,138,1,16,68,48,5,1,0,Paradise Foodland,0,0,105,0,0,8,17.7,1,53,95.6,0.8,41,103.1,0.9,15,41.2,0.6,28,56.4,0.5,0.84887605
122.5804085,97.31682818,0,0,0,0,0,Restaurant,Bhaktapur,0,0,0,0,0,27.675937,85.433786,0,Restaurant,Awal paha chhen,0,ChIJXV4SIgAb6zkRoprocSQrVn8,103,0,4,134,0,2,30,73,29,0,0,Awal paha chhen,0,0,77,0,0,34,106.6,1,93,124.8,0.8,90,224.4,0.9,213,768.3,0.6,88,239,0.5,2.63293855
70.63724812,10.38349633,0,0,0,0,0,Coffee shop,Madhyapur Thimi,1,0,0,0,0,27.6771219,85.3981313,0,Coffee shop,LUKY SEVEN DUDH DAIRY & CAFE,0,ChIJaRZ8cgAb6zkRNEWbfyO3h8o,5,5,4.9,130,0,0,3,42,85,0,0,LUKY SEVEN DUDH DAIRY & CAFE,0,0,168,0,0,10,26.6,1,20,46.3,0.8,19,42.9,0.9,19,67.2,0.6,19,49.2,0.5,0.573153846
120.4170737,158.0848815,0,0,0,0,1,Coffee shop,Bhaktapur,1,0,1,0,0,27.6728868,85.4039087,0,Coffee shop,Local house,0,ChIJlxyD62Yb6zkRvYF6y7Asfo8,16,0,4.1,124,0,1,23,67,33,1,0,Local house,0,0,94.5,0,0,15,44.3,1,42,76.6,0.8,42,109.1,0.9,14,47.7,0.6,23,64.2,0.5,0.96202444
171.7459234,105.8664427,0,0,0,0,1,Coffee shop,Bhaktapur,1,0,1,0,0,27.6771993,85.4228395,0,Coffee shop,Kharbuza's Shop,0,ChIJ0QnNHSgb6zkRZ8OqRFA3r_Y,38,0,3.8,123,0,4,37,64,18,1,0,Kharbuza's Shop,0,0,63,0,0,16,48.6,1,61,89.9,0.8,61,147.3,0.9,104,366.5,0.6,70,167.5,0.5,1.55105141
14.51834563,42.25801672,0,0,0,0,0,Restaurant,Bhaktapur,0,1,1,0,0,27.6718001,85.4285972,0,Restaurant,New Watshala Garden Restaurant,0,ChIJA4q_iKob6zkRvMDhbkR3_oo,25,4.6,3.6,122,0,7,47,57,11,1,0,New Watshala Garden Restaurant,0,0,83.5,0,0,51,151.2,1,134,182.7,0.8,124,321.6,0.9,228,798.9,0.6,101,265.2,0.5,3.415657425
52.53754086,147.1336483,0,0,0,0,0,Fast food restaurant,Bhaktapur,0,0,0,0,0,27.6676408,85.4359415,0,Fast food restaurant,Destination Restaurant &Bakery Cafe,0,ChIJnwrIewAb6zkRd4of2wkJQ2c,35,0,4.4,117,0,1,11,57,48,0,0,Destination Restaurant &Bakery Cafe,0,0,105,0,0,34,107.3,1,90,148.4,0.8,67,177.4,0.9,196,700.6,0.6,51,135.8,0.5,2.38382551
28.98619016,48.05189851,0,0,1,0,1,Coffee shop,Bhaktapur,1,0,1,0,0,27.6666191,85.4237202,0,Coffee shop,Yaman Coffee Shop,0,ChIJuWR_k6Ya6zkRvYhUeyP33xQ,40,2.9,3.8,116,0,4,35,60,17,1,0,Yaman Coffee Shop,0,0,105,0,0,39,103,1,109,169.8,0.8,108,281.5,0.9,138,466.5,0.6,80,198.4,0.5,2.623896609
91.08290719,138.7150884,0,0,0,0,1,Family restaurant,Bhaktapur,0,0,1,0,0,27.6732465,85.4037988,1,Family restaurant,Subechhya Restaurant,0,ChIJhyw6CwAb6zkRpBskZOV-i38,18,0,3.9,115,0,2,30,62,21,1,0,Subechhya Restaurant,0,0,70,0,0,15,44.3,1,40,72,0.8,42,109.1,0.9,14,47.7,0.6,23,64.2,0.5,0.944143002
91.46400794,87.17026683,1,1,0,0,1,Bar,Bhaktapur,0,0,1,0,0,27.6675284,85.4252122,0,Bar,The Tribal Bar,0,ChIJ-xn2Tpwb6zkRmQ55LV5omVc,18,0,4,115,0,2,25,63,25,0,0,The Tribal Bar,1,0,77,0,0,42,110.9,1,116,169.8,0.8,116,294.3,0.9,172,581.7,0.6,80,195.2,0.5,2.780573089
13.84275095,73.97007471,0,0,1,0,1,Restaurant,Bhaktapur,1,1,1,1,1,27.6713645,85.4213097,1,Restaurant,Taboche Restaurant and coffee shop,0,ChIJX2X55PAb6zkRxU85igeUexI,5,4.6,4.6,111,0,0,7,47,57,1,0,Taboche Restaurant and coffee shop,1,0,91,1,0,39,98.7,1,98,165.5,0.8,104,270.7,0.9,123,415.7,0.6,79,187.7,0.5,2.499689335
93.48021821,29.032575,1,1,0,0,1,Family restaurant,Bhaktapur,0,0,1,1,0,27.6732633,85.409524,1,Family restaurant,Newa Kitchen & Sekuwa House,0,ChIJZeCTt1Yb6zkRkfx_kf5gOt4,17,2,4.7,109,0,0,5,43,61,1,0,Newa Kitchen & Sekuwa House,0,0,63,0,0,8,17.7,1,52,105.6,0.8,39,101.6,0.9,15,32.9,0.6,25,51.4,0.5,0.869114537
274.9548348,165.876883,0,0,1,0,1,Cafe,Suryabinayak,1,0,1,0,0,27.6699536,85.4102817,1,Cafe,Palpasa Cafe & Fast Food,0,ChIJjRemtpsa6zkRcJKjYtPqiKI,33,2.8,3.4,108,0,10,50,42,6,1,0,Palpasa Cafe & Fast Food,0,0,91,0,0,8,17.7,1,54,100.6,0.8,43,103.1,0.9,18,45.7,0.6,29,60.7,0.5,0.879310843
16.82527449,45.33247243,1,1,1,0,1,Family restaurant,Bhaktapur,1,0,1,1,0,27.6713046,85.4294878,1,Family restaurant,Namaste Restaurant,0,ChIJXY_iq68a6zkRCbRb4lbA3XQ,10,3.9,4,108,0,1,24,59,24,0,0,Namaste Restaurant,1,0,98,1,0,50,149.5,1,138,192.5,0.8,141,371.6,0.9,227,794.9,0.6,104,273.7,0.5,3.574216932
472.2207688,407.8514526,0,0,0,0,1,Coffee shop,Bhaktapur,1,0,1,0,0,27.7027997,85.4385237,0,Coffee shop,Sagar tea shop,0,ChIJMZjlXQAF6zkRctYX7_uF0W0,1,5,4,106,0,2,23,58,23,1,0,Sagar tea shop,0,0,63,0,0,0,0,1,5,5,0.8,3,9.3,0.9,9,23.2,0.6,4,9.4,0.5,0.075483135
84.19819432,132.3918516,0,0,0,0,1,Coffee shop,Bhaktapur,1,0,1,0,0,27.6690835,85.4248994,0,Coffee shop,Kavreli khajaghar,0,ChIJYd_vdUob6zkRuDBEKLlPR7Y,14,5,4,106,0,2,23,58,23,1,0,Kavreli khajaghar,0,0,98,0,0,44,118.9,1,117,169.6,0.8,116,297.3,0.9,181,622.3,0.6,87,206.4,0.5,2.88352442
16.21445171,52.34055145,1,1,0,0,1,Cafe,à¤¬à¤²à¤à¥,1,0,1,0,0,27.6726397,85.4295795,0,Cafe,FreshPresso Coffee Bar,0,ChIJH57lXDsb6zkRZ36vDoVQEqc,20,4.6,4.4,105,0,0,10,52,43,1,0,FreshPresso Coffee Bar,1,0,108.5,0,0,50,152.5,1,134,198.1,0.8,135,357.1,0.9,227,789.9,0.6,105,278.1,0.5,3.583136834
99.73351624,99.5457438,0,0,1,0,1,Cafe,Bhaktapur,1,1,1,0,0,27.6738041,85.4311855,0,Cafe,TERAKOTA WINDOW CAFE,0,ChIJMxx85Wkb6zkRyxkFfcqjZkk,58,0,4.8,105,0,0,4,37,64,1,0,TERAKOTA WINDOW CAFE,0,0,114,0,0,41,132.9,1,115,147.1,0.8,121,303.9,0.9,227,796.1,0.6,100,264.4,0.5,3.125873338
18.78569048,162.7005524,0,0,0,0,1,Cafe,Bhaktapur,1,1,1,0,0,27.6566636,85.4238085,0,Cafe,Kalakriti cafe and tattoo inn,0,ChIJifNwlGcR6zkRftpWhNEkNJg,20,5,4.4,104,0,0,10,51,43,1,0,Kalakriti cafe and tattoo inn,0,0,105,0,0,9,18.2,1,22,39.6,0.8,30,97.8,0.9,24,64.5,0.6,14,38.3,0.5,0.606906964
