name,lat,lng,category
Cure trade link pvt ltd,27.6638187,85.4266376,Pharmacy
M.S. Medical,27.6677125,85.4328453,Pharmacy
Pusparambarahi Medical Hall,27.6663225,85.4330677,Pharmacy
Optimus Health Care Pvt. Ltd.,27.6633983,85.4238409,Pharmacy
Khwopa Medisales Pvt. Ltd.,27.6636811,85.4271119,Pharmacy
Nanda Krishna Pharmacy,27.6672013,85.4359524,Pharmacy
Rojik medical hall,27.6688889,85.429627,Pharmacy
Kastuv Pharmacy,27.7009282,85.4160012,Pharmacy
CAN PHARMACY,27.671771,85.4380469,Pharmacy
Bhaktapur Pharmacy modeela,27.6708576,85.4099206,Pharmacy
Gundu pharmacy and clinic,27.6502489,85.4109599,Pharmacy
Nawadeep Pharmacy,27.6931634,85.4154194,Pharmacy
Khadka Dil Pharmacy,27.690913,85.4117608,Pharmacy
Pragan Pharmacy,27.7021503,85.4149718,Pharmacy
Alliance community pharmacy and health care pvt.ltd,27.6839963,85.4081951,Pharmacy
Shandhya pharmacy,27.674768,85.4060008,Pharmacy
Bisu Pharmacy,27.6746533,85.4097383,Pharmacy
Om Rishi Medical Hall,27.6877333,85.4088311,Pharmacy
Pride medical hall,27.6654696,85.3995237,Pharmacy
Sallaghari Medical Hall,27.6706439,85.4053409,Pharmacy
Sidhiganesh pharmacy,27.6751241,85.4091797,Pharmacy
Allure Skin and Health Care,27.6700487,85.4101096,Pharmacy
Medico Bhagaon solution,27.6702953,85.409781,Pharmacy
Katunje health care,27.6700957,85.409411,Pharmacy
Kharel Medical Hall,27.6927417,85.4152955,Pharmacy
SwasthaJanu Medical,27.6909221,85.411736,Pharmacy
Shreyan Medical Hall,27.6930589,85.4153962,Pharmacy
Sahas Medical Hall,27.7082798,85.4398642,Pharmacy
Suwarneshwar Medical Hall,27.6692533,85.4115888,Pharmacy
Electronics Project Invention,27.6591285,85.4274546,Pharmacy
Devika Pharmacy,27.6792252,85.401402,Pharmacy
Easy Cure Medical Hall,27.6762713,85.4398337,Pharmacy
Riyan medical hall,27.6738623,85.4382973,Pharmacy
MILI MEDICAL AND DIAGNOSTIC CENTER,27.6738892,85.4386856,Pharmacy
SHECHEN MEDICAL HALL,27.673704,85.4046401,Pharmacy
च्वङ्गा गणेश हेल्थ केयर प्रा .लि.,27.6711923,85.4062509,Pharmacy
Unisa Polychemical Industries,27.6736698,85.4001622,Pharmacy
Sharnam Medico Hall,27.6742254,85.4095474,Pharmacy
BS STN,27.6710353,85.4054078,Pharmacy
Nagarkot Ayurveda pharma,27.6776027,85.4377805,Pharmacy
Raabi medical hall,27.6772339,85.4395467,Pharmacy
chyamasing polyclinic p.ltd.,27.6738162,85.438146,Pharmacy
Deep Pharma Pvt LTD,27.6718862,85.4224298,Pharmacy
Alfaz Medical Hall,27.67176,85.4221758,Pharmacy
Bhim Medico,27.6709939,85.4298429,Pharmacy
Service Medical Hall,27.6715094,85.4220593,Pharmacy
Amrit Medical Hall,27.6832834,85.4078881,Pharmacy
Bhaktapur Cancer Hospital,27.6731739,85.4223213,Cancer treatment center
Namaste Tours Services Pvt.ltd,27.6656748,85.4273518,Travel agency
chyamasing polyclinic pvt.ltd,27.6739331,85.4418356,Hospital department
सामुदायिक स्वास्थ्य केन्द्र,27.6654541,85.425116,Community health center
Chittapol health post,27.6548982,85.4624661,Community health center
Chundevi Sallaghari Traffic Office,27.6657479,85.4168249,Traffic police station
nagar swasthya kendra balkot,27.6725093,85.3858673,Government hospital
National Tuberculosis Control Center,27.6738782,85.381163,Government hospital
Shahid Dharmabhakta National Transplant Center (शहिद धर्मभक्त राष्ट्रिय प्रत्यारोपण केन्द्र),27.6725668,85.4221436,Government hospital
AyurSadan Pvt. Ltd.,27.6644304,85.4251361,Naturopathic practitioner
KIRAN koju,27.670355,85.424952,Home health care service
Bhaktapur Cancer Hospital: Dr. Bishnu Shrestha,27.6731991,85.4223223,Pain management physician
Gyan Ganga Group Pvt Ltd,27.6795143,85.4427105,Veterinarian
Children Care Bhaktapur,27.6706495,85.4201496,Child health care center
Siddhita Health Care Pvt. Ltd.,27.6691695,85.4251125,Orthopedic clinic
Health & Health Clinic Bhaktapur,27.66424,85.4257978,Health consultant
Bhaktapur heart and diabetic centre Suryabinayak,27.6656467,85.4220721,Health consultant
Bhaktapur Heart and Diabetic Centre,27.67143,85.4314286,Health consultant
Disaraa Nepal,27.6738731,85.4272014,Health and beauty shop
FOW-NEPAL Friends of Ostomates Worldwide-Nepal,27.6741634,85.4235578,Hospital equipment and supplies
Lifeline 365 Polyclinic,27.6634411,85.4261153,Faculty of pharmacy
Swornabhumi Sahakari,27.667215,85.3761896,Savings bank
Sangini Women's SACCOS,27.6749321,85.3756216,Savings bank
Thibon SACCOS,27.6838535,85.3879619,Savings bank
Gorkha Saving & Credit Co-Operative Ltd.,27.6759122,85.3979924,Savings bank
Kumari Saving And credit cooperate limited,27.6738638,85.3853708,Savings bank
Yogadan Savings and Credit Cooperatives Limited.,27.6736046,85.4409356,Savings bank
Prism Co-operative,27.675721,85.3854513,Savings bank
Surya Shakti Co-operative,27.6660912,85.422936,Savings bank
Service Development Savings and Credit Cooperative Society Ltd.,27.6709177,85.409861,Savings bank
"Nepal Outdoor Expeditions - Trekking, Climbing, Tours and Travels",27.6700201,85.3640178,Tour operator
Nepal Red Cross Society,27.6724408,85.4223017,Blood bank
Safal Ayurveda Pharma,27.6671694,85.4240416,Ayurvedic clinic
Aswini Ayurved,27.6660659,85.4255741,Ayurvedic clinic
Joshi Ayurved,27.6706198,85.4268092,Ayurvedic clinic
Amba ayurvedic pharma,27.6645248,85.4257775,Ayurvedic clinic
Haridra Ayurved Pharma,27.6700513,85.4051675,Ayurvedic clinic
Asia ayurveda clinic,27.6716863,85.4078543,Ayurvedic clinic
Bhaktapur Hospital भक्तपुर अस्पताल,27.6719188,85.4220317,Hospital
Khwopa Hospital,27.6742045,85.4390592,Hospital
लक्ष्मी ओप्टिकल,27.6726633,85.4249792,Hospital
Human Organ Transplant Centre (Shahid Dharma Bhakta Hospital),27.6727526,85.4219096,Hospital
Dr.Lalpathlabs CC Bhaktapur,27.6732109,85.4227645,Hospital
Spark Ortho Neuro Center,27.6659344,85.4192158,Hospital
Suryabinayak Polyclinic,27.6648182,85.425057,Hospital
Tathali Health Post,27.6680403,85.4261613,Hospital
Siddhi Pathology Lab,27.6655012,85.4246681,Hospital
chandeshwori health care pvt.ltd.,27.6701412,85.4202209,Hospital
Siddhi Memorial Women and Children Hospital,27.6683346,85.4326862,Hospital
Changunarayan Hospital,27.707685,85.4401354,Hospital
Khwopa hospital wing 2,27.6738875,85.4431094,Hospital
Suryabinayak Municipal Hospital,27.6654523,85.435313,Hospital
Charity Donation Department,27.6696888,85.4339208,Hospital
स्वास्थ्य चौकी (सूर्यविनायक नगरपालिका ०६) Health Post,27.6622237,85.412165,Hospital
स्वास्थ्य चौकी (सूर्यविनायक न.पा.- ०६) Health post,27.6451028,85.4427153,Hospital
"Nepal Medical College, Community Hospital.",27.700238,85.4255474,Hospital
Kathmandu Cancer Center,27.6690942,85.46545,Hospital
Jhaukhel Health Post,27.7034004,85.427436,Hospital
जनस्वास्थ्य केन्द्र Public Health Care Centre,27.6736731,85.4387421,Hospital
Gundu Health post,27.6478113,85.4090083,Hospital
Sipadol Health Post,27.6482054,85.4324596,Hospital
"Khwopa Tilganga Eye Hospital, Bhaktapur",27.6735799,85.4391378,Hospital
"Ayurveda and Alternative Hospital, Bhaktapur आयुर्वेद तथा वैकल्पिक चिकित्सालय, भक्तपुर",27.6779766,85.4377317,Hospital
Shreejan Physiotherapy and Rehabilitation Centre,27.6745825,85.4442666,Hospital
MED VALLEY MULTISPECIALITY HOSPITAL,27.6767376,85.408145,Hospital
Dr. Chakrabarty Super speciality Clinic,27.6733872,85.4032087,Hospital
Pandey Medical Hall,27.6777732,85.4073957,Hospital
Sahara Care Center,27.6744822,85.403841,Hospital
National Center for Rheumatic Diseases,27.6714791,85.4241699,Hospital
Koju Ayurveda Pharma PILES PATHARI UPACHAR KENDRA,27.6717015,85.4219782,Hospital
Bhaktapur Dental Home,27.671946,85.429851,Dental clinic
Nawadurga Dental Clinic | Dentist in Bhaktapur,27.6756978,85.4372217,Dental clinic
SEWAA DENTAL HOME,27.6713143,85.422301,Dental clinic
Dental World Clinic,27.6674267,85.4261986,Dental clinic
Indrayani dental home Pvt. Ltd.,27.6727561,85.4243765,Dental clinic
"Total Care Dental Clinic, Chyamasingh - 8, Bhaktapur",27.6720858,85.4383593,Dental clinic
Prime dental clinic pvt.ltd,27.6716249,85.4218072,Dental clinic
Premier Dental Bhaktapur,27.667254,85.4260352,Dental clinic
Rose Dental Care Private Limited,27.6717214,85.4221394,Dental clinic
Anjal Dental Clinic,27.6777758,85.4378766,Dental clinic
Nova Smile Care Dental Suryabinayak branch,27.6655064,85.4249108,Dental clinic
"Total Care Dental Clinic ,Jagati -8 Bhaktapur",27.6661943,85.4374087,Dental clinic
Smile Tech Dental clinic,27.6736352,85.4395347,Dental clinic
Suryavinayak Dental Care,27.6654943,85.4248763,Dental clinic
"Dentocare Nepal Dental Clinic, Kamalbinayak branch",27.6777323,85.437725,Dental clinic
Mediland dental clinic,27.6778279,85.4386946,Dental clinic
Dental Service - Clinic One Bhaktapur,27.6675463,85.4259317,Dental clinic
Om Dental and Implant Centre ( ओम डेन्टल एन्ड इम्प्लन्ट सेन्टर),27.6638741,85.4220527,Dental clinic
Smile Impress Dental Suryabinayak Branch,27.6655011,85.4242405,Dental clinic
Care 32 Dental Clinic,27.6781372,85.4072938,Dental clinic
OM BHAKTAPUR DENTAL CLINIC,27.6786529,85.4086741,Dental clinic
Himalaya Dental Care Bhaktapur,27.6639422,85.4293945,Dental clinic
Aesthetic Oro-Dental and Implantology Clinic,27.6750699,85.4094876,Dental clinic
"Subhakamana Dental Care,Pandubazar,Bhaktapur",27.6653987,85.4229971,Dental clinic
Start Dental Clinic,27.6659879,85.4258633,Dental clinic
Elite Dental,27.6770498,85.4395433,Dental clinic
Alfa Dental Home,27.678437,85.4412225,Dental clinic
B and B dental care center pvt. Ltd,27.6544387,85.4579416,Dental clinic
Re-Smile Dental Clinic,27.6782342,85.4387945,Dental clinic
Barahi dental clinic,27.6739362,85.441863,Dental clinic
Bhaktapur Swastha Clinic,27.6661939,85.4375827,Dental clinic
Milestone dental clinic,27.6737075,85.440246,Dental clinic
Bhishan Dental Clinic Pvt.Ltd,27.6722659,85.4055761,Dental clinic
Crystal Dental Hospital- Srijananagar Branch,27.6731875,85.4040625,Dental clinic
Creative Oral Dental Care,27.672262,85.4064366,Dental clinic
Everest Dental Clinic,27.6842671,85.4113814,Dental clinic
AARATI PHARMACY,27.6953638,85.4105258,Dental clinic
Mid Valley Dental Care,27.6742443,85.4384739,Dental clinic
Janajyoti Library जनज्योति पुस्तकालय,27.6736267,85.4239798,Public library
Martyr Memorial Library,27.6704964,85.4321917,Public library
Yug Vijaya Public Library,27.6736015,85.4354604,Public library
Nawa Chatrodaya Library,27.683151,85.3871977,Public library
Saubhagya Pustakalaya (𑐳𑑁𑐨𑐵𑐐𑑂𑐫 𑐳𑐦𑐹𑐎𑐸𑐠𑐶),27.67743,85.3857699,Public library
श्री जन जागृति बाचनालय,27.675592,85.386033,Public library
Devitar Library,27.6572124,85.4627423,Public library
Garima Library,27.6886344,85.4540977,Public library
Cartrule Pathsala,27.7015916,85.3807886,Public library
Tech-City Pvt. Ltd.,27.6723806,85.4301217,Software company
2nd ticket counter - bhaktapur square,27.6753192,85.4300027,Ticket office
Aashakiran Psychological Counseling And Autism Care Center,27.6643255,85.4264016,Mental health service
Reliable nepal life insurance limited,27.6664834,85.4200751,Health insurance agency
Dental Department of Changunarayan Hospital,27.7077516,85.4402298,Dentist
बिराज डेन्टल प्रा.लि.,27.6709639,85.4098039,Dentist
"Nirvana Physiotherapy & Wellness Center, Bhaktapur | Ayurvedic Therapy | Osteopathy | Naturopathy",27.6644186,85.425808,Physical therapy clinic
Namaste Khwopa Physiotherapy Clinic,27.6728628,85.4396822,Physical therapy clinic
Devaki Physiotherapy And Rehabilitation Centre Pvt Ltd,27.6739544,85.439454,Physical therapy clinic
Bhaktapur Physiotherapy Clinic,27.6691227,85.4376187,Physical therapy clinic
Stepup Hospitality Management,27.6636788,85.4257096,Hospitality and tourism school
Karma Hospitality,27.6629418,85.4261432,Hospitality and tourism school
Bhaktapur Academy of Tourism & Hospitality Management,27.6743114,85.4095029,Hospitality and tourism school
Suryabinayak Mission Hospital Pvt.Ltd.,27.6538571,85.4595581,General hospital
एक्युपर्‍ेसर अकुपंचर तथा फिजियोथेरापी क्लिनिक,27.6712283,85.4205901,Acupuncture clinic
Basic Health Service Centre operated by Bhaktapur Municipality Napali Bhaktapur,27.6735754,85.4038655,Occupational health service
Bhaktapur Health Concern Pvt. LTD. (Kamalbinayak Branch),27.6769675,85.4370704,Medical clinic
Kamalbinayak Polyclinic,27.6769231,85.4367162,Medical clinic
Bhaktapur Model Clinic & Research Center Pvt. Ltd.,27.6728285,85.4298454,Medical clinic
National Eye Clinic Optical,27.6769018,85.4371004,Medical clinic
Bhaktapur Homeopathic Medical College,27.675947,85.435959,Medical clinic
Bhaktapur City Medical Centre,27.6737487,85.4290772,Medical clinic
Bramhayeni Polyclinic & Pharmacy,27.6752631,85.4300374,Medical clinic
General Clinic,27.6741301,85.4282081,Medical clinic
Khwopa Pharmacy and Clinic (खोपो फार्मेसी एन्ड क्लिनिक),27.6768323,85.437144,Medical clinic
Siddha pokhari clinic,27.671608,85.4218439,Medical clinic
HPN Clinic,27.6659564,85.4247077,Medical clinic
Health Clinic Operated By Siddhi Ganesh Saving And Cooperative Pvt. Ltd,27.670125,85.434178,Medical clinic
Siddhi Poli Clinic,27.6701445,85.4341977,Medical clinic
Milestone Health Clinic,27.6735488,85.4401733,Medical clinic
Bhaktapur polyclinic,27.6719342,85.422781,Medical clinic
Unipath Bhaktapur,27.672291,85.4241316,Medical clinic
Well Health Care,27.6703492,85.4105663,Medical clinic
Munankarmi forme and dentala Clinic,27.666616,85.425226,Medical clinic
ॐ P.M. Hall,27.6713119,85.4225951,Medical clinic
SARVODAYA HEALTH CLINIC PVT LTD,27.6834075,85.4300708,Medical clinic
Jhaukhel Clinic,27.6841433,85.4303512,Medical clinic
Harina Medico clinic,27.6709633,85.4391693,Medical clinic
Baidya Ayurveda Pharma/Sewa,27.6585661,85.4247509,Medical clinic
Tathali Medical Centre,27.6691444,85.4634543,Medical clinic
Narayantar Veterinary Centre,27.7100395,85.4256669,Medical clinic
Anmol Pharmacy,27.6788745,85.4420157,Medical clinic
Sabitra Niwas,27.6584434,85.4502909,Medical clinic
Bhaktapur Heart & Diabetic Center,27.6719259,85.4065463,Medical clinic
Mangalam Pharma,27.6723223,85.4052091,Medical clinic
REYMAN PHARMACY रेमन फामेर्सी,27.6741776,85.4057793,Medical clinic
जिवन्त स्वास्थ्य सेवा सदन प्रा. लि.,27.6716289,85.4246572,Medical clinic
Valley Health And Research Centre,27.673252,85.4018087,Medical clinic
BHDC Sallaghari Branch,27.6721207,85.4060642,Medical clinic
Ajima Neuro Center,27.6755851,85.4129732,Medical clinic
Vet for Your Pet - the Animals’ Clinic,27.6662,85.4258326,Animal hospital
Mahakali Veterinary Centre,27.6760923,85.4324124,Animal hospital
Gyan Ganga Veterinary Hospital,27.6794788,85.4429661,Animal hospital
