temples_min_dist_m,other_min_dist_m,alcohol,beer,breakfast,cash_only,casual,category,city,coffee,delivery,dine_in,dinner,family_friendly,lat,lng,lunch,main_category,name,permanentlyClosed,place_id,rank,rating,rating.1,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,takeout,temporarilyClosed,title,tourists,vegetarian,weekly_hours,wheelchair_accessible_entrance,wifi,banks_count_1km,banks_weight_1km,banks_category_weight,education_count_1km,education_weight_1km,education_category_weight,health_count_1km,health_weight_1km,health_category_weight,temples_count_1km,temples_weight_1km,temples_category_weight,other_count_1km,other_weight_1km,other_category_weight,poi_composite_score,score_rating,score_rating.1,score_reviews_count,score_reviewsDistribution_oneStar,score_reviewsDistribution_twoStar,score_reviewsDistribution_threeStar,score_reviewsDistribution_fourStar,score_reviewsDistribution_fiveStar,score_takeout,score_temporarilyClosed,score_title,score_tourists,score_vegetarian,score_weekly_hours,score_wheelchair_accessible_entrance,score_wifi,score_banks_count_1km,score_banks_weight_1km,score_banks_category_weight,score_education_count_1km,score_education_weight_1km,score_education_category_weight,score_health_count_1km,score_health_weight_1km,score_health_category_weight,score_temples_count_1km,score_temples_weight_1km,score_temples_category_weight,score_other_count_1km,score_other_weight_1km,score_other_category_weight,score_poi_composite_score,raw_score,success_score,success_rank
18.97382622,48.2444459,1,1,1,0,1,Coffee shop,Balakhu,1,0,1,0,0,27.6726124,85.4292056,0,Coffee shop,Sanereetaz Balakhu CafÃ©,0,ChIJ5T2WXn8b6zkRW9rMwF5m8Yc,14,5,4.9,22,0,0,1,7,14,1,0,Sanereetaz Balakhu CafÃ©,0,0,122.5,0,1,49,149.4,1,134,192.5,0.8,129,340.5,0.9,229,798.9,0.6,103,270.5,0.5,3.497417013,4,0.9750000000000001,0.8594396965815175,1,0.3,0.003267974,0.017665615,0.061313868613138686,0.4,2,0,0,0,0.35130718954248363,0,0.6,0.19436925297395288,0.097218107,0.1,0.1982425855000851,0.098753231,0.1,0.19561160802981276,0.098132263,0.1,0.099841041,0.049982260129287935,0.05,0.099391419,0.049635689,0.05,1.3999578013552703,13.549129602364694,86.65999662621579,11
55.30487289,130.3009008,0,0,1,0,1,Cafe,Bhaktapur,1,0,1,0,0,27.6654822,85.4235039,0,Cafe,Komeda Cafe,0,ChIJM9yfkuEb6zkRp6JdD1TRCB8,8,4.8,4.8,187,0,0,6,67,114,1,0,Komeda Cafe,0,0,105,0,0,34,88.7,1,106,165.1,0.8,97,256.2,0.9,124,433,0.6,64,156.4,0.5,2.363354931,3.84,0.95,1.598744090257534,1,0.3,0.019607843,0.16908517350157728,0.4992700729927007,0.4,2,0,0,0,0.29411764705882354,0,0,0.17664782283110775,0.087195762,0.1,0.1888484767081647,0.095889491,0.1,0.1842560890726111,0.093363153,0.1,0.08864598,0.045410292,0.05,0.089333194,0.044806966929978986,0.05,0.9460116310770905,13.511233686261104,86.33241307965554,12
16.21445171,52.34055145,1,1,0,0,1,Cafe,à¤¬à¤²à¤à¥,1,0,1,0,0,27.6726397,85.4295795,0,Cafe,FreshPresso Coffee Bar,0,ChIJH57lXDsb6zkRZ36vDoVQEqc,20,4.6,4.4,105,0,0,10,52,43,1,0,FreshPresso Coffee Bar,1,0,108.5,0,0,50,152.5,1,134,198.1,0.8,135,357.1,0.9,227,789.9,0.6,105,278.1,0.5,3.583136834,3.6799999999999997,0.8500000000000001,1.3971095950365093,1,0.3,0.032679738562091505,0.13123028391167194,0.18832116788321168,0.4,2,0,0.2,0,0.3055555555555556,0,0,0.1953531484850834,0.097613746,0.1,0.1982425855000851,0.099288322,0.1,0.19742486297234157,0.098930742,0.1,0.099680694,0.049897652528091155,0.05,0.099799057,0.04988022,0.05,1.4342700185411728,13.505277390377572,86.28092509016989,13
29.05875319,58.83684289,0,0,0,0,1,Cafe,Bhaktapur,1,0,1,0,0,27.6712788,85.4211734,0,Cafe,Refresh Cafe,0,ChIJGw6ycaMa6zkRxUTJaRoo9GA,7,4.5,4.7,193,0,0,9,76,108,1,0,Refresh Cafe,0,0,84,0,0,39,98.7,1,98,165.5,0.8,105,276.5,0.9,122,411.3,0.6,79,187.7,0.5,2.510107818,3.6,0.925,1.6097991638271585,1,0.3,0.029411764705882353,0.19179810725552052,0.472992701,0.4,2,0,0,0,0.22549019607843138,0,0,0.1832823433840255,0.089245402,0.1,0.1857079329740302,0.095934604,0.1,0.18740962789959797,0.094641117,0.1,0.088349851,0.045026754,0.05,0.093776742,0.046413389543600414,0.05,1.0047543684353761,13.269034064582394,84.23876766340051,14
5.283088239,42.33504119,0,0,1,0,1,Cafe,Bhaktapur,1,1,1,0,0,27.6713463,85.4300451,1,Cafe,Coffee in Style,0,ChIJI8VtVK4a6zkRBhQQPXlNvIg,18,4.4,3.9,80,0,2,21,43,14,1,0,Coffee in Style,1,1,91,0,0,54,164.5,1,140,205.8,0.8,141,377.1,0.9,229,799.9,0.6,104,273.7,0.5,3.729575788,3.5200000000000005,0.725,1.302454483134884,1,0.27692307692307694,0.068627451,0.1085173501577287,0.061313868613138686,0.4,2,0,0.2,0.2,0.24836601307189543,0,0,0.1991047487580203,0.099073398,0.1,0.2,0.1,0.1,0.19915982305257326,0.099844992,0.1,0.099841041,0.049991602149490943,0.05,0.099596209,0.049739474,0.05,1.4928870937462695,13.200440624269362,83.64582560634373,15
77.91222318,95.62367305,0,0,0,0,1,Restaurant,Bhaktapur,0,0,1,1,0,27.6662604,85.4234316,1,Restaurant,Kyodong Laphing and Fast Food,0,ChIJEUMzZzgb6zkRrOvvHIoDYpo,16,4,4,334,0,5,74,181,74,1,0,Kyodong Laphing and Fast Food,0,0,91,0,0,35,88.7,1,108,169.8,0.8,105,278.2,0.9,132,462,0.6,71,175.7,0.5,2.489608486,3.2,0.75,1.8020274407666157,1,0.2423076923076923,0.24183006535947713,0.45678233438485805,0.3240875912408759,0.4,2,0,0,0,0.24836601307189543,0,0,0.17804749566126243,0.087195762,0.1,0.18959690856493125,0.096412833,0.1,0.18740962789959797,0.09474386,0.1,0.089784926,0.045893946,0.05,0.091521994,0.045831423334348614,0.05,0.9965488271318083,13.168388740118965,83.36875960653458,16
14.91365607,59.96004735,1,1,1,0,1,Coffee shop,Bhaktapur,1,1,1,1,0,27.6708631,85.4292379,1,Coffee shop,Himalayan Java Coffee - Bhaktapur,0,ChIJ8eqBCa8a6zkRKRlF6r0xRDM,19,4.7,5,5,0,0,0,1,4,1,0,Himalayan Java Coffee - Bhaktapur,1,1,105,0,1,51,154.4,1,137,192.7,0.8,136,348.9,0.9,227,798.9,0.6,102,269.7,0.5,3.545607611,3.7600000000000002,1,0.38659166709734816,1,0.3,0,0.002523659,0.017518248,0.4,2,0,0.2,0.2,0.29411764705882354,0,0.6,0.19631793801648234,0.097852305,0.1,0.1991308446682662,0.098772607,0.1,0.19771927454713117,0.098541048,0.1,0.099680694,0.049982260129287935,0.05,0.099184651,0.049609552,0.05,1.419247695403165,13.166790091670023,83.35494041,17
50.94182193,47.14977973,0,0,0,0,0,Restaurant,Bhaktapur,0,0,1,0,0,27.6710646,85.4217254,0,Restaurant,The Burger House And Crunchy Fried Chicken,0,ChIJ9WLXZgAb6zkRuet6V6a195E,6,5,3.4,255,1,23,118,99,14,1,0,The Burger House And Crunchy Fried Chicken,0,0,87.5,0,0,42,109.9,1,102,165.2,0.8,106,281.7,0.9,130,438,0.6,78,187.7,0.5,2.606132925,4,0.6,1.7073852967815617,0.9166666666666666,0.034615384615384624,0.38562091503267976,0.2498422712933754,0.061313868613138686,0.4,2,0,0,0,0.2369281045751634,0,0,0.18687560266351064,0.091309942,0.1,0.18730870322647497,0.09590078,0.1,0.1877869733970998,0.094953434,0.1,0.089506745,0.045495944,0.05,0.093507552,0.046413389543600414,0.05,1.043191620033038,13.154623193234931,83.24976613356277,18
41.50786915,16.1652639,0,0,0,0,0,Restaurant,à¤­à¤à¥à¤¤à¤ªà¥à¤°,0,0,0,0,0,27.6728125,85.4289375,0,Restaurant,Muglan Hotel & Thakali Restaurant,0,ChIJTxenZwAb6zkRQ4IdLOfpewU,57,4.1,4,153,0,2,34,83,34,0,0,Muglan Hotel & Thakali Restaurant,0,0,105,0,1,48,145.6,1,133,192.5,0.8,123,319.7,0.9,227,798.9,0.6,101,261.7,0.5,3.410606922,3.28,0.75,1.5285455996644375,1,0.27692307692307694,0.1111111111111111,0.20946372239747635,0.14890510948905109,0,2,0,0,0,0.29411764705882354,0,0.6,0.19336547944708224,0.096721852,0.1,0.1979421070508488,0.098753231,0.1,0.19371265633594287,0.097075102,0.1,0.099680694,0.049982260129287935,0.05,0.098975866,0.049343848,0.05,1.3652091672404136,13.139828530797722,83.12187668,19
8.304592025,114.909314,1,1,1,0,1,Family restaurant,Bhaktapur,1,1,1,1,1,27.6698837,85.4293982,1,Family restaurant,Jhegu newa kitchen restro,0,ChIJ0wb9LOsb6zkRW1dOYcQ_C5s,7,4.4,5,2,0,0,0,1,1,1,0,Jhegu newa kitchen restro,1,1,70,1,1,50,150.6,1,137,197.5,0.8,133,340.9,0.9,225,791.9,0.6,97,261.7,0.5,3.503898598,3.5200000000000005,1,0.14267948184283943,1,0.3,0,0.002523659,0.004379562,0.4,2,0,0.2,0.2,0.17973856209150327,0.6,0.6,0.1953531484850834,0.097372216,0.1,0.1991308446682662,0.099231715,0.1,0.19682948911663936,0.098151956,0.1,0.099518935,0.049916537,0.05,0.098119739,0.049343848,0.05,1.4025522719180223,13.134841966013632,83.07877133426159,20
84.19819432,132.3918516,0,0,0,0,1,Coffee shop,Bhaktapur,1,0,1,0,0,27.6690835,85.4248994,0,Coffee shop,Kavreli khajaghar,0,ChIJYd_vdUob6zkRuDBEKLlPR7Y,14,5,4,106,0,2,23,58,23,1,0,Kavreli khajaghar,0,0,98,0,0,44,118.9,1,117,169.6,0.8,116,297.3,0.9,181,622.3,0.6,87,206.4,0.5,2.88352442,4,0.75,1.4004137592197228,1,0.27692307692307694,0.075163399,0.14637223974763408,0.10072992700729926,0.4,2,0,0,0,0.27124183006535946,0,0,0.18913440525118985,0.092823087,0.1,0.19280323677619787,0.096390858,0.1,0.19137748496392493,0.095857036,0.1,0.095543558,0.048116969,0.05,0.09581641,0.047250318,0.05,1.1542268171546264,13.120184411612646,82.95206708355953,21
8.951067927,58.28041801,0,0,0,0,1,Fast food restaurant,Bhaktapur,0,1,1,1,1,27.6715487,85.4283565,1,Fast food restaurant,Aalucha,0,ChIJfx2Tma8a6zkRmZyoA545Dz0,18,3.9,4.8,13,0,0,0,5,8,1,0,Aalucha,0,1,98,1,1,50,149.4,1,133,177.7,0.8,126,326.4,0.9,227,798.9,0.6,100,260.9,0.5,3.389516023,3.12,0.95,0.6847480738240714,1,0.3,0,0.012618296529968454,0.035036496,0.4,2,0,0,0.2,0.27124183006535946,0.6,0.6,0.1953531484850834,0.097218107,0.1,0.1979421070508488,0.097260868,0.1,0.19467334750773646,0.097422936,0.1,0.099680694,0.049982260129287935,0.05,0.098765024,0.049316833927637804,0.05,1.3567668315158214,13.108026854788262,82.84697355392552,22
3.175796041,52.90464767,1,1,1,0,1,Restaurant,Bhaktapur,1,0,1,1,0,27.6697144,85.4276931,1,Restaurant,The Pottery Cafe and bar,0,ChIJ0e5hZq8a6zkRZ-t8zDwfJS4,19,4.5,3.8,39,0,1,12,20,6,1,0,The Pottery Cafe and bar,1,0,84,1,0,49,139.5,1,127,172.7,0.8,123,317.4,0.9,210,741.1,0.6,95,253.8,0.5,3.235539626,3.6,0.7,1.0541709261368326,1,0.28846153846153844,0.039215686,0.050473186119873815,0.026277372262773723,0.4,2,0,0.2,0,0.22549019607843138,0.6,0,0.19436925297395288,0.095897684,0.1,0.19609075289158312,0.096728609,0.1,0.19371265633594287,0.096954019,0.1,0.098258054,0.049421438,0.05,0.09767848,0.049073403,0.05,1.2951326433696893,13.047405898166412,82.32294801,23
100.7588734,153.8469369,0,0,0,0,1,Asian restaurant,Bhaktapur,0,0,1,0,0,27.6692533,85.4250107,1,Asian restaurant,The 1990 Yummy Laphing & Momo Center,0,ChIJb5gn1owb6zkRb0CkcCwlU9c,3,4.3,4.3,81,0,0,10,42,29,1,0,The 1990 Yummy Laphing & Momo Center,0,0,77,1,0,44,118.9,1,116,169.6,0.8,116,297.3,0.9,180,617.3,0.6,89,214.7,0.5,2.894499699,3.44,0.825,1.3067722170610712,1,0.3,0.032679738562091505,0.10599369085173503,0.12700729927007298,0.4,2,0,0,0,0.20261437908496732,0.6,0,0.18913440525118985,0.092823087,0.1,0.19245928435755433,0.096390858,0.1,0.19137748496392493,0.095857036,0.1,0.095442403,0.048056745,0.05,0.096297336,0.047597870381114384,0.05,1.1586200386094854,13.044123872857018,82.29457721,24
170.6408802,200.2796479,0,0,0,0,1,Restaurant,Suryabinayak,0,0,1,0,0,27.6630064,85.4232512,0,Restaurant,Kumpakha khaja ghar & Mini Party palace,0,ChIJAVrEWgAb6zkRlA4thxwvGOI,28,4,4.7,377,0,0,17,148,212,0,0,Kumpakha khaja ghar & Mini Party palace,0,0,98,0,0,30,74,1,82,134,0.8,79,209,0.9,66,197.3,0.6,31,78.8,0.5,1.731443736,3.2,0.925,1.8445230751161164,1,0.3,0.055555556,0.37350157728706623,0.9284671532846716,0,2,0,0,0,0.27124183006535946,0,0,0.17061799655363766,0.083724922,0.1,0.17858375454376407,0.092001178,0.1,0.17610050533033175,0.089952424,0.1,0.077196537,0.039553555,0.05,0.074167833,0.038790531,0.05,0.6930681004898841,13.012046528400331,82.01729112502676,25
16.82527449,45.33247243,1,1,1,0,1,Family restaurant,Bhaktapur,1,0,1,1,0,27.6713046,85.4294878,1,Family restaurant,Namaste Restaurant,0,ChIJXY_iq68a6zkRCbRb4lbA3XQ,10,3.9,4,108,0,1,24,59,24,0,0,Namaste Restaurant,1,0,98,1,0,50,149.5,1,138,192.5,0.8,141,371.6,0.9,227,794.9,0.6,104,273.7,0.5,3.574216932,3.12,0.75,1.4069304436071435,1,0.28846153846153844,0.078431373,0.14889589905362777,0.10510948905109489,0,2,0,0.2,0,0.27124183006535946,0.6,0,0.1953531484850834,0.097230996,0.1,0.19942264496302387,0.098753231,0.1,0.19915982305257326,0.099598486,0.1,0.099680694,0.049944775,0.05,0.099596209,0.049739474,0.05,1.430699530279176,12.988249584386756,81.81158327788161,26
2.835927207,99.10608373,0,0,0,0,0,Restaurant,Bhaktapur,0,1,1,0,0,27.6711897,85.4284526,0,Restaurant,Gwakhancha,0,ChIJbWl5JgAb6zkR_rhwOeLDjXk,14,5,4.3,45,0,0,6,23,16,1,0,Gwakhancha,0,0,91,0,0,50,149.4,1,132,177.7,0.8,128,330.9,0.9,227,798.9,0.6,98,257.2,0.5,3.393594505,4,0.825,1.1033518818360264,1,0.3,0.019607843,0.058044164037854895,0.070072993,0.4,2,0,0,0,0.24836601307189543,0,0,0.1953531484850834,0.097218107,0.1,0.1976393778057415,0.097260868,0.1,0.19530128216174034,0.097652583,0.1,0.099680694,0.049982260129287935,0.05,0.098337003,0.049190810566325904,0.05,1.3583993799572467,12.960458409419951,81.57134811286231,27
14.51834563,42.25801672,0,0,0,0,0,Restaurant,Bhaktapur,0,1,1,0,0,27.6718001,85.4285972,0,Restaurant,New Watshala Garden Restaurant,0,ChIJA4q_iKob6zkRvMDhbkR3_oo,25,4.6,3.6,122,0,7,47,57,11,1,0,New Watshala Garden Restaurant,0,0,83.5,0,0,51,151.2,1,134,182.7,0.8,124,321.6,0.9,228,798.9,0.6,101,265.2,0.5,3.415657425,3.6799999999999997,0.65,1.4494516989039103,1,0.21923076923076926,0.15359477124183007,0.14384858044164037,0.048175182,0.4,2,0,0,0,0.2238562091503268,0,0,0.19631793801648234,0.097448814,0.1,0.1982425855000851,0.097778439,0.1,0.19403544522170543,0.097174474,0.1,0.099761043,0.049982260129287935,0.05,0.098975866,0.049461075599719274,0.05,1.3672307995048354,12.914565951947287,81.17464008928091,28
37.1225377,240.5950531,0,0,1,1,1,Coffee shop,Bhaktapur,1,0,1,0,1,27.6734349,85.4381693,0,Coffee shop,Kaman Coffee Shop,0,ChIJVcjIu1IF6zkRtwOui_BwwfI,16,4.1,3.9,209,0,4,55,112,38,1,0,Kaman Coffee Shop,1,0,108.5,0,0,33,111.6,1,85,127.5,0.8,85,219.6,0.9,181,642.1,0.6,63,179.5,0.5,2.460963069,3.28,0.725,1.6376862965492347,1,0.25384615384615383,0.17973856209150327,0.2826498422712934,0.16642335766423358,0.4,2,0,0.2,0,0.3055555555555556,0,0,0.17520757417209143,0.091604949,0.1,0.18001872771859703,0.091075668,0.1,0.17900685577312042,0.09078083,0.1,0.095543558,0.048350803,0.05,0.0890014,0.046019883,0.05,0.9850825436279645,12.902592561127852,81.07113855,29
95.15753609,90.74064119,0,0,0,0,0,Tea house,Madhyapur Thimi,0,0,1,0,0,27.6729299,85.3863708,0,Tea house,Ghar Tea and Bites Since 2081,0,ChIJV5-TUAAb6zkRupy6GBOJkzc,15,4.8,3.9,385,0,8,101,206,70,1,0,Ghar Tea and Bites Since 2081,0,0,98,0,0,15,42.1,1,1,5,0.8,6,21.7,0.9,107,382.6,0.6,31,95.9,0.5,0.771425747,3.84,0.725,1.8518927874110314,1,0.20769230769230768,0.3300653594771242,0.5198738170347003,0.30656934306569344,0.4,2,0,0,0,0.27124183006535946,0,0,0.13775634703527848,0.072982406,0.1,0.028012965,0.033605453,0.1,0.078200292,0.052526396917334905,0.1,0.085962126,0.044487256,0.05,0.074167833,0.04051022,0.05,0.3087888829569683,12.809335621714899,80.26499788168779,30
