name,main_category,category,categoryName,address,street,neighborhood,city,state,postal,country,lat,lng,phone,phoneUnformatted,website,placeId,place_id,rank,rating,reviewsCount,reviews_count,weekly_hours,hours,permanentlyClosed,temporarilyClosed,price,imageUrl
Jamchen Vijaya Stupa,Buddhist temple,Buddhist temple,Buddhist temple,"Q9R6+89H, Budhanilkantha 44600, Nepal",Q9R6+89H,,Budhanilkantha,,,NP,27.790824,85.3609928,+977 11-683550,+97711683550,,ChIJO_tySs0d6zkRdg-LcPnFulM,ChIJO_tySs0d6zkRdg-LcPnFulM,1,4.5,786,786,49.0,10 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoTZO5GlUXYaf0v3eulOeGXTt8CConJ0izOfYr06aQBpnw177RzhIajS8d7GnXfHt_18P4ppqpZXoNDQyNaQ9bLoxv6b0729YAe3hN1h05-YJuf_IeSjK_QOGQYOf8HvJfHRm8d=w408-h272-k-no
Buddha Janma Bhumi Buddhist Center,Buddhist temple,Buddhist temple,Buddhist temple,"Tokha Sthool, P.O Box 1205, Kathmandu, Nepal","Tokha Sthool, P.O Box 1205",Tokha Saraswoti,Kathmandu,,,NP,27.7578034,85.3271228,+977 1-5110414,+97715110414,http://www.buddhabhumi.org.np/,ChIJvVuQLswe6zkRh_iCa_tYd6c,ChIJvVuQLswe6zkRh_iCa_tYd6c,8,4.2,15,15,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoMQEOcg443KMkKg_UmjLa552WVjX_xAMP97Omd4AdbO_ZG9RLdEguE3fvgWP2oBz1bgHL_i6epoRKNUIButQrs2M0SHuFrUJ5Ecr2_jP_luUBl-ePBynr7eEo_ykSllpVfeRkO=w408-h306-k-no
Sardar Haridayal Singh Hamal Sewa Samaiti,Hindu temple,Hindu temple,Hindu temple,"J84R+G98, Godawari 44700, Nepal",J84R+G98,,Godawari,,,NP,27.606297,85.3409524,,,,ChIJv4OLGAAX6zkR9k6-R4gifzE,ChIJv4OLGAAX6zkR9k6-R4gifzE,20,5.0,1,1,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqSnoo3kCdwS3YcLn_YzZoMBUkUc9UlWGwmoECqklaz1eUxLh--dnnJbsI-8Zj5B6RT4JMFDpYKAAayXz-OQHws7Zq31X4Kp-h9MKgDsTCuXx2O1aJGc1bLFUELJ0UMmLTdgBKw6o6m3AAs=w408-h725-k-no
Nai Delhi se Saharanpur,Hindu temple,Hindu temple,Hindu temple,"Q894+6FJ, Niraj Marga, Tarakeshwar 44600, Nepal","Q894+6FJ, Niraj Marga",Kavresthali,Tarakeshwar,,44600,NP,27.7680843,85.3061471,,,,ChIJTVA3dAAf6zkRpb73H0O0z8A,ChIJTVA3dAAf6zkRpb73H0O0z8A,79,0.0,,0,0.0,0,False,False,,
Om Kareshwor Mandir,Hindu temple,Hindu temple,Hindu temple,"Q853+JQC, Tarakeshwar 44600, Nepal",Q853+JQC,Kavresthali,Tarakeshwar,,44600,NP,27.7590941,85.3044103,,,,ChIJNcnyivwf6zkRIEgAsRLb-1c,ChIJNcnyivwf6zkRIEgAsRLb-1c,117,5.0,2,2,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9IM5UGuJUTEFYop764g0HA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=156.98969&pitch=0&thumbfov=100
Shree Santoshi Mata Mandir.,Hindu temple,Hindu temple,Hindu temple,"Q899+R56 Chuttini Bato, Chhap 44600, Nepal",Q899+R56 Chuttini Bato,Tokha Chandeshwori,Chhap,,,NP,27.7695474,85.3178956,,,,ChIJzbBefdEf6zkRmK7a9izKV9M,ChIJzbBefdEf6zkRmK7a9izKV9M,139,0.0,,0,0.0,0,False,False,,
Beshinagar ganeshmandir,Hindu temple,Hindu temple,Hindu temple,"Q8P2+GJ9, Tarakeshwar 44600, Nepal",Q8P2+GJ9,Kavresthali,Tarakeshwar,,,NP,27.7862967,85.3016112,,,,ChIJpSxefQAf6zkRzM_yy6iOaQM,ChIJpSxefQAf6zkRzM_yy6iOaQM,140,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WcGqVtpVTVFjCY2VmV0Bvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=289.7979&pitch=0&thumbfov=100
Laxmi Temple,Hindu temple,Hindu temple,Hindu temple,"Q9H6+8X9, Golfutar West Road, Budhanilkantha 44600, Nepal","Q9H6+8X9, Golfutar West Road",,Budhanilkantha,,44600,NP,27.7782792,85.3624983,,,,ChIJPQpFYSIc6zkRogu-zxU2Kb8,ChIJPQpFYSIc6zkRogu-zxU2Kb8,176,4.0,5,5,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqv3mhhe0CVr5DlMtTdr8uXKJDB2_7WKI6gTjSXjaTaeUS90p-W-ix1Q_XBZWTpH644Pr3yR6dDq1tlZTAsln4Hp0DbTaHGIy-szkER-F824Aq3EjHln_yvxnHgdRzjcqMmnDG6aA=w408-h306-k-no
Ganesh Mandir,Hindu temple,Hindu temple,Hindu temple,"J8GM+65R, Lalitpur 44700, Nepal",J8GM+65R,Dhapakhel,Lalitpur,,44700,NP,27.6256232,85.332903,,,,ChIJWXgjvxcX6zkRdN7kt-AJkDY,ChIJWXgjvxcX6zkRdN7kt-AJkDY,195,4.0,2,2,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqp7hSNnKqpmGOOdhQp59nVGCaIIh6mDPcPCQvWWazrVXVw11eN1l58mxMKhb5Pgczq4sAJQMn-nneOJkcdDZEpqfJj43dOBBU9IOvBxurcattWoKT63-qBPeOcc1n7owhBLQ8=w408-h544-k-no
Ganesh mandir jharuwarashi,Hindu temple,Hindu temple,Hindu temple,"J89Q+XP4, Jharuwarasi 44700, Nepal",J89Q+XP4,,Jharuwarasi,,44700,NP,27.619891,85.3393436,,,,ChIJm9jD3eYX6zkR0tMOtc0BCTg,ChIJm9jD3eYX6zkR0tMOtc0BCTg,180,4.0,1,1,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FMqJch5sTBDBW6K1bqpNPA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=149.12221&pitch=0&thumbfov=100
"Thecho, ChwayLachhi",Hindu temple,Hindu temple,Hindu temple,"J869+QGG, Choe Lachi track, Thecho 44700, Nepal","J869+QGG, Choe Lachi track",,Thecho,,44700,NP,27.6119268,85.3188396,,,,ChIJNeAKCAAX6zkRhpjSr8FdsjM,ChIJNeAKCAAX6zkRhpjSr8FdsjM,193,0.0,,0,0.0,0,False,False,,
Ganesh Mandir,Hindu temple,Hindu temple,Hindu temple,"J8HF+28J, Wakhat Marg, Lalitpur 44700, Nepal","J8HF+28J, Wakhat Marg",Sunakothi,Lalitpur,,44700,NP,27.6275929,85.3232796,,,,ChIJk1ndNRsX6zkR5cF4o_tBXg4,ChIJk1ndNRsX6zkR5cF4o_tBXg4,191,4.7,3,3,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y2niLgsdiL3xulpmwLbzBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=175.2768&pitch=0&thumbfov=100
Ganesh Mandir,Hindu temple,Hindu temple,Hindu temple,"J992+HQQ, Godawari 44700, Nepal",J992+HQQ,Badegaun,Godawari,,44700,NP,27.6189678,85.3519862,,,,ChIJle1heSwX6zkRoUW-42rrAU4,ChIJle1heSwX6zkRoUW-42rrAU4,192,5.0,1,1,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhH9VL0ClxrWKQSQNSZ1MvYUMvydQOmYC_MJvjG0VwObqOJiYItmXcPnQDldirOctYzrlbZXKBgWqzpV_G_UhgXQuMI3EmgCLs4vFonJq_td1llC9-JEcLjRM3wWd_pZmdJ4LVlTtGuDbQjUYQIP6CzDsxSK0w3EAdYrf33jNiIMYOxY3vkXGw7MBKQKGNezUZYcn1Y=w408-h306-k-no
Bajrabarahi puja pasal,Hindu temple,Hindu temple,Hindu temple,"J89C+C43, Thecho 44700, Nepal",J89C+C43,,Thecho,,44700,NP,27.6184905,85.3203294,+977 986-0223473,+9779860223473,,ChIJYVVIfQAX6zkRJJD5CWhuu-8,ChIJYVVIfQAX6zkRJJD5CWhuu-8,189,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_siJM84OwALWgmrDUjuc_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.01553&pitch=0&thumbfov=100
Ganesh Temple,Hindu temple,Hindu temple,Hindu temple,"J8HV+3MP, Chwabu Marg, Godawari 44700, Nepal","J8HV+3MP, Chwabu Marg",Thaiba,Godawari,,44700,NP,27.6277145,85.3441884,,,,ChIJcwoJIgAX6zkRnsi4Lw6m4Cc,ChIJcwoJIgAX6zkRnsi4Lw6m4Cc,190,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Yvj5U0jf2d9FlR5ZgbGqnw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.563698&pitch=0&thumbfov=100
Gojapeshwar mahadev mandir,Hindu temple,Hindu temple,Hindu temple,"J9J5+3RV, Godawari 44700, Nepal",J9J5+3RV,Godamchaur,Godawari,,44700,NP,27.6295866,85.3595283,,,,ChIJjwMjTgAR6zkR7ujRxnqdg2g,ChIJjwMjTgAR6zkR7ujRxnqdg2g,188,0.0,,0,0.0,0,False,False,,
"sheraphat, pipal bot , ganesh mandir",Hindu temple,Hindu temple,Hindu temple,"H8W9+XMP, Chapagaun 44700, Nepal",H8W9+XMP,,Chapagaun,,44700,NP,27.5974558,85.3192177,,,,ChIJ6RHkXwAX6zkRfkxNsKilZHc,ChIJ6RHkXwAX6zkRfkxNsKilZHc,187,0.0,,0,0.0,0,False,False,,
Kwaylachhi brahmayani temple,Hindu temple,Hindu temple,Hindu temple,"J879+CCC, Lachi Track, Thecho 44700, Nepal","J879+CCC, Lachi Track",,Thecho,,44700,NP,27.6136526,85.3182488,,,,ChIJIRyOen4X6zkRWFS623PvKwE,ChIJIRyOen4X6zkRWFS623PvKwE,186,0.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepeXWKqsyXssbriidcWQMWyb2KCnMOxKpbJkvy4eKTzsWpa006pBOXXHn_HE7I5F3WOWOuFM5C2i7bsISsn0GjZimjQ_ifemZxXDWaBfrz-aZr5Uv757nme7_fEzBZLkBnJkcTYJBKkxrKj=w408-h410-k-no
Kaji dangol,Hindu temple,Hindu temple,Hindu temple,"Q89J+745, Tokha Rd, Kathmandu 44600, Nepal","Q89J+745, Tokha Rd",Tokha Saraswoti,Kathmandu,,44600,NP,27.7679905,85.3304897,+977 986-0220245,+9779860220245,,ChIJFy6mEYYf6zkRnwzqLRfVSU8,ChIJFy6mEYYf6zkRnwzqLRfVSU8,189,0.0,,0,0.0,0,False,True,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepzv0P6SX7ugue9YZ_N7DBfXXRaCg5gVgDkc4tvLHzBFOX5a_Ao8-wlqUwcaFaN6e4sRxuY2yAjABjHPqDMP7I92moFeerPqJWPl_4YxYri1lGSFcJnKEvfURNjeC2YxpwY46D_Ece6vZrc=w408-h544-k-no
Ramsita Temple,Hindu temple,Hindu temple,Hindu temple,"Q86V+X47, Budhanilkantha 44600, Nepal",Q86V+X47,Khadka Bhadrakali,Budhanilkantha,,44600,NP,27.7623633,85.3428135,,,,ChIJMU6EKgAf6zkR5RjvskJ0gzU,ChIJMU6EKgAf6zkR5RjvskJ0gzU,188,4.5,36,36,0.0,0,False,True,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqXfk8c3jqVx42KalC56XrDF4JJYxMxzQoNm_RN_pM7DRxQNRUr8O3jqoRKLyDqwOaHaTdrSPNkdni-npKAnSRXddJixtSImyyfEqmXHXQV5pcUzLi66Z0OWgu-Jlw6diWti9I=w408-h306-k-no
Siddhi Ganesh Shiv Mandir,Hindu temple,Hindu temple,Hindu temple,"Q8G8+3G9, Unnamed Road, Tarakeshwar 44600, Nepal","Q8G8+3G9, Unnamed Road",Phutung,Tarakeshwar,,44600,NP,27.7751456,85.3163388,,,,ChIJEZWiZQAf6zkR-e4pAcx4OeU,ChIJEZWiZQAf6zkR-e4pAcx4OeU,186,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-c5BHwognL0vWoa6hLUQWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.08496&pitch=0&thumbfov=100
Tangaun Ganesh mandir,Hindu temple,Hindu temple,Hindu temple,"Q86X+5C5, Budhanilkantha 44600, Nepal",Q86X+5C5,Khadka Bhadrakali,Budhanilkantha,,,NP,27.7603908,85.3486103,,,,ChIJqSKhLAAf6zkR5YrgJwCRVh0,ChIJqSKhLAAf6zkR5YrgJwCRVh0,185,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Da479GhI7cqhPeostvj9yA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=291.41385&pitch=0&thumbfov=100
Ganesh Mandir,Hindu temple,Hindu temple,Hindu temple,"Q8WJ+RV2 Jhor, Tokha 44600, Nepal",Q8WJ+RV2 Jhor,Mahankal,Tokha,,,NP,27.7970119,85.3321288,,,,ChIJ3xZsBPUe6zkRnuJBK806NHU,ChIJ3xZsBPUe6zkRnuJBK806NHU,184,0.0,,0,168.0,Open 24 hours,False,False,,
Shree Ganesh Mandir,Hindu temple,Hindu temple,Hindu temple,"Q8H8+M69, Tarakeshwar 44600, Nepal",Q8H8+M69,Sangla,Tarakeshwar,,44600,NP,27.7791748,85.3156208,,,,ChIJuxUGTgAf6zkRYV9gGvXWjNE,ChIJuxUGTgAf6zkRYV9gGvXWjNE,183,0.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoC7TH31aFfEmQUIXOEp_J1tjBrGRl4IN0Dc0fzzamfT9rqyi1eJsDZ7-Dh1gHhRsDh_7dkKi0_-AWEstRiyB_78D4kC6cdqEVBdgBcHE_x7gdfV9-W2Z3X0l5dhf4jelNLv1YRfPs8G3MN=w408-h541-k-no
Dhalkeshowr chowkchowk,Hindu temple,Hindu temple,Hindu temple,"J8F9+6HV, Laxmi Prasad Devkota Way, Thecho 44700, Nepal","J8F9+6HV, Laxmi Prasad Devkota Way",,Thecho,,44700,NP,27.6230367,85.3189576,,,,ChIJcSl1oMgX6zkRBDF2RL-8QF8,ChIJcSl1oMgX6zkRBDF2RL-8QF8,178,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5vyaclX8iFPCmm-9nDEzww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=300.86157&pitch=0&thumbfov=100
Nawa durga mandir/ khadka dewali sthal,Hindu temple,Hindu temple,Hindu temple,"J8CV+378, Jharuwarasi 44700, Nepal",,,,,,0,27.6201583,85.3432045,,,,ChIJyRc4m7QX6zkRziliIeXWjMs,ChIJyRc4m7QX6zkRziliIeXWjMs,175,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CxdAbJ_5qyHZhnidQePNjg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.57675&pitch=0&thumbfov=100
Dhananjaya Basnet Kul Deuta Mandir,Hindu temple,Hindu temple,Hindu temple,"J8HM+W39, Lalitpur 44700, Nepal",J8HM+W39,Dhapakhel,Lalitpur,,,NP,27.6297885,85.3327256,,,,ChIJ3--Y2BUX6zkRFczS_PZVLWQ,ChIJ3--Y2BUX6zkRFczS_PZVLWQ,174,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bIiw4NKcI_a3_MmaPn1dKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=29.198858&pitch=0&thumbfov=100
Chhampi Thapa Gau Mandir,Hindu temple,Hindu temple,Hindu temple,"J845+MW7, Karyabinayak 44700, Nepal",J845+MW7,Chhampi,Karyabinayak,,44700,NP,27.6066531,85.3098069,,,,ChIJR76IHAAX6zkRfL_Kwtv-oxI,ChIJR76IHAAX6zkRfL_Kwtv-oxI,183,0.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepGYT3_CPapVthA1rHBbl1uXWebRlln0mqkm2Divn4JY_lRy6VohrABgNvh7oAYZq5PhZYgocUahm0WP8_DxoPSncSKjoVEOREaius9LIEqLLTfYfw24fvWorp4ftOs6-Z1YqrWB-nj6M7T=w408-h306-k-no
Santoshi Mata Mandir,Hindu temple,Hindu temple,Hindu temple,"J86Q+XMM, Bhanjyang Bus Stop, Jharuwarasi 44700, Nepal","J86Q+XMM, Bhanjyang Bus Stop",,Jharuwarasi,,44700,NP,27.6124749,85.3391575,,,,ChIJm5-bauQX6zkR6ePoWZyGc1s,ChIJm5-bauQX6zkR6ePoWZyGc1s,173,0.0,,0,168.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweodUMLeQ4NxVdP8KvX-q49od6euYCDYBneDjdzE3zpJyI5TTxFvb-SoXOupkMFsE3zAARBpTsID2_I3ryOnELDWRHJJ2PyFNRgKmXvDySg0QkESBhkaDUQXi9NWg79NmXyUNIg=w408-h306-k-no
Kumari temple,Hindu temple,Hindu temple,Hindu temple,"H9R2+PRH, Godawari 44709, Nepal",H9R2+PRH,Badikhel,Godawari,,44709,NP,27.5918076,85.3520945,,,,ChIJa_-AGgAX6zkRN-DnT7nczz4,ChIJa_-AGgAX6zkRN-DnT7nczz4,172,0.0,,0,0.0,0,False,False,,
Sutar Karki Kuldewata Mandir,Hindu temple,Hindu temple,Hindu temple,"J8GM+856, Nagdaha Marg, Lalitpur 44700, Nepal","J8GM+856, Nagdaha Marg",Dhapakhel,Lalitpur,,44700,NP,27.6257943,85.3328968,,,,ChIJKWb41K8X6zkR6-I_VoOCOgU,ChIJKWb41K8X6zkR6-I_VoOCOgU,170,0.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweosMgakfLiIZ5TKniCHhpmwfLG9zOPUHFy-nbIoQyy2PVrOQE-NJ-1upCLkwtUCR28qGfj3kI1VatXi80mwLmQl7xiv9LjW_dXbemZhjF8PlR6E5tyoB_M5Qg17pTCzDQ8b3ZgFSg=w408-h725-k-no
थापा मगर (कुल देवता),Hindu temple,Hindu temple,Hindu temple,"Lalitpur 44700, Nepal",,Dhapakhel,Lalitpur,,,NP,27.6261859,85.3280362,,,,ChIJ5SxKdRsX6zkRcLO-9F9XH74,ChIJ5SxKdRsX6zkRcLO-9F9XH74,167,0.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/p/AF1QipMRxL3k8pbgBI6oJzHGhBT82dQ18EZ952foUQCi=w408-h544-k-no
Bhairab Nath Temple,Hindu temple,Hindu temple,Hindu temple,"J85F+V3X, Thecho 44700, Nepal",J85F+V3X,,Thecho,,44700,NP,27.609726,85.3227343,,,,ChIJSUCSbzEX6zkRb29Nw-Zo0nU,ChIJSUCSbzEX6zkRb29Nw-Zo0nU,165,5.0,1,1,168.0,Open 24 hours,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=USPZQNshXIVjEUM6pfweCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.64696&pitch=0&thumbfov=100
Pipalbot mandir,Hindu temple,Hindu temple,Hindu temple,"J8HJ+5PQ, Lalitpur 44700, Nepal",J8HJ+5PQ,Dhapakhel,Lalitpur,,44700,NP,27.6279504,85.331862,,,,ChIJiWhiHwAX6zkRNiOpa6bf2eM,ChIJiWhiHwAX6zkRNiOpa6bf2eM,168,1.0,1,1,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xmb3HdhkIXa0d_YGKsyo2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.06042&pitch=0&thumbfov=100
Brahmayani Temple kwaylachhi,Hindu temple,Hindu temple,Hindu temple,"J879+F86, Thecho 44700, Nepal",J879+F86,,Thecho,,44700,NP,27.6136656,85.3182664,,,,ChIJq6pajgEX6zkRhiD8AYczrdM,ChIJq6pajgEX6zkRhiD8AYczrdM,169,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-DDB5SZ2vEKh4ZIQtDLNIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=49.293045&pitch=0&thumbfov=100
Bajrayogini Mandir,Hindu temple,Hindu temple,Hindu temple,"J8HX+HV4, Godawari 44700, Nepal",J8HX+HV4,Thaiba,Godawari,,44700,NP,27.6288783,85.3496987,,,,ChIJDdTaq8MX6zkRYIt7-xZWpgs,ChIJDdTaq8MX6zkRYIt7-xZWpgs,162,0.0,,0,0.0,0,False,False,,
Chundevi chunikhel,Hindu temple,Hindu temple,Hindu temple,"J893+PW3, Lalitpur 44700, Nepal",J893+PW3,Bungamati,Lalitpur,,,NP,27.6192508,85.3048015,,,,ChIJrzhmcwAX6zkRR08hA1IXGDk,ChIJrzhmcwAX6zkRR08hA1IXGDk,161,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iC4Og7f7_9fKBm2sT4x0Xw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.5506&pitch=0&thumbfov=100
