name,main_category,category,categoryName,address,street,neighborhood,city,state,postal,country,lat,lng,phone,phoneUnformatted,website,placeId,place_id,rank,rating,reviewsCount,reviews_count,weekly_hours,hours,permanentlyClosed,temporarilyClosed,price,imageUrl
Param SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P856+F38, चन्द्रमान सिंह मार्ग, Kathmandu 44600, Nepal","P856+F38, चन्द्रमान सिंह मार्ग",,Kathmandu,,44600,NP,27.7086647,85.310193,+977 1-4263679,+97714263679,,ChIJUyaF5f4Y6zkRslfu-ItgtOs,ChIJUyaF5f4Y6zkRslfu-ItgtOs,117,3.0,,0,7.0,10 AM to 5 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BqZvaO1QBCXUIu_gXqqnhA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=234.0257&pitch=0&thumbfov=100
Rajikhushi SACOOS,Cooperative bank,Cooperative bank,Cooperative bank,"28 Bag Bazar Sadak, Kathmandu 44600, Nepal",28 Bag Bazar Sadak,Bagbazar,Kathmandu,,44600,NP,27.7056257,85.3206261,,,,ChIJjzHzVQwZ6zkRC1qD_uzuHY4,ChIJjzHzVQwZ6zkRC1qD_uzuHY4,140,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HxrQvmf_2tJqwetWSSawYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=206.97365&pitch=0&thumbfov=100
Hatemalo SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P835+3JX, Dharma Path, Kathmandu 44600, Nepal","P835+3JX, Dharma Path",,Kathmandu,,44600,NP,27.702739,85.309102,+977 1-4224474,+97714224474,,ChIJwWvfz1UY6zkRhaV4p_A2ILs,ChIJwWvfz1UY6zkRhaV4p_A2ILs,160,0.0,,0,7.0,10 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGwEfzMmMFcjF688RDVwD0boouaX9SHoTNVwptbIG4YKBTC9yAcFTSR-xmDLrqiLs2x_ZrUBlqdJIRkqpaRWa_pEofNh-ZukpE-65Sx_iQuDjS_6rqGErIHzetygORplSPsOjiLGJH3kPZE7tXtLsRJ8hJNk3CmJ62IKQuiXOsCbZgD3LiXAxdAJc30mBsBVXHXvQo=w426-h240-k-no
Janasewi SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"M8WP+P5R, Kathmandu 44600, Nepal",M8WP+P5R,New Baneshwor,Kathmandu,,44600,NP,27.6968508,85.3353777,+977 1-4468140,+97714468140,,ChIJ9xd_fJgZ6zkR-o19j7ZVtsg,ChIJ9xd_fJgZ6zkR-o19j7ZVtsg,159,0.0,,0,7.0,10 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerWgHQl-T6D6H1OTf0rq9QtzCYYrxjak-sKjpa6bDgfwv8ro6SOOrsY4gkEyMHsk45emy_ihvgcH5VzlGUfgr5wu84L0yGjrFmHDMhDElMwRr_YdR9euWBtbn9V-0JkJB0gSGqbWT1EeB-p=w408-h240-k-no
Agni Jwala SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"M8X2+8HP, Ganeshman Singh Rd, Kathmandu 44600, Nepal","M8X2+8HP, Ganeshman Singh Rd",Kalimati,Kathmandu,,44600,NP,27.698334,85.3014599,+977 1-4281371,+97714281371,,ChIJZxoQJVoY6zkRPVwvs5sKCQE,ChIJZxoQJVoY6zkRPVwvs5sKCQE,179,0.0,,0,6.0,11 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEsDg5IrlPON_eJL9SMkAx1z29fIQagTC_Xh1A-pZRZCtRqoNzfzHqzBiRND8POg1aJsEqEeUfeAr365yrr8aPz7s7Gs8MtD2lPy5pyIKUz7CfMeCBKTFpm_elFqB1RJNAQdwMIU10NeLild3ylc1bncMuQZdfhVnTQztaoeGyABstrf3hDd8LvyKJWh1slebghlw=w408-h306-k-no
Samyukta Shakti SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P83H+PG6, Ghattekulo Marga, Kathmandu 44600, Nepal","P83H+PG6, Ghattekulo Marga",,Kathmandu,,44600,NP,27.7042803,85.3287641,,,,ChIJ1ZiiJX4Z6zkRWgw15QNLzKs,ChIJ1ZiiJX4Z6zkRWgw15QNLzKs,178,0.0,,0,8.0,9 AM to 5 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5UCGO29tuOU9np9YGFwIOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.33847&pitch=0&thumbfov=100
Samakalin Multipurpose Co-o,Cooperative bank,Cooperative bank,Cooperative bank,"Office :- 4th floor, R.B. Plaza, Ranamukteshwor Marg, Kathmandu 44600, Nepal","Office :- 4th floor, R.B. Plaza, Ranamukteshwor Marg",,Kathmandu,,44600,NP,27.701464,85.308972,,,,ChIJJ0yFu5gZ6zkRQClOlg_Dtgo,ChIJJ0yFu5gZ6zkRQClOlg_Dtgo,200,2.3,,0,4.0,10:30 AM to 2:30 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqxBUz_wr8JFDZURCuLnWSZXcqYfLrseXhrhL0-_zuDrJYlKCPBDT0RgE8A4Xbzevw61c6DA8DP6ETvspntG6CtpRS7UGu55TM_3E6Xe6Goc_QdqtS0L7pdjxAQMkMEIxDsk9bk=w426-h240-k-no
Palpasa SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P826+5GV, ज्ञान कल्‍याण भवन, ताहा गल्ली, Kathmandu 44600, Nepal","P826+5GV, ज्ञान कल्‍याण भवन, ताहा गल्ली",Sundhara,Kathmandu,,44600,NP,27.7004905,85.311298,+977 1-5328901,+97715328901,,ChIJ1dyRi1QY6zkR5AJsf21A-lk,ChIJ1dyRi1QY6zkR5AJsf21A-lk,177,0.0,,0,8.0,9:30 AM to 5:30 PM,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFkmr3FvLDfMO62RG_E3pKEbicO6JDOeilAx9yrphZTyHbDzsozTLwAUMEv16IabBsXOYm2i8X5gqxTIH24X87vktpcY_x1cI9XgMaxIcm9n0e0YqpQEFra9YM8XnzxahMgMo0gkP8aENmgbVHRWK4ihhtkiw-bb2fZ1VKAJRu6ftjXDPk3SFXLlmmDdmoyVJ_ZJjg=w408-h306-k-no
Tisa SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P835+29H, Nhusa Marg, Kathmandu 44600, Nepal","P835+29H, Nhusa Marg",Om Bahal,Kathmandu,,44600,NP,27.7025544,85.3084803,+977 1-4232373,+97714232373,,ChIJJXkgQ6UZ6zkR56YYZMNBnCc,ChIJJXkgQ6UZ6zkR56YYZMNBnCc,180,0.0,,0,7.0,10 AM to 5 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yMaKvmwaEyt4N4oaRHeB7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.4403&pitch=0&thumbfov=100
Niyamit SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P82F+MGC, न्यु प्लाजा गल्लि, Kathmandu 44600, Nepal","P82F+MGC, न्यु प्लाजा गल्लि",Putalisadak,Kathmandu,,44600,NP,27.7016955,85.3237505,+977 1-4420329,+97714420329,,ChIJbxZZnKgZ6zkRrqGCJdkHMTI,ChIJbxZZnKgZ6zkRrqGCJdkHMTI,199,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d3dm1y4iqzARrG52kZmTfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.88647&pitch=0&thumbfov=100
Mahila Sahayogi SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P8G7+CVR, Kathmandu 44600, Nepal",P8G7+CVR,Samakhusi,Kathmandu,,44600,NP,27.7261045,85.3146311,,,,ChIJn832O0EY6zkReur5U3wXTXg,ChIJn832O0EY6zkReur5U3wXTXg,201,5.0,,0,8.0,7 AM to 3 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8IKHQGus9hJFEKEC4DfUIQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.16752&pitch=0&thumbfov=100
lympia mutipurpose co-operative td,Cooperative bank,Cooperative bank,Cooperative bank,"Shankarjyoti Marg, Kathmandu 44600, Nepal",Shankarjyoti Marg,Chabahil,Kathmandu,,44600,NP,27.7170227,85.3481495,+977 986-8436536,+9779868436536,,ChIJEcTnOhFcAEkR8pa3DkmOe0w,ChIJEcTnOhFcAEkR8pa3DkmOe0w,157,5.0,,0,5.0,10 AM to 3 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9BQOafOH-vNhMyk8_ESG1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.79807&pitch=0&thumbfov=100
Karmath SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"Ka.Ma.Pa. 16, Rayamajhi Marga, Kathmandu 44600, Nepal","Ka.Ma.Pa. 16, Rayamajhi Marga",,Kathmandu,,44600,NP,27.7240433,85.3114101,+977 1-4380083,+97714380083,,ChIJJ_SnF_0Y6zkRAQ1Ivmo2QTE,ChIJJ_SnF_0Y6zkRAQ1Ivmo2QTE,196,4.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweohV6ct8123tzioIiJ89gFM_tgsmO4cW_aPBVfi4A1GuxB5R-vpNT3Z4xB0cY3Boie1HoadoDnjnd_51j64m-fedoWHvA2wgoqsBFFqa_JuhbeTosyc6ixMjjoTazqamvPK8jG9=w408-h271-k-no
Udayashree SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P83C+832, Adwait Marg, Kathmandu 44600, Nepal","P83C+832, Adwait Marg",Bagbazar,Kathmandu,,44600,NP,27.7032639,85.3201423,,,,ChIJTfTyN0kZ6zkRTbu6hmdlfLk,ChIJTfTyN0kZ6zkRTbu6hmdlfLk,195,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IV5bcSW8fIuxd00MFl5ryg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.7261&pitch=0&thumbfov=100
Milenium SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P849+96W, Bag Bazar Sadak, Kathmandu 44605, Nepal","P849+96W, Bag Bazar Sadak",Bagbazar,Kathmandu,,44605,NP,27.70598,85.3180709,,,,ChIJJZFqpQAZ6zkR0VuW2EMHYHg,ChIJJZFqpQAZ6zkR0VuW2EMHYHg,197,0.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEQUkifR3wWPCB9R3Dd8mNpOq_wpf66guC05jDQcTLWrdTX4EdHkqo_wRhI1PR53yVBrtozndNMTHCLff8MjgRYWBOV-YuiH2Eer74CvKEyJFUURsGA_rompjOXNk9KQgGbKEa6ckLyirBZe-KT9jTCtaYp_a0CJhXHR_azyHiOjg6yzWgNudOfLNgJektKePXfcrE=w426-h240-k-no
Kashmira SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"bagbazar - 28, Kathmandu 00977, Nepal",bagbazar - 28,Bagbazar,Kathmandu,,00977,NP,27.7058432,85.3196521,+977 1-4247704,+97714247704,,ChIJb_zG_ggZ6zkRmv3esApIOVo,ChIJb_zG_ggZ6zkRmv3esApIOVo,198,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KDc_6mKbudng5Sa8oCL-MA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.24642&pitch=0&thumbfov=100
Ishaneshwor SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P8P7+6R2, Gongabu Chowk, Tokha 44600, Nepal","P8P7+6R2, Gongabu Chowk",Gongabu,Tokha,,44600,NP,27.735523,85.3145239,,,,ChIJXU8SRCcZ6zkRy5xqTh6T5Eo,ChIJXU8SRCcZ6zkRy5xqTh6T5Eo,194,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QDOaKCNu7MCSeA9DcHNu3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.9818&pitch=0&thumbfov=100
Lotus Tower,Cooperative bank,Cooperative bank,Cooperative bank,"P836+GQH, Nanicha Galli, Kathmandu 44600, Nepal","P836+GQH, Nanicha Galli",Naya Sadak,Kathmandu,,44600,NP,27.7037151,85.3118824,,,,ChIJwaQLNsMZ6zkRHdqEBeEUaXs,ChIJwaQLNsMZ6zkRHdqEBeEUaXs,192,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VveLo1zE30gvFDReO7isJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.4563&pitch=0&thumbfov=100
Degaa SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P835+3W8, Pako Sadak, Kathmandu 44600, Nepal","P835+3W8, Pako Sadak",,Kathmandu,,44600,NP,27.702651,85.309833,+977 1-4258386,+97714258386,,ChIJkVpItlUY6zkRal91bxdi8EU,ChIJkVpItlUY6zkRal91bxdi8EU,190,4.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Vf_LEojTlWIH97ChqxxB5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=297.3713&pitch=0&thumbfov=100
Shreeradhe Money Enterprise PVT.LTD,Cooperative bank,Cooperative bank,Cooperative bank,"M8XH+GHV, Kathmandu 44600, Nepal",M8XH+GHV,Singha Durbar,Kathmandu,,44600,NP,27.6988616,85.3289342,+977 1-5705434,+97715705434,,ChIJT4TZQgAZ6zkR86LpSsl8fnI,ChIJT4TZQgAZ6zkR86LpSsl8fnI,183,5.0,,0,7.0,10 AM to 5 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xCp-1wEWHlbKwHLufxfqaw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=136.20914&pitch=0&thumbfov=100
Dharohar SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P825+9X3, Patangani Marg, Kathmandu 44600, Nepal","P825+9X3, Patangani Marg",Gana Bahal,Kathmandu,,44600,NP,27.7008959,85.3099352,+977 1-4263949,+97714263949,,ChIJ7VXAzCEZ6zkRXGWoUgc8YcM,ChIJ7VXAzCEZ6zkRXGWoUgc8YcM,191,5.0,,0,5.0,10 AM to 3 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9wutMohLOEJZhrL8w3LSHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=206.01941&pitch=0&thumbfov=100
Bijay Shanti SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P823+WH8, Paropakar Marg, Kathmandu 44600, Nepal","P823+WH8, Paropakar Marg",,Kathmandu,,44600,NP,27.7022828,85.3039518,,,,ChIJsTmvnFcY6zkRw1saspRmGek,ChIJsTmvnFcY6zkRw1saspRmGek,187,0.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGC2nxO4WbNpg3LykoZNIXP1gEFSWdEK-qQotu1eY9zc7YU5AHqkotAsMb_aZEN44PYOVf3WHPtgfyfdIYG0UjOMiAXPzbQDjovBj9pbwzt_QghudwQUPB1EoioTRxsUDFWFmyO8OEV985i3MAwSkA55CE5vAwmI2nG0ozVGjknLrv6e7A-L9QcMiDRYUZGjCRQS-4=w426-h240-k-no
Janasanchar SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P86C+98X, लालुपाते मार्ग, Kathmandu 44600, Nepal","P86C+98X, लालुपाते मार्ग",,Kathmandu,,44600,NP,27.710988,85.320846,+977 1-4442746,+97714442746,,ChIJLRNugwYZ6zkRTwrqRI2bDRs,ChIJLRNugwYZ6zkRTwrqRI2bDRs,186,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=023SwltMTd34oUiGORkwow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=304.31845&pitch=0&thumbfov=100
Maijubahal,Cooperative bank,Cooperative bank,Cooperative bank,"P88X+R7Q, Kathmandu 44600, Nepal",P88X+R7Q,Chabahil,Kathmandu,,44600,NP,27.7170932,85.3482268,,,,ChIJw4Rx0LIZ6zkR3KRDm-Gzs94,ChIJw4Rx0LIZ6zkR3KRDm-Gzs94,185,0.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqgULvK9_2lQ3RE27X16wjlRwT3twtTzBIGAutIMxn16V3SF2-NIHqRHRtCr02rS_Qw0Ry2py7chwXPh_zSMGPjlWE-RGAmvwcBelscVjmbLhnmq5D2cHbKY_nGrmfJ8QoXXcO3n57fglE=w408-h907-k-no
Indrakamal Multi-purpose cooperative ltd.,Cooperative bank,Cooperative bank,Cooperative bank,"P868+HW Kathmandu, 01 Durbar marg, Kathmandu 44600, Nepal","P868+HW Kathmandu, 01 Durbar marg",Narayanhiti,Kathmandu,,44600,NP,27.7116009,85.3174461,+977 1-5925888,+97715925888,http://indrakamal.coop.np/,ChIJQXbQsFlKro4R4OmbG3Z7XK8,ChIJQXbQsFlKro4R4OmbG3Z7XK8,189,5.0,,0,7.0,10 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipPBCqhT3X7wwyZ__q81flcwXIbSWihGH8li5U8K=w408-h544-k-no
Intelligence SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P86V+2W6, पशुपतिनाथ सडक, Kathmandu 44600, Nepal","P86V+2W6, पशुपतिनाथ सडक",Pashupatinath,Kathmandu,,44600,NP,27.7100497,85.34477,+977 1-5241400,+97715241400,,ChIJU99wMtoZ6zkRoApy8x8JK7M,ChIJU99wMtoZ6zkRoApy8x8JK7M,174,5.0,,0,17.5,10 AM to 3:30 AM,False,False,,
Jagatjanani SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P835+25H, Nhusa Marg, Kathmandu 44600, Nepal","P835+25H, Nhusa Marg",Om Bahal,Kathmandu,,44600,NP,27.7025559,85.3079732,+977 1-4216498,+97714216498,,ChIJTz5eqmUZ6zkRkyU6HVHH6x0,ChIJTz5eqmUZ6zkRkyU6HVHH6x0,173,0.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEiFjPuph1DAqxPOPB1PsT9ciMpK-_TZ2URGDlboz83iH3dZT6GylcZYGB_RQT-iQec72ZtilATYMoENOS1Bj0j8mWqW6RvOhzJR-PnQtmxZarT83QBA-rSwGtbyXmPbjQXcE963jcHtO9xsD7J8iR2lXeZt7RH5RzqBUnE6HJMLjWYwcdqzdrL2sM9q7OYEsrjGpw=w408-h306-k-no
Pragatipath SACCOS,Cooperative bank,Cooperative bank,Cooperative bank,"P895+RWR, Naya Bazaar Marg, Kathmandu 44600, Nepal","P895+RWR, Naya Bazaar Marg",,Kathmandu,,44600,NP,27.7196101,85.3097602,+977 1-4383995,+97714383995,,ChIJ7-V8guMY6zkRz9lHLb9fMFM,ChIJ7-V8guMY6zkRz9lHLb9fMFM,170,5.0,,0,5.0,10 AM to 3 PM,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGz6thdFGkYbvjJtm6Tj-7t2e-GKiC0KKbEGIQABwRX2IPai14fnta2WroH6sSgg82_42w6x6Ui1qJun0fA-BAFBlsWEBJwDYDvbe2nw8WPDSII5a9hc-cliu55JHv06XYqmgDxq63kfItedhvCKTFp-dB_uxvjQmHOqP9kPXVdIYKw-uktjZcDLyAggQiXcazWpEQ=w426-h240-k-no
