name,main_category,category,categoryName,address,street,neighborhood,city,state,postal,country,lat,lng,phone,phoneUnformatted,website,placeId,place_id,rank,rating,reviewsCount,reviews_count,weekly_hours,hours,permanentlyClosed,temporarilyClosed,price,imageUrl
Godawari Community Library Resource Center,Public library,Public library,Public library,"Godawari-4, Lalitpur, Nepal",Godawari-4,Badikhel,Lalitpur,,,NP,27.5996934,85.3488762,+977 1-5226031,+97715226031,,ChIJM4_SddgX6zkRRLj9wGbFI8Y,ChIJM4_SddgX6zkRRLj9wGbFI8Y,66,4.6,,0,7.0,10 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq3mVoXNXFKHq37cSZ1MmDx-jzfdG2m_2ohXWGJim3j3N20dh_Hz9w1H6ZZqKvn6Ach7jbK1RoUoc3VauT09_MErGZDhf0-rFeTDrM42PMNcLXOGLBAwnJ3mMJLqUTL-3t8ZSsW=w408-h306-k-no
Dipawali Pustakalaya,Public library,Public library,Public library,"M85F+JP3, Satdobato Road, Lalitpur 44700, Nepal","M85F+JP3, Satdobato Road",Lagankhel,Lalitpur,,44700,NP,27.6590212,85.3243049,,,,ChIJ8W-cBtgZ6zkR22-Yh9iCdfM,ChIJ8W-cBtgZ6zkR22-Yh9iCdfM,8,3.3,,0,12.0,7 AM to 7 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lnCaKLBBmz6kJPH_mpTa6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=204.28638&pitch=0&thumbfov=100
Prerana Library,Public library,Public library,Public library,"J869+WX7, Choe Lachi Track, Thecho 44700, Nepal","J869+WX7, Choe Lachi Track",,Thecho,,44700,NP,27.6122934,85.3199315,,,,ChIJe3j-DAIX6zkRjd8f8k85pmQ,ChIJe3j-DAIX6zkRjd8f8k85pmQ,7,0.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep37MtQHKwFXmY3iJJmyCkFV600T4jwh6KfcVtmz81A7RkfaluGPC8x82k0LI3VY4hUqCaaelgBzCndWko0nPs1ySq4V5jVuarGI931knyECCHDnPmrSxW7VWJ_HAE3YbA0JRg=w408-h306-k-no
Sanuko Pustakalaya,Public library,Public library,Public library,"M898+PFX, Lalitpur 44700, Nepal",M898+PFX,Lagankhel,Lalitpur,,44700,NP,27.6693633,85.3162263,+977 986-1999464,+9779861999464,,ChIJM5ndv-YZ6zkRryWemdzHP0M,ChIJM5ndv-YZ6zkRryWemdzHP0M,10,4.8,,0,8.0,10 AM to 6 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPhP8u93o0IWOk0zWl2SZQSiW36bunl4aPG3DmCQcxRHCPLf4-DRX_ouzlav-4o7NFjjCmb3SfqS2GsEUN2pV8oPu0LUP6bQzeo_BGuxD3SiJfuVfNDi9yVcGFvZegzZaXlxoL=w408-h544-k-no
Pariwartan physiotherapy and acupuncture center,Physical therapy clinic,Physical therapy clinic,Physical therapy clinic,"P7MQ+RWM, Nagarjun 44600, Nepal",P7MQ+RWM,Balaju,Nagarjun,,44600,NP,27.7344164,85.2899374,+977 981-8271035,+9779818271035,,ChIJW23FWY0Z6zkRV-ysmpnMdi8,ChIJW23FWY0Z6zkRV-ysmpnMdi8,19,5.0,,0,8.0,8 AM to 4 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=irexk1dmDx-gpx4actv6BA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.57956&pitch=0&thumbfov=100
BMB Veterinary Hospital and 24 Hrs Emergency Service,Animal hospital,Animal hospital,Animal hospital,"Ward no 10 Pipal Bot Marg, Kathmandu 44600, Nepal",Ward no 10 Pipal Bot Marg,New Baneshwor,Kathmandu,,44600,NP,27.6997396,85.3367078,+977 976-5960063,+9779765960063,,ChIJEfmOdSIZ6zkRGk8r6fYLkC8,ChIJEfmOdSIZ6zkRGk8r6fYLkC8,20,4.7,,0,24.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/p/AF1QipMAO2zQefMAqHW6Os-yMFvHI0Z5WR6TjpymksbN=w408-h306-k-no
Vet for Your Pet,Animal hospital,Animal hospital,Animal hospital,"P8HQ+6HJ, Banshidhar Marg, Kathmandu 44600, Nepal","P8HQ+6HJ, Banshidhar Marg",Chandol,Kathmandu,,44600,NP,27.7280259,85.338741,+977 1-4543505,+97714543505,http://www.vetforyourpet.com.np/,ChIJXzEdt2kZ6zkRtdewxrrST3Q,ChIJXzEdt2kZ6zkRtdewxrrST3Q,18,4.2,,0,9.0,9 AM to 6 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoslzrejc8Ui6CJJT4rwj5W-esntnFtLKH8Uvv2xRvoelvkcc9M-oEdqdpHKrPoN_cnIsjvHvNLuehIkjXIs5EG3Zxl1aB9_m5MWVrImazbEQx6qYVySqkIzJYcrkzdIcucnXuTLg=w408-h544-k-no
Pet Medical Center,Animal hospital,Animal hospital,Animal hospital,"Mahankal Road, Kathmandu 44600, Nepal",Mahankal Road,Boudhha,Kathmandu,,44600,NP,27.7210226,85.3523416,+977 976-5154400,+9779765154400,,ChIJI7mqXP0Z6zkRFVih-zif2Y0,ChIJI7mqXP0Z6zkRFVih-zif2Y0,13,4.7,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepuDI0KZjsOc6xkDhegld-wZij2ZNRBjiZb81Rt7UgBvEGUDT9FWv3ULUnq9Wp7NJHL2wN4O2VZ05GLanKKB-uA2YYxHyF7BmYFXRXulBV65gGKVBjWLhYqbhiMnI0gUbMDCd0C9A=w408-h307-k-no
Kathmandu Veterinary Clinic,Veterinarian,Veterinarian,Veterinarian,"chakrapath Ring Rd, Kathmandu 44600, Nepal",chakrapath Ring Rd,Narayan Gopal Chowk,Kathmandu,,44600,NP,27.7404502,85.3356668,+977 1-4720266,+97714720266,https://www.kathmanduvetclinic.com.np/,ChIJf0ix5EcZ6zkRfU5w3RGbacw,ChIJf0ix5EcZ6zkRfU5w3RGbacw,16,3.9,,0,0.0,"7:30 to 9:30 AM, 5:30 to 7:30 PM",False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSHlApzKVaVXd_0qyp8bvsXWK2Xg7nzoib0RDeaewh4awRGFL8lRBz94jQe0DQw7pBw3L-HmNriTY2yZw4rPfImLQC6lYQ8MO_trT_GNYPnPAii-jrHNIERkkJ3ZvJhIdpBYg=w408-h306-k-no
Kunwar Veterinary Polyclinic,Animal hospital,Animal hospital,Animal hospital,"Samakhusi Ring Rd Track N, Kathmandu 44600, Nepal",Samakhusi Ring Rd Track N,Gongabu,Kathmandu,,44600,NP,27.735651,85.315773,+977 984-9159785,+9779849159785,,ChIJL7H6LycZ6zkRnKfOdmy3Wso,ChIJL7H6LycZ6zkRnKfOdmy3Wso,12,3.6,,0,10.5,8 AM to 6:30 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipN0K7LQkEIT73XNjc729OqsnM07SMFAfe8Suxgh=w426-h240-k-no
Paws and Claws Animal Hospital Dr BC Jha,Animal hospital,Animal hospital,Animal hospital,"P8HH+C5P, Buddhi Sagar Marg, Kathmandu 44600, Nepal","P8HH+C5P, Buddhi Sagar Marg",,Kathmandu,,44600,NP,27.728525,85.3278936,+977 984-1209744,+9779841209744,http://paws.com.np/,ChIJYdnHnCkZ6zkREEPq91ejTNQ,ChIJYdnHnCkZ6zkREEPq91ejTNQ,17,5.0,,0,12.0,8 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq3Vynb_cS9YuAlv_6haPr3Esi4dFeTtwm0nnmPHEkoP-lcnXcTa-KfDC977PhI_mwXaA2ZdKQSa2KM6I56IKqMDgj3cJ2sqpudkrPh6ul1T7p_A4KOQxoOmvyUWGc5FvE0unbV5MXi5jnz=w408-h544-k-no
Central Referral Animal Hospital,Animal hospital,Animal hospital,Animal hospital,"M8V6+XGV, त्र्‍िपुरा मार्ग, Kathmandu 44614, Nepal","M8V6+XGV, त्र्‍िपुरा मार्ग",Tripureshwor,Kathmandu,,44614,NP,27.695,85.3112819,+977 1-5329064,+97715329064,http://www.crvh.gov.np/,ChIJ0fHA9FIY6zkRd6DD5eqVxkk,ChIJ0fHA9FIY6zkRd6DD5eqVxkk,14,3.8,,0,6.0,10 AM to 4 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepG1Y6FQBRgzY5hzQVmnWxfocgFjlQMohjN6P0Yk64mDMLOCigtJZrM0csF_OlB_CqT34SJGp8252cPvxXT-Hd5ZLINMs_O5lGHiC_8SWO8qJCPZ3OWVb-DOCyILUOSFX8gipRm=w408-h306-k-no
Advanced Pet Hospital,Animal hospital,Animal hospital,Animal hospital,"Opposite to Department of Railways, Kathmandu 44616, Nepal",Opposite to Department of Railways,Bishal Nagar,Kathmandu,,44616,NP,27.7203825,85.3344261,+977 1-4522855,+97714522855,https://www.facebook.com/profile.php?id=61552146885455&mibextid=ZbWKwL,ChIJEy3twyQZ6zkRu4AKyCAZLkM,ChIJEy3twyQZ6zkRu4AKyCAZLkM,6,4.7,,0,24.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/p/AF1QipM7ibYVao2Pa5XAKOEqiY_oWe71dCQLZKXpQkeG=w408-h384-k-no
Home service veterinary center,Animal hospital,Animal hospital,Animal hospital,"Kathmandu 44600, Nepal",,Panipokhari,Kathmandu,,,NP,27.7340973,85.3296862,+977 986-0627544,+9779860627544,,ChIJ6Z4BVwEZ6zkRrEqbFdyhzBc,ChIJ6Z4BVwEZ6zkRrEqbFdyhzBc,5,4.9,,0,18.0,5 AM to 11 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoMUcetG03uwmCSI9Qow6xG3GFz94Qdm7Y_Vnkg2Pgw-e513Ve-qoyp-Bu1uvNu1ICbXLp-lsz1hAa1axTSOZCkX9jgDE1lsUEcDWzajNfZiwHAdcxWi9h1IMGeHaljg2xhQNyU=w408-h306-k-no
Rajdhani Pet Clinic & Animal Research Center Pvt. Ltd.,Animal hospital,Animal hospital,Animal hospital,"Balaju chowk, Kathmandu 44611, Nepal",Balaju chowk,Balaju,Kathmandu,,44611,NP,27.726291,85.3053373,+977 1-5917813,+97715917813,http://www.rajdhanipets.com.np/,ChIJbQLrFUQZ6zkRXNvr_fJ9jJo,ChIJbQLrFUQZ6zkRXNvr_fJ9jJo,11,4.7,,0,24.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_eYp0HXrJi2qJaZ7PvFK7xgBdL8_tOvlvhcwP9TY4aiTyaUASAM0EnjMjipkv1HdzbVm2ykuiemzwKs9gt9P5ZhtPFRqenj1rOXtegHXRWVsfwNOfWXsQ0gbEQmt6VWeuS_IFAg=w408-h725-k-no
Animal Medical Center (AMC),Animal hospital,Animal hospital,Animal hospital,"P8JP+WQR Opposite to Brazil Embassy, Chun Devi Marg, Kathmandu 44600, Nepal","P8JP+WQR Opposite to Brazil Embassy, Chun Devi Marg",Chandol,Kathmandu,,44600,NP,27.7359267,85.3362232,+977 1-4547027,+97714547027,,ChIJZ_AsRGMZ6zkRtJ9QfU63AwM,ChIJZ_AsRGMZ6zkRtJ9QfU63AwM,4,4.4,,0,11.0,8 AM to 7 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipNUDLpCHq7DA_fCxHxR4mBq7SQToPgCPBp6KvmH=w408-h306-k-no
Sri Veterinary Clinic,Animal hospital,Animal hospital,Animal hospital,"P7GR+FP4, Ring Rd, Nagarjun 44600, Nepal","P7GR+FP4, Ring Rd",Balaju,Nagarjun,,44600,NP,27.7261411,85.2915558,+977 984-9709736,+9779849709736,,ChIJo1KDb94Z6zkRik5_1dakCGw,ChIJo1KDb94Z6zkRik5_1dakCGw,2,4.8,,0,12.0,8 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipP32Sdx9nn-gU_YOE-ev9dazhpeM3a2fegQdPNz=w408-h306-k-no
SUSMITA AGROVET & ANIMAL CLINIC,Animal hospital,Animal hospital,Animal hospital,"Q832+HW7, Tarakeshwar 44600, Nepal",Q832+HW7,Dharmasthali,Tarakeshwar,,44600,NP,27.7538647,85.3023392,+977 985-1098223,+9779851098223,,ChIJHXmLLgAf6zkRMAFmlK9fY-g,ChIJHXmLLgAf6zkRMAFmlK9fY-g,1,4.0,,0,13.0,7 AM to 8 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Pkk-XCUqxAiz1Um-sobUWg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=221.12892&pitch=0&thumbfov=100
Physiotherapy and acupuncture clinic kathmandu,Physical therapy clinic,Physical therapy clinic,Physical therapy clinic,"Q88M+RQ7, Tokha 44600, Nepal",Q88M+RQ7,Tokha Chandeshwori,Tokha,,44600,NP,27.7670408,85.3344299,+977 984-1359149,+9779841359149,,ChIJ6WhqTLwf6zkRtR2hq41HLxo,ChIJ6WhqTLwf6zkRtR2hq41HLxo,12,5.0,,0,0.0,"6 to 8 AM, 4 to 6 PM",False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=asgwDDCnRv_pL6RWomD2Pg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.65234&pitch=0&thumbfov=100
Paws & Claws Animal Hospital,Animal hospital,Animal hospital,Animal hospital,"Buddhi Sagar Marg, Kathmandu 44600, Nepal",Buddhi Sagar Marg,,Kathmandu,,44600,NP,27.7285025,85.3278678,+977 984-1209744,+9779841209744,https://paws.com.np/,ChIJZe0KWrqjXkIRmyv1dXQFTIQ,ChIJZe0KWrqjXkIRmyv1dXQFTIQ,3,4.9,,0,12.0,8 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoUnIhlr1NHDphbCU9S-Q7qEwDvMGcFLD2kqNfzOilUvbL9ETrlPB8_2gKarjvWYRUkaq0fUUieEdEShB6uVVwJU58KrM68yFJe0TbnOlysYLEMEvFL4F9DgCp_HK2qJuDPX0iE=w427-h240-k-no
Acupuncture Center,Acupuncture clinic,Acupuncture clinic,Acupuncture clinic,"गोंगबुँ चक्रपथ ट्राक दक्षिण, Tokha 44600, Nepal",गोंगबुँ चक्रपथ ट्राक दक्षिण,,Tokha,,44600,NP,27.7346045,85.3135737,+977 1-4981352,+97714981352,,ChIJY9NxqtgY6zkRkh6L95kR0zQ,ChIJY9NxqtgY6zkRkh6L95kR0zQ,5,5.0,,0,12.0,7 AM to 7 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipOvS_5WUHwTzBhp9ahe-1uthXFMGdQCjrw4DjcY=w408-h271-k-no
Ayush Health Care Center ( Acupuncture & Ayurvedic treatement center),Acupuncture clinic,Acupuncture clinic,Acupuncture clinic,"Ayush Health Care Center, 09 Ganeshsthan Rd, Kathmandu 44600, Nepal","Ayush Health Care Center, 09 Ganeshsthan Rd",Gongabu,Kathmandu,,44600,NP,27.7386761,85.3132244,,,,ChIJ5QZLomMZ6zkRBRjos0LwVcI,ChIJ5QZLomMZ6zkRBRjos0LwVcI,3,4.8,,0,10.0,8 AM to 6 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer_OudSFJL8DXgCQNbSqp8A6brzIsvjztlWwaQLouepAgr0zKCeqaj9kNt45uxu6_yWqv3QlyrsM2K_Z7S4uM-KVZFMztrlideW15_I6SR4J0N_E9S5fN-O33w4IUTvjOSTjziS=w408-h306-k-no
Bhatbhateni Animal Hospital and Research Center,Animal hospital,Animal hospital,Animal hospital,"Thirbam Sadak, Kathmandu 44600, Nepal",Thirbam Sadak,Chandol,Kathmandu,,44600,NP,27.7301903,85.3304272,+977 1-4543803,+97714543803,https://www.bhatbhatenianimalhospital.com.np/,ChIJsTrM2KAZ6zkROicdazbk168,ChIJsTrM2KAZ6zkROicdazbk168,7,4.4,,0,24.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSGzhn8rspMpVJoyey66OIJopXZuNFF5XgHmfOD8jPQ9Vr2k7k2s5rDnL5Qt5MKmxqmgSEPFhwybHllv3vfLrnsbui9wBYttr8v6iCltAGKJe-8hLJhPEA0RFjQhoudJZsNsj8=w408-h301-k-no
Shree Krishna Aushadhalaya (श्री कृष्ण औषधालय),Ayurvedic clinic,Ayurvedic clinic,Ayurvedic clinic,"Bag Bazar Sadak, Kathmandu 44600, Nepal",Bag Bazar Sadak,Bagbazar,Kathmandu,,44600,NP,27.7058485,85.3177258,+977 1-5322079,+97715322079,https://www.instagram.com/into_the_ayurveda/,ChIJN2NVpAAZ6zkRc9wq4bsHKkQ,ChIJN2NVpAAZ6zkRc9wq4bsHKkQ,18,4.9,,0,11.0,8 AM to 7 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipPxom_qRew5pLQVYEiSt-BjQvCTtE040eB55s-j=w408-h544-k-no
Shibans Ayurved Pharma,Ayurvedic clinic,Ayurvedic clinic,Ayurvedic clinic,"Balaju Height, Kathmandu 44600, Nepal",Balaju Height,Balaju,Kathmandu,,44600,NP,27.735927,85.2940451,+977 984-3604688,+9779843604688,,ChIJ2Y1-LXAZ6zkRJt8ZN9Oh2A8,ChIJ2Y1-LXAZ6zkRJt8ZN9Oh2A8,17,5.0,,0,24.0,Open 24 hours,False,False,,https://lh3.googleusercontent.com/p/AF1QipOfEUgydUmfs-Zm-ht3J92mbJ8VRuAIwrhK8-AZ=w427-h240-k-no
Dewataa Clinic of Ayurvedic Naturopathy Pvt. Ltd.,Ayurvedic clinic,Ayurvedic clinic,Ayurvedic clinic,"6 Tenjing Chok, Kathmandu 44600, Nepal",6 Tenjing Chok,Boudhha,Kathmandu,,44600,NP,27.7281694,85.3581276,+977 984-5534912,+9779845534912,https://www.facebook.com/avi.saru.9,ChIJ0VuT_CMb6zkR6fWY5Il4ntU,ChIJ0VuT_CMb6zkR6fWY5Il4ntU,16,4.9,,0,8.0,11 AM to 7 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipNrMZBc_B8sdV96TTvnITw8pLPoYGNegNQ8vS1y=w408-h306-k-no
Ayurveda Homestay,Ayurvedic clinic,Ayurvedic clinic,Ayurvedic clinic,"Dubu Tole, Tokha 44600, Nepal",Dubu Tole,Tokha Chandeshwori,Tokha,,44600,NP,27.7788044,85.3338085,+977 985-1011007,+9779851011007,,ChIJ5dLOfwfecQgRETVme1hbV8c,ChIJ5dLOfwfecQgRETVme1hbV8c,13,4.9,,0,15.0,7 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepaxHM_OeS87Jmci4wneXySAJFxXBj-ZqIIKFW4YM4MzNBUVwUL8XWATpMwT3LV-UqCT8bGNb9xUHrTGvy5iziFTvY_ov3iv3YRQPRyHmRVW51QDF6r9ay7kEX4LXYrFDlO7Oy5=w426-h240-k-no
Swasthayu Ayurveda Pharmacy And Clinic,Medical Center,Medical Center,Medical Center,"Greenland Chowk, Tokha Rd, Tokha 44600, Nepal","Greenland Chowk, Tokha Rd",Dhapasi,Tokha,,44600,NP,27.7462291,85.3239915,+977 984-3560936,+9779843560936,,ChIJobnAQl0Z6zkRvgc8ZXWD7H4,ChIJobnAQl0Z6zkRvgc8ZXWD7H4,10,5.0,,0,13.0,7 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipPjc_YOVge1eiWbAuR62TzmphlJkjR4P3XKCfhS=w408-h428-k-no
Brahmi Ayurveda (ब्राह्मी आयुर्वेद),Ayurvedic clinic,Ayurvedic clinic,Ayurvedic clinic,"टोखा -३, भत्केकाेपूल, 3 Tokha Rd, Bhatekopool 44600, Nepal","टोखा -३, भत्केकाेपूल, 3 Tokha Rd",Tokha Saraswoti,Bhatekopool,,44600,NP,27.7616266,85.317606,+977 976-7488060,+9779767488060,,ChIJ1Xkxlpkf6zkRx-1CIPbdOOQ,ChIJ1Xkxlpkf6zkRx-1CIPbdOOQ,11,5.0,,0,13.5,7 AM to 8:30 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JiBrzZAx9MTNnayrVGofow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.168816&pitch=0&thumbfov=100
Craft physiotherapy and acupuncture center,Physical therapist,Physical therapist,Physical therapist,"Kathmandu 44600, Nepal",,kharibot,Kathmandu,,44600,NP,27.7343306,85.2897821,+977 981-8271035,+9779818271035,,ChIJ18mIi0gZ6zkRmEGT_ka2ZU8,ChIJ18mIi0gZ6zkRmEGT_ka2ZU8,4,4.6,,0,12.0,7 AM to 7 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SfBbATpbEDt5hatqB0GfFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=66.6436&pitch=0&thumbfov=100
