additionalInfo_Accessibility_Assistive hearing loop,additionalInfo_Accessibility_Wheelchair accessible entrance,additionalInfo_Accessibility_Wheelchair accessible parking lot,additionalInfo_Accessibility_Wheelchair accessible restroom,additionalInfo_Accessibility_Wheelchair accessible seating,additionalInfo_Accessibility_Wheelchair-accessible car park,additionalInfo_Amenities_Gender-neutral restroom,additionalInfo_Amenities_Gender-neutral toilets,additionalInfo_Amenities_Restroom,additionalInfo_Children_Discounts for kids,additionalInfo_Children_Family discount,additionalInfo_Children_Nursing room,additionalInfo_Crowd_LGBTQ+ friendly,additionalInfo_Crowd_Transgender safespace,additionalInfo_From the business_Identifies as women-owned,additionalInfo_Offerings_Cosmetic dentistry,additionalInfo_Offerings_Medication disposal,additionalInfo_Parking_Free parking garage,additionalInfo_Parking_Free parking lot,additionalInfo_Parking_Free street parking,additionalInfo_Parking_On-site parking,additionalInfo_Payments_Cash-only,additionalInfo_Payments_Checks,additionalInfo_Payments_Credit cards,additionalInfo_Payments_Debit cards,additionalInfo_Payments_NFC mobile payments,additionalInfo_Planning_Appointment required,additionalInfo_Planning_Appointments recommended,additionalInfo_Planning_Quick visit,additionalInfo_Service options_Delivery,additionalInfo_Service options_Drive-through,additionalInfo_Service options_Online appointments,additionalInfo_Service options_Onsite services,additionalOpeningHours_Delivery_day,additionalOpeningHours_Delivery_hours,additionalOpeningHours_Lunch_day,additionalOpeningHours_Lunch_hours,additionalOpeningHours_Online service hours_day,additionalOpeningHours_Online service hours_hours,address,alcohol,beer,breakfast,cash_only,casual,category,categoryName,cid,city,claimThisBusiness,coffee,country,countryCode,delivery,dine_in,dinner,family_friendly,fid,googleFoodUrl,hours,imageUrl,imagesCount,info_Accessibility_Assistive hearing loop,info_Accessibility_Wheelchair accessible entrance,info_Accessibility_Wheelchair accessible parking lot,info_Accessibility_Wheelchair accessible restroom,info_Accessibility_Wheelchair accessible seating,info_Accessibility_Wheelchair-accessible car park,info_Amenities_Gender-neutral restroom,info_Amenities_Gender-neutral toilets,info_Amenities_Restroom,info_Children_Discounts for kids,info_Children_Family discount,info_Children_Nursing room,info_Crowd_LGBTQ+ friendly,info_Crowd_Transgender safespace,info_From the business_Identifies as women-owned,info_Offerings_Cosmetic dentistry,info_Offerings_Medication disposal,info_Parking_Free parking garage,info_Parking_Free parking lot,info_Parking_Free street parking,info_Parking_On-site parking,info_Payments_Cash-only,info_Payments_Checks,info_Payments_Credit cards,info_Payments_Debit cards,info_Payments_NFC mobile payments,info_Planning_Appointment required,info_Planning_Appointments recommended,info_Planning_Quick visit,info_Service options_Delivery,info_Service options_Drive-through,info_Service options_Online appointments,info_Service options_Onsite services,isAdvertisement,kgmid,language,lat,lng,loc_lat,loc_lng,location_lat,location_lng,lunch,main_category,name,neighborhood,openingHours_day,openingHours_hours,permanentlyClosed,phone,phoneUnformatted,placeId,place_id,postal,postalCode,price,rank,rating,reservations,reviewsCount,reviewsDistribution_fiveStar,reviewsDistribution_fourStar,reviewsDistribution_oneStar,reviewsDistribution_threeStar,reviewsDistribution_twoStar,reviews_count,scrapedAt,searchPageUrl,searchString,search_term,state,street,subTitle,takeout,temporarilyClosed,title,totalScore,tourists,url,vegetarian,website,weekly_hours,wheelchair_accessible_entrance,wifi
,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,"MCR6+9P6, Changunarayan, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,11301252654671592047,Changunarayan,True,0,NP,NP,0,0,0,0,0x39eb1b004671719b:0x9cd61d69aea3fa6f,,Open 24 hours,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,False,/g/11wtqql7h2,en,27.690913,85.4117608,27.690913,85.4117608,27.690913,85.4117608,0,Pharmacy,Khadka Dil Pharmacy,Duwakot,Monday,Open 24 hours,False,+977 986-0847166,+9779860847166,ChIJm3FxRgAb6zkRb_qjrmkd1pw,ChIJm3FxRgAb6zkRb_qjrmkd1pw,,,,4,0.0,0,0,0,0,0,0,0,0,2025-11-14T08:41:35.189Z,"https://www.google.com/maps/search/pharmacy/@27.6974209298533,85.4287066988148,17z?hl=en",pharmacy,pharmacy,,MCR6+9P6,,0,False,Khadka Dil Pharmacy,,0,https://www.google.com/maps/search/?api=1&query=Khadka%20Dil%20Pharmacy&query_place_id=ChIJm3FxRgAb6zkRb_qjrmkd1pw,0,,168.0,0,0
,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,"PC27+VX9, Sallaghari, Changunarayan 44600, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,13914422280959795230,Changunarayan,True,0,NP,NP,0,0,0,0,0x39eb1b0000236997:0xc119f557bf63a01e,,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n-9GBEJ09K-jkro6E1s3Ow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.851685&pitch=0&thumbfov=100,1,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,False,/g/11y96l5nkl,en,27.7021503,85.4149718,27.7021503,85.4149718,27.7021503,85.4149718,0,Pharmacy,Pragan Pharmacy,Duwakot,,0,False,,,ChIJl2kjAAAb6zkRHqBjv1f1GcE,ChIJl2kjAAAb6zkRHqBjv1f1GcE,44600,44600,,16,0.0,0,0,0,0,0,0,0,0,2025-11-14T08:41:35.189Z,"https://www.google.com/maps/search/pharmacy/@27.6974209298533,85.4287066988148,17z?hl=en",pharmacy,pharmacy,,"PC27+VX9, Sallaghari",,0,False,Pragan Pharmacy,,0,https://www.google.com/maps/search/?api=1&query=Pragan%20Pharmacy&query_place_id=ChIJl2kjAAAb6zkRHqBjv1f1GcE,0,,0.0,0,0
,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,"Pharsingtar-Hindunagar Rd, Bhaktapur 44800, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,1705293277927439079,Bhaktapur,False,0,NP,NP,0,0,0,0,0x39eb1b082527aac9:0x17aa6b3384b9fae7,,7 AM to 9 PM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Esnk8a79wvfup-f_gMDeAQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.090454&pitch=0&thumbfov=100,1,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,False,/g/11yjtxc0qs,en,27.6839963,85.4081951,27.6839963,85.4081951,27.6839963,85.4081951,0,Pharmacy,Alliance community pharmacy and health care pvt.ltd,Duwakot,Monday,7 AM to 9 PM,False,,,ChIJyaonJQgb6zkR5_q5hDNrqhc,ChIJyaonJQgb6zkR5_q5hDNrqhc,44800,44800,,2,0.0,0,0,0,0,0,0,0,0,2025-11-14T08:41:49.061Z,"https://www.google.com/maps/search/pharmacy/@27.689813953235532,85.40294689170369,17z?hl=en",pharmacy,pharmacy,,Pharsingtar-Hindunagar Rd,,0,False,Alliance community pharmacy and health care pvt.ltd,,0,https://www.google.com/maps/search/?api=1&query=Alliance%20community%20pharmacy%20and%20health%20care%20pvt.ltd&query_place_id=ChIJyaonJQgb6zkR5_q5hDNrqhc,0,,98.0,0,0
,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,"Srijananagar, Bhaktapur, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,7502806522615657500,Bhaktapur,False,0,NP,NP,0,0,0,0,0x39eb1bf18676b59d:0x681f52c7defd741c,,6 AM to 8 PM,https://lh3.googleusercontent.com/p/AF1QipO-j5PflRvmUsFZq_1CO0XX76lqsAqRgsfESuzv=w408-h544-k-no,2,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,False,/g/11x6vr4nph,en,27.674768,85.4060008,27.674768,85.4060008,27.674768,85.4060008,0,Pharmacy,Shandhya pharmacy,SallaGhari,Monday,6 AM to 8 PM,False,+977 980-1046438,+9779801046438,ChIJnbV2hvEb6zkRHHT93sdSH2g,ChIJnbV2hvEb6zkRHHT93sdSH2g,,,,15,0.0,0,0,0,0,0,0,0,0,2025-11-14T08:41:49.061Z,"https://www.google.com/maps/search/pharmacy/@27.689813953235532,85.40294689170369,17z?hl=en",pharmacy,pharmacy,,Srijananagar,,0,False,Shandhya pharmacy,,0,https://www.google.com/maps/search/?api=1&query=Shandhya%20pharmacy&query_place_id=ChIJnbV2hvEb6zkRHHT93sdSH2g,0,,98.5,0,0
,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,"Bhaktapur 44800, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,4013732875117789365,Bhaktapur,False,0,NP,NP,0,0,0,0,0x39eb1a908f5927b1:0x37b3a4c8c4b400b5,,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSywRM9gpoOW4cdKblyCw2w329gKT_AHsD5qsbS8KZ57nSiirjOJBfXOu7KnOk6q-wzyI2YoZp4hQtCc33S2cdli5H5y8maEQZhGDjqZtAxiDw_F_ygC83LxbEVyWkavvABjpPWdOg=w426-h240-k-no,3,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,False,/g/11fyzg6whs,en,27.6746533,85.4097383,27.6746533,85.4097383,27.6746533,85.4097383,0,Pharmacy,Bisu Pharmacy,,,0,False,+977 1-6616590,+97716616590,ChIJsSdZj5Aa6zkRtQC0xMikszc,ChIJsSdZj5Aa6zkRtQC0xMikszc,44800,44800,,19,2.0,0,1,0,0,0,0,0,1,2025-11-14T08:41:49.062Z,"https://www.google.com/maps/search/pharmacy/@27.689813953235532,85.40294689170369,17z?hl=en",pharmacy,pharmacy,,,,0,False,Bisu Pharmacy,2,0,https://www.google.com/maps/search/?api=1&query=Bisu%20Pharmacy&query_place_id=ChIJsSdZj5Aa6zkRtQC0xMikszc,0,,0.0,0,0
,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,True,,,,,,0,,0,0,0,"MCQ5+3GF, Phaidhoka Ganesh Marg, Changunarayan 44802, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,15404247807998714209,Changunarayan,False,0,NP,NP,0,0,0,0,0x39eb1b19f12a8405:0xd5c6e1c423da6161,,8 AM to 8 PM,https://lh3.googleusercontent.com/p/AF1QipMSxamAzqZpo2tU-H6e6xjsQatiROWtJe-FknzU=w408-h544-k-no,6,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,True,,,,,False,/g/11kqqwycqf,en,27.6877333,85.4088311,27.6877333,85.4088311,27.6877333,85.4088311,0,Pharmacy,Om Rishi Medical Hall,Duwakot,Monday,8 AM to 8 PM,False,,,ChIJBYQq8Rkb6zkRYWHaI8ThxtU,ChIJBYQq8Rkb6zkRYWHaI8ThxtU,44802,44802,,21,5.0,0,1,1,0,0,0,0,1,2025-11-14T08:41:49.722Z,"https://www.google.com/maps/search/pharmacy/@27.689813953235532,85.40294689170369,17z?hl=en",pharmacy,pharmacy,,"MCQ5+3GF, Phaidhoka Ganesh Marg",,0,False,Om Rishi Medical Hall,5,0,https://www.google.com/maps/search/?api=1&query=Om%20Rishi%20Medical%20Hall&query_place_id=ChIJBYQq8Rkb6zkRYWHaI8ThxtU,0,,80.0,0,0
,,,,,,,,,0,0,,,,,,,,,,,,True,,,,,,True,,,,,,0,,0,0,0,"office, Sushila bhairab temple, Suryabinayak 44800, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,4797538404962472433,Suryabinayak,False,0,NP,NP,0,0,0,0,0x39eb1bb87548f075:0x429447c2c81511f1,,7 AM to 8:30 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwW6bi_ToHAtQAkHrSUATUSfKzH20ZFvRfHqIuYZc80tRed3eU85AfCbR0rqtjeJLiTBvjO3g3ZcGhT6t3ysXvwhSezUcWlIG-A5a4XWWKiYLF-JPiE550E7ISR0B47EItNHcM=w408-h904-k-no,7,,,,,,,,,,0,0,,,,,,,,,,,,True,,,,,,True,,,,,False,/g/11sprvbgpy,en,27.6654696,85.3995237,27.6654696,85.3995237,27.6654696,85.3995237,0,Pharmacy,Pride medical hall,Katunje,Monday,7 AM to 8:30 PM,False,+977 974-8276200,+9779748276200,ChIJdfBIdbgb6zkR8REVyMJHlEI,ChIJdfBIdbgb6zkR8REVyMJHlEI,44800,44800,,1,5.0,0,5,0,0,0,0,0,5,2025-11-14T08:42:12.132Z,"https://www.google.com/maps/search/pharmacy/@27.666993023382226,85.40294689170369,17z?hl=en",pharmacy,pharmacy,,"office, Sushila bhairab temple",,0,False,Pride medical hall,5,0,https://www.google.com/maps/search/?api=1&query=Pride%20medical%20hall&query_place_id=ChIJdfBIdbgb6zkR8REVyMJHlEI,0,,94.5,0,0
,,,,,,,,,0,0,,,,,,,,,,,True,,,,,,,,True,,,,,0,Monday,7 AM–9:30 PM,0,0,"Araniko Highway, Bhaktapur 44800, Nepal",0,0,0,1,0,Pharmacy,Pharmacy,13343655374109322845,Bhaktapur,False,0,NP,NP,1,0,0,0,0x39eb1a9a495bd9e7:0xb92e2fdd7304ae5d,,6 AM to 9:30 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx8C1QiMKOmwE0cIAZG-A9s38MCFISob0vD_YSNjMf0GNU92focSIoEWexedfr-nqB3uIYVm1rKfpsNyxyEhdrK8HUv418ue2AniwrWfsHDuAkAS3i2pzHFg2DWvu4fx1FyIKI7m0D3Rrk5=w408-h306-k-no,45,,,,,,,,,,0,0,,,,,,,,,,,True,,,,,,,,True,,,,False,/g/11b6qjmjn3,en,27.6706439,85.4053409,27.6706439,85.4053409,27.6706439,85.4053409,0,Pharmacy,Sallaghari Medical Hall,Katunje,Monday,6 AM to 9:30 PM,False,+977 984-9359980,+9779849359980,ChIJ59lbSZoa6zkRXa4Ec90vLrk,ChIJ59lbSZoa6zkRXa4Ec90vLrk,44800,44800,,2,5.0,0,5,0,0,0,0,0,5,2025-11-14T08:42:12.132Z,"https://www.google.com/maps/search/pharmacy/@27.666993023382226,85.40294689170369,17z?hl=en",pharmacy,pharmacy,,Araniko Highway,सल्लाघारी मेडिकल हल,0,False,Sallaghari Medical Hall,5,0,https://www.google.com/maps/search/?api=1&query=Sallaghari%20Medical%20Hall&query_place_id=ChIJ59lbSZoa6zkRXa4Ec90vLrk,0,,108.5,0,0
,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,"MCG5+4J7, Bhaktapur Road, Bhaktapur 44800, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,4107911574235888577,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb1b00327be15f:0x39023bcfe70bbbc1,,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz0vzfB2GScpS7xueCX6_Y00G33UIvwoTQD5yF8DYR7wJFqPApz63HcziU_eHXd0UQWPJuqbfmfPCxZRQb98JTwEI1V33XelMSxYAUzrrNx_wE6HbC8krlasBu1ucdQprSMcKKTiQyB4Zo=w408-h541-k-no,2,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,False,/g/11xfh34dwf,en,27.6751241,85.4091797,27.6751241,85.4091797,27.6751241,85.4091797,0,Pharmacy,Sidhiganesh pharmacy,,,0,False,,,ChIJX-F7MgAb6zkRwbsL5887Ajk,ChIJX-F7MgAb6zkRwbsL5887Ajk,44800,44800,,18,0.0,0,0,0,0,0,0,0,0,2025-11-14T08:42:12.133Z,"https://www.google.com/maps/search/pharmacy/@27.666993023382226,85.40294689170369,17z?hl=en",pharmacy,pharmacy,,"MCG5+4J7, Bhaktapur Road",,0,False,Sidhiganesh pharmacy,,0,https://www.google.com/maps/search/?api=1&query=Sidhiganesh%20pharmacy&query_place_id=ChIJX-F7MgAb6zkRwbsL5887Ajk,0,,0.0,0,0
,True,,,,,,,,0,0,,,,,,,,,,,,True,,,,,,,True,,,,,0,,0,0,0,"Bhaktapur 44800, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,8603651814359213657,Bhaktapur,False,0,NP,NP,1,0,0,0,0x39eb1b1f25585957:0x77664fbdb606a659,,6 AM to 9 PM,https://lh3.googleusercontent.com/p/AF1QipMgu1ceXj0hV_UWjLLH_FNFkR9d1TtYSF23xioi=w426-h240-k-no,4,,True,,,,,,,,0,0,,,,,,,,,,,,True,,,,,,,True,,,,False,/g/11pttkrg99,en,27.6700487,85.4101096,27.6700487,85.4101096,27.6700487,85.4101096,0,Pharmacy,Allure Skin and Health Care,Katunje,Monday,6 AM to 9 PM,False,+977 981-8703284,+9779818703284,ChIJV1lYJR8b6zkRWaYGtr1PZnc,ChIJV1lYJR8b6zkRWaYGtr1PZnc,44800,44800,,21,5.0,0,1,1,0,0,0,0,1,2025-11-14T08:42:12.706Z,"https://www.google.com/maps/search/pharmacy/@27.666993023382226,85.40294689170369,17z?hl=en",pharmacy,pharmacy,,,,0,False,Allure Skin and Health Care,5,0,https://www.google.com/maps/search/?api=1&query=Allure%20Skin%20and%20Health%20Care&query_place_id=ChIJV1lYJR8b6zkRWaYGtr1PZnc,0,,104.0,1,0
,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,"MCC5+4W6, Araniko Highway, Suryabinayak 44800, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,12764269763081223558,Suryabinayak,True,0,NP,NP,0,0,0,0,0x39eb1a9a4d82b4c9:0xb123cbb8b5b73d86,,6 AM to 8:30 PM,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEpoqeGaMOfa1dAKFJz_-EVzoqvoBOZLMRMnck79kTZKWb8cy9MvBXU3xyeSDp1EfPUc9CawBzyp7FgGn48GcXZaOQepCOCVahDoRx_GhnRJzhsXI23jfZx0m0yQG2eC0FTQIusZrPe7n0G8lT-8FugmXN8rGNO-61-r4v56uYjLIKnv5-SA5RaQDQ8_z7udiso_w=w408-h306-k-no,6,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,False,/g/11b6qd_4f4,en,27.6702953,85.409781,27.6702953,85.409781,27.6702953,85.409781,0,Pharmacy,Medico Bhagaon solution,Katunje,Monday,6 AM to 8:30 PM,False,+977 1-6611448,+97716611448,ChIJybSCTZoa6zkRhj23tbjLI7E,ChIJybSCTZoa6zkRhj23tbjLI7E,44800,44800,,24,0.0,0,0,0,0,0,0,0,0,2025-11-14T08:42:12.706Z,"https://www.google.com/maps/search/pharmacy/@27.666993023382226,85.40294689170369,17z?hl=en",pharmacy,pharmacy,,"MCC5+4W6, Araniko Highway",भादगाउँ मेडिको हल,0,False,Medico Bhagaon solution,,0,https://www.google.com/maps/search/?api=1&query=Medico%20Bhagaon%20solution&query_place_id=ChIJybSCTZoa6zkRhj23tbjLI7E,0,,101.5,0,0
,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,"MCC5+2QM, Bhaktapur 44800, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,13045990283874896328,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb1b00160b5d8d:0xb50cab0ae58f89c8,,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CythT8Ji3pn-D-1Fj2VhSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.25668&pitch=0&thumbfov=100,1,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,False,/g/11x08gb243,en,27.6700957,85.409411,27.6700957,85.409411,27.6700957,85.409411,0,Pharmacy,Katunje health care,SallaGhari,,0,False,,,ChIJjV0LFgAb6zkRyImP5QqrDLU,ChIJjV0LFgAb6zkRyImP5QqrDLU,,,,25,0.0,0,0,0,0,0,0,0,0,2025-11-14T08:42:12.706Z,"https://www.google.com/maps/search/pharmacy/@27.666993023382226,85.40294689170369,17z?hl=en",pharmacy,pharmacy,,MCC5+2QM,,0,False,Katunje health care,,0,https://www.google.com/maps/search/?api=1&query=Katunje%20health%20care&query_place_id=ChIJjV0LFgAb6zkRyImP5QqrDLU,0,,0.0,0,0
,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,"MCV8+34V, Changunarayan, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,1827078548351721191,Changunarayan,True,0,NP,NP,0,0,0,0,0x39eb1bc7ef8ac5b1:0x195b16426b3d9ee7,,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyaqwoqHdX-UTmpyqzPL1BZne9iWnI2t-qe951m_v6PPJTDbKrtbCzLDR68cI_sZ2lHJ3A0Uq77Ba-cp7y8j1fgEsEpTCNKBDql48cO5GmhL5fj283ycY71n8A1C6S6fs-gXzrQ=w408-h306-k-no,2,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,False,/g/11n5bq6y2j,en,27.6927417,85.4152955,27.6927417,85.4152955,27.6927417,85.4152955,0,Pharmacy,Kharel Medical Hall,Duwakot,,0,False,+977 986-3646835,+9779863646835,ChIJscWK78cb6zkR5549a0IWWxk,ChIJscWK78cb6zkR5549a0IWWxk,,,,4,5.0,0,1,0,0,0,0,0,1,2025-11-14T08:42:25.697Z,"https://www.google.com/maps/search/pharmacy/@27.689813953235532,85.41153349407406,17z?hl=en",pharmacy,pharmacy,,MCV8+34V,,0,False,Kharel Medical Hall,5,0,https://www.google.com/maps/search/?api=1&query=Kharel%20Medical%20Hall&query_place_id=ChIJscWK78cb6zkR5549a0IWWxk,0,,0.0,0,0
,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,"MCR6+9M9, Changunarayan, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,470351279406084896,Changunarayan,True,0,NP,NP,0,0,0,0,0x39eb1b4cad14d501:0x68705ff20a67320,,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,False,/g/11h00kwdq4,en,27.6909221,85.411736,27.6909221,85.411736,27.6909221,85.411736,0,Pharmacy,SwasthaJanu Medical,Duwakot,,0,False,+977 985-1211476,+9779851211476,ChIJAdUUrUwb6zkRIHOmIP8FhwY,ChIJAdUUrUwb6zkRIHOmIP8FhwY,,,,5,0.0,0,0,0,0,0,0,0,0,2025-11-14T08:42:25.697Z,"https://www.google.com/maps/search/pharmacy/@27.689813953235532,85.41153349407406,17z?hl=en",pharmacy,pharmacy,,MCR6+9M9,,0,False,SwasthaJanu Medical,,0,https://www.google.com/maps/search/?api=1&query=SwasthaJanu%20Medical&query_place_id=ChIJAdUUrUwb6zkRIHOmIP8FhwY,0,,0.0,0,0
,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,"Changunarayan, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,14338289102774222954,Changunarayan,True,0,NP,NP,0,0,0,0,0x39eb1bd60618ecd5:0xc6fbd5f8b1b6406a,,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Mwa2a50Py47h1GfyuikFEA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.34587&pitch=0&thumbfov=100,1,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,False,/g/11t147w5lw,en,27.6930589,85.4153962,27.6930589,85.4153962,27.6930589,85.4153962,0,Pharmacy,Shreyan Medical Hall,Duwakot,,0,False,+977 984-9177060,+9779849177060,ChIJ1ewYBtYb6zkRakC2sfjV-8Y,ChIJ1ewYBtYb6zkRakC2sfjV-8Y,,,,6,0.0,0,0,0,0,0,0,0,0,2025-11-14T08:42:25.697Z,"https://www.google.com/maps/search/pharmacy/@27.689813953235532,85.41153349407406,17z?hl=en",pharmacy,pharmacy,,,,0,False,Shreyan Medical Hall,,0,https://www.google.com/maps/search/?api=1&query=Shreyan%20Medical%20Hall&query_place_id=ChIJ1ewYBtYb6zkRakC2sfjV-8Y,0,,0.0,0,0
,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,"PC5Q+8W9 Pikhel Height Bus Stop, Changunarayan 44600, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,8720206855491190551,Changunarayan,True,0,NP,NP,0,0,0,0,0x39eb05c7036e576b:0x790465eef57a7f17,,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NG6fHQ8b0ogyI-YtLTdFZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.45956&pitch=0&thumbfov=100,1,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,False,/g/11qrhnx4sm,en,27.7082798,85.4398642,27.7082798,85.4398642,27.7082798,85.4398642,0,Pharmacy,Sahas Medical Hall,Chhaling,,0,False,,,ChIJa1duA8cF6zkRF3969e5lBHk,ChIJa1duA8cF6zkRF3969e5lBHk,44600,44600,,21,0.0,0,0,0,0,0,0,0,0,2025-11-14T08:42:41.611Z,"https://www.google.com/maps/search/pharmacy/@27.70502790647107,85.44587990355555,17z?hl=en",pharmacy,pharmacy,,PC5Q+8W9 Pikhel Height Bus Stop,,0,False,Sahas Medical Hall,,0,https://www.google.com/maps/search/?api=1&query=Sahas%20Medical%20Hall&query_place_id=ChIJa1duA8cF6zkRF3969e5lBHk,0,,0.0,0,0
,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,"MC96+PJ4, Araniko Highway, Suryabinayak 44800, Nepal",0,0,0,0,0,Pharmacy,Pharmacy,1499134201051221182,Suryabinayak,True,0,NP,NP,0,0,0,0,0x39eb1a9bdec51607:0x14cdfe9cf44c0cbe,,0,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFwWCkoT5Fo3R5e6fXmlbdtukthwG8VAXlAv58_X7qeuG6rgjatFQNAIq4ghwMp2RTbHCWp8DkoUnWKnrlUN7e707iN45fA2vdcnuIOUwsimXg-bujtUH8AsOSfCyaxsaR92oEWyVxxMWIuKcPHjJZ_lZMK4a8mkL88eNoGBR3zNZ2QLLQAroyzB9QCyOQMY-SS13s=w408-h306-k-no,3,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,False,/g/11b6s11x2t,en,27.6692533,85.4115888,27.6692533,85.4115888,27.6692533,85.4115888,0,Pharmacy,Suwarneshwar Medical Hall,Katunje,,0,False,+977 985-1071381,+9779851071381,ChIJBxbF3psa6zkRvgxM9Jz-zRQ,ChIJBxbF3psa6zkRvgxM9Jz-zRQ,44800,44800,,5,4.0,0,2,0,0,0,0,0,2,2025-11-14T08:42:52.594Z,"https://www.google.com/maps/search/pharmacy/@27.666993023382226,85.41153349407406,17z?hl=en",pharmacy,pharmacy,,"MC96+PJ4, Araniko Highway",सुवर्णेश्‍वर मेडिकल हल,0,False,Suwarneshwar Medical Hall,4,0,https://www.google.com/maps/search/?api=1&query=Suwarneshwar%20Medical%20Hall&query_place_id=ChIJBxbF3psa6zkRvgxM9Jz-zRQ,0,,0.0,0,0
