additionalInfo_Accessibility_Wheelchair accessible entrance,additionalInfo_Accessibility_Wheelchair accessible parking lot,additionalInfo_Amenities_Gender-neutral restroom,additionalInfo_Parking_Free parking lot,additionalInfo_Service options_Drive-through,address,alcohol,beer,breakfast,cash_only,casual,category,categoryName,cid,city,claimThisBusiness,coffee,country,countryCode,delivery,dine_in,dinner,family_friendly,fid,googleFoodUrl,hours,imageUrl,imagesCount,info_Accessibility_Wheelchair accessible entrance,info_Accessibility_Wheelchair accessible parking lot,info_Amenities_Gender-neutral restroom,info_Parking_Free parking lot,info_Service options_Drive-through,isAdvertisement,kgmid,language,lat,lng,loc_lat,loc_lng,location_lat,location_lng,lunch,main_category,name,neighborhood,openingHours_day,openingHours_hours,permanentlyClosed,phone,phoneUnformatted,placeId,place_id,postal,postalCode,price,rank,rating,reservations,reviewsCount,reviewsDistribution_fiveStar,reviewsDistribution_fourStar,reviewsDistribution_oneStar,reviewsDistribution_threeStar,reviewsDistribution_twoStar,reviews_count,scrapedAt,searchPageUrl,searchString,search_term,state,street,subTitle,takeout,temporarilyClosed,title,totalScore,tourists,url,vegetarian,website,weekly_hours,wheelchair_accessible_entrance,wifi
,,,,,"M9FF+QC9, Araniko Highway, Gatthaghar 44600, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,13936156604267979299,Gatthaghar,True,0,NP,NP,0,0,0,0,0x39eb1a12f71dd59d:0xc1672c983b9b6223,,10 AM to 5 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxotiusujpFy0Larl1uufZGN5gijUGmTOrS2CpUciHzXssGzIkgtd1lKTfwJzJYe8uM7WOk6WlLNhm73aLIPPsR2wOtLnyuaBrT9ncBniwQUB-HKJuaQO0BQVjd3bIxCfTt4zwoA=w408-h544-k-no,5,,,,,,False,/g/12cpk6jn_,en,27.6744163,85.3736109,27.6744163,85.3736109,27.6744163,85.3736109,0,Cooperative bank,Annapurna Multiple Co-Op,Gatthaghar,Monday,10 AM to 5 PM,False,+977 1-6634386,+97716634386,ChIJndUd9xIa6zkRI2KbO5gsZ8E,ChIJndUd9xIa6zkRI2KbO5gsZ8E,44600,44600,,58,4.0,0,2,1,0,0,1,0,2,2025-11-14T10:20:57.680Z,"https://www.google.com/maps/search/bank/@27.672500000000003,85.37098877360309,17z?hl=en",bank,bank,,"M9FF+QC9, Araniko Highway",,0,False,Annapurna Multiple Co-Op,4,0,https://www.google.com/maps/search/?api=1&query=Annapurna%20Multiple%20Co-Op&query_place_id=ChIJndUd9xIa6zkRI2KbO5gsZ8E,0,,43.0,0,0
,,,,,"Madhyapur Thimi 44600, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,4333501152070751854,Madhyapur Thimi,False,0,NP,NP,0,0,0,0,0x39eb1b3b6a99724d:0x3c23b05682ec566e,,7:30 AM to 3 PM,https://lh3.googleusercontent.com/p/AF1QipPR7_ji15WhO5MRPNX_U35WL0YDVNi6dUX_r73g=w426-h240-k-no,38,,,,,,False,/g/11s58d2n6g,en,27.6806014,85.3849576,27.6806014,85.3849576,27.6806014,85.3849576,0,Cooperative bank,Siddhikali Saving & Credit Co operative Ltd. सिद्धिकाली बचत तथा ऋण सहकारी संस्था लिमिटेड,,Monday,7:30 AM to 3 PM,False,+977 1-6639387,+97716639387,ChIJTXKZajsb6zkRblbsglawIzw,ChIJTXKZajsb6zkRblbsglawIzw,,,,14,5.0,0,2,0,0,0,0,0,2,2025-11-14T10:21:10.067Z,"https://www.google.com/maps/search/bank/@27.680106502310814,85.38815918240205,17z?hl=en",bank,bank,,,,0,False,Siddhikali Saving & Credit Co operative Ltd. सिद्धिकाली बचत तथा ऋण सहकारी संस्था लिमिटेड,5,0,https://www.google.com/maps/search/?api=1&query=Siddhikali%20Saving%20%26%20Credit%20Co%20operative%20Ltd.%20%E0%A4%B8%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B2%E0%A5%80%20%E0%A4%AC%E0%A4%9A%E0%A4%A4%20%E0%A4%A4%E0%A4%A5%E0%A4%BE%20%E0%A4%8B%E0%A4%A3%20%E0%A4%B8%E0%A4%B9%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%80%20%E0%A4%B8%E0%A4%82%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%20%E0%A4%B2%E0%A4%BF%E0%A4%AE%E0%A4%BF%E0%A4%9F%E0%A5%87%E0%A4%A1&query_place_id=ChIJTXKZajsb6zkRblbsglawIzw,0,,45.0,0,0
,,,,,"M9MP+33G Bahakha Bazar, Bhaktapur Road, Madhyapur Thimi 44800, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,9069342723594427837,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1a686cd7fe19:0x7ddcc727da1e9dbd,,10 AM to 5 PM,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEb2Yy7yeZ2W2dfShqkrsBCnBUsFdDLHhc9Rae4qqCEQK8-bLufo8Hpim4rCIT447BB0DGN7eUxGSdWmsoRwi33EEHQHaT6eYj60xaKXag4ESoycGMF-xVs-_2McDSVCnka_ZmwTBjFsTWuP8I8ItY87eZ2ptrcFKtMPsAsP_1dC_RzUPWwO75b2_etCep0iEtquQ=w408-h306-k-no,8,,,,,,False,/g/11b6rwmq43,en,27.6826758,85.3852013,27.6826758,85.3852013,27.6826758,85.3852013,0,Cooperative bank,Upakar SACCOS,,Monday,10 AM to 5 PM,False,+977 1-6633643,+97716633643,ChIJGf7XbGga6zkRvZ0e2ifH3H0,ChIJGf7XbGga6zkRvZ0e2ifH3H0,44800,44800,,27,5.0,0,1,1,0,0,0,0,1,2025-11-14T10:21:10.803Z,"https://www.google.com/maps/search/bank/@27.680106502310814,85.38815918240205,17z?hl=en",bank,bank,,"M9MP+33G Bahakha Bazar, Bhaktapur Road",उपकार बचतऋण सहकारी,0,False,Upakar SACCOS,5,0,https://www.google.com/maps/search/?api=1&query=Upakar%20SACCOS&query_place_id=ChIJGf7XbGga6zkRvZ0e2ifH3H0,0,http://www.upakarsaccos.coop.np/,42.0,0,0
,,,,,"M9XF+75R, Kageshwori Manohara 44600, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,2902112685882758930,Kageshwori Manohara,True,0,NP,NP,0,0,0,0,0x39eb1a3701b25a17:0x2846601c9c325712,,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gXx0baQMok27J2ypU74nqw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.42674&pitch=0&thumbfov=100,2,,,,,,False,/g/11g8h7k61p,en,27.6982433,85.3728828,27.6982433,85.3728828,27.6982433,85.3728828,0,Cooperative bank,Jyotipunja Multipurpose Co-op,Thapagaon,,0,False,,,ChIJF1qyATca6zkRElcynBxgRig,ChIJF1qyATca6zkRElcynBxgRig,44600,44600,,24,5.0,0,2,2,0,0,0,0,2,2025-11-14T10:21:55.850Z,"https://www.google.com/maps/search/bank/@27.695319506932435,85.37957397800257,17z?hl=en",bank,bank,,M9XF+75R,,0,False,Jyotipunja Multipurpose Co-op,5,0,https://www.google.com/maps/search/?api=1&query=Jyotipunja%20Multipurpose%20Co-op&query_place_id=ChIJF1qyATca6zkRElcynBxgRig,0,,0.0,0,0
,,,,,"MC7H+WWC, Suryabinayak 44800, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,1953668807610677605,Suryabinayak,True,0,NP,NP,0,0,0,0,0x39eb1aa7b385e8af:0x1b1cd36df6653965,,10 AM to 5 PM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxC0Q2lFfYqYt23TknH_oeSIk1udTfkU9lNPBNUzLCBsajD653ojFjuZk51nSnTTlYq2GEOVJuJVWX-xa3HrWBHgmnmqqeXj2JPLmS3Kv-7MZ0RgbXSKnYbEeYXHisGPad7FuDcQQ=w408-h544-k-no,4,,,,,,False,/g/11hbkybjw0,en,27.6641754,85.4295811,27.6641754,85.4295811,27.6641754,85.4295811,0,Cooperative bank,Bhaktapur District SACCOS,Sipadol,Monday,10 AM to 5 PM,False,+977 1-5092556,+97715092556,ChIJr-iFs6ca6zkRZTll9m3THBs,ChIJr-iFs6ca6zkRZTll9m3THBs,44800,44800,,12,5.0,0,2,0,0,0,0,0,2,2025-11-14T10:22:11.024Z,"https://www.google.com/maps/search/bank/@27.65728699537838,85.43108520439945,17z?hl=en",bank,bank,,MC7H+WWC,,0,False,Bhaktapur District SACCOS,5,0,https://www.google.com/maps/search/?api=1&query=Bhaktapur%20District%20SACCOS&query_place_id=ChIJr-iFs6ca6zkRZTll9m3THBs,0,http://www.bhaktapurdcu.coop.np/,42.0,0,0
,,,,,"101 Araniko Highway, Bhaktapur 44800, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,4309121563123748054,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb1aa69c12cbd7:0x3bcd133b1ff78cd6,,11 AM to 5 PM,https://lh3.googleusercontent.com/gps-proxy/ALd4DhExyILz_1E9zsNGz3SwewlrAzltQsB80rUwr8bQ8WiafJhN-nv1gQIlIkzZfo5-Md-YhkxW_7xziGGiIykKlFTcli-FWrNvEqX_4LmNkgLEuqKUw_YS9tpIBL6GDxKiZjBdFSM_vIe2wby5qfdC9nZ_wESFCYlZ93h-8kMceGM9uhLpR23dyNvARVymUeeCX89GFyk=w408-h306-k-no,3,,,,,,False,/g/11g6nk7357,en,27.6675869,85.423819,27.6675869,85.423819,27.6675869,85.423819,0,Cooperative bank,Kuber Saccos,,Monday,11 AM to 5 PM,False,+977 1-6619817,+97716619817,ChIJ18sSnKYa6zkR1oz3HzsTzTs,ChIJ18sSnKYa6zkR1oz3HzsTzTs,44800,44800,,19,5.0,0,2,0,0,0,0,0,2,2025-11-14T10:22:30.243Z,"https://www.google.com/maps/search/bank/@27.664893497689192,85.42249999999997,17z?hl=en",bank,bank,,101 Araniko Highway,,0,False,Kuber Saccos,5,0,https://www.google.com/maps/search/?api=1&query=Kuber%20Saccos&query_place_id=ChIJ18sSnKYa6zkR1oz3HzsTzTs,0,,36.0,0,0
,,,,,"M9FP+69F, Madhyapur Thimi, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,17200734497960131174,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1b2835718ef3:0xeeb548e47ab87a66,,10 AM to 5 PM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qBJyEiDdXo_O6ssve3hIwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.06242&pitch=0&thumbfov=100,2,,,,,,False,/g/11sr83txvy,en,27.6730676,85.3859352,27.6730676,85.3859352,27.6730676,85.3859352,0,Cooperative bank,"Shankhadhar Saccos (SHANKHADHAR SAVINGS AND CREDIT CO-OPERATIVE LTD,)",,Monday,10 AM to 5 PM,False,+977 1-5093507,+97715093507,ChIJ845xNSgb6zkRZnq4euRIte4,ChIJ845xNSgb6zkRZnq4euRIte4,,,,14,0.0,0,0,0,0,0,0,0,0,2025-11-14T10:22:42.650Z,"https://www.google.com/maps/search/bank/@27.6729549,85.3856529,17.827451335683577z?hl=en",bank,bank,,M9FP+69F,,0,False,"Shankhadhar Saccos (SHANKHADHAR SAVINGS AND CREDIT CO-OPERATIVE LTD,)",,0,https://www.google.com/maps/search/?api=1&query=Shankhadhar%20Saccos%20(SHANKHADHAR%20SAVINGS%20AND%20CREDIT%20CO-OPERATIVE%20LTD%2C)&query_place_id=ChIJ845xNSgb6zkRZnq4euRIte4,0,https://www.shankhadharsaving.coop.np/,42.0,0,0
,,,,,"M9FR+CM5, Araniko Highway, Madhyapur Thimi, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,7185181180952766947,Madhyapur Thimi,True,0,NP,NP,0,0,0,0,0x39eb1b007a28048f:0x63b6e4372182e9e3,,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VTtoSQSm5Xts-e0L2FMzPw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.7483&pitch=0&thumbfov=100,1,,,,,,False,/g/11wfs6t3bx,en,27.673714,85.3915723,27.673714,85.3915723,27.673714,85.3915723,0,Cooperative bank,"Takuba Chowk, Madhyapur Thimi-5 Bhaktapur",,,0,False,,,ChIJjwQoegAb6zkR4-mCITfktmM,ChIJjwQoegAb6zkR4-mCITfktmM,,,,35,0.0,0,0,0,0,0,0,0,0,2025-11-14T10:23:17.616Z,"https://www.google.com/maps/search/bank/@27.672500000000003,85.38815918240205,17z?hl=en",bank,bank,,"M9FR+CM5, Araniko Highway",,0,False,"Takuba Chowk, Madhyapur Thimi-5 Bhaktapur",,0,https://www.google.com/maps/search/?api=1&query=Takuba%20Chowk%2C%20Madhyapur%20Thimi-5%20Bhaktapur&query_place_id=ChIJjwQoegAb6zkR4-mCITfktmM,0,,0.0,0,0
,,,,,"MC7C+99X, Bhaktapur 44800, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,7137288568468123338,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb1be4f8896637:0x630cbe2356ffaeca,,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BW744HdfpLR1P92QksXL1g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=159.08418&pitch=0&thumbfov=100,1,,,,,,False,/g/11pv2_f0ns,en,27.6634863,85.4209781,27.6634863,85.4209781,27.6634863,85.4209781,0,Cooperative bank,chitizmultipurposesaving,Katunje,,0,False,,,ChIJN2aJ-OQb6zkRyq7_ViO-DGM,ChIJN2aJ-OQb6zkRyq7_ViO-DGM,44800,44800,,20,0.0,0,0,0,0,0,0,0,0,2025-11-14T10:23:38.133Z,"https://www.google.com/maps/search/bank/@27.665717100000002,85.4234071,17.827546892692972z?hl=en",bank,bank,,MC7C+99X,,0,False,chitizmultipurposesaving,,0,https://www.google.com/maps/search/?api=1&query=chitizmultipurposesaving&query_place_id=ChIJN2aJ-OQb6zkRyq7_ViO-DGM,0,,0.0,0,0
,,,,,"Bhaktapur 44600, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,7312538728264624682,Bhaktapur,False,0,NP,NP,0,0,0,0,0x39eb1b1ecf6527f3:0x657b5b3ad87fea2a,,10 AM to 5 PM,https://lh3.googleusercontent.com/p/AF1QipPMsDzCt9Hx1PFiSTFSdplCctI4FM-UYmeFaR_l=w408-h306-k-no,3,,,,,,False,/g/11ldv81rqs,en,27.6657895,85.4212289,27.6657895,85.4212289,27.6657895,85.4212289,0,Cooperative bank,Jimmewari Multipurpose Co-operative Ltd.,Katunje,Monday,10 AM to 5 PM,False,+977 1-5920445,+97715920445,ChIJ8ydlzx4b6zkRKup_2Dpbe2U,ChIJ8ydlzx4b6zkRKup_2Dpbe2U,44600,44600,,35,3.0,0,1,0,0,0,1,0,1,2025-11-14T10:23:38.627Z,"https://www.google.com/maps/search/bank/@27.6656829,85.4212152,17.827547344148588z?hl=en",bank,bank,,,,0,False,Jimmewari Multipurpose Co-operative Ltd.,3,0,https://www.google.com/maps/search/?api=1&query=Jimmewari%20Multipurpose%20Co-operative%20Ltd.&query_place_id=ChIJ8ydlzx4b6zkRKup_2Dpbe2U,0,,40.0,0,0
,,,,,"MC7C+MFV, Suryabinayak 44800, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,17594747227152462941,Suryabinayak,True,0,NP,NP,0,0,0,0,0x39eb1b0023b1cef7:0xf42d1961d336345d,,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wb-zkIUE1lrjDWwaRK3_AQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=336.42407&pitch=0&thumbfov=100,1,,,,,,False,/g/11m6p8tw0j,en,27.6642456,85.4211767,27.6642456,85.4211767,27.6642456,85.4211767,0,Cooperative bank,Sarbashree SAAKOSH,Katunje,,0,False,,,ChIJ986xIwAb6zkRXTQ202EZLfQ,ChIJ986xIwAb6zkRXTQ202EZLfQ,44800,44800,,37,0.0,0,0,0,0,0,0,0,0,2025-11-14T10:23:38.627Z,"https://www.google.com/maps/search/bank/@27.6656829,85.4212152,17.827547344148588z?hl=en",bank,bank,,MC7C+MFV,,0,False,Sarbashree SAAKOSH,,0,https://www.google.com/maps/search/?api=1&query=Sarbashree%20SAAKOSH&query_place_id=ChIJ986xIwAb6zkRXTQ202EZLfQ,0,http://sarbashreecooperative.com.np/,0.0,0,0
,,,,,"MC8G+3VR, Suryabinayak 44800, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,17118493218457616506,Suryabinayak,True,0,NP,NP,0,0,0,0,0x39eb1b5ab3018c47:0xed911ae27019807a,,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQB52zdXAURODyZfDgjX3iJ5HpBmQgEWa-vVJf5qBTBm3k0P-IIbCME-wrKA7I555xzNybhl7ykf3Rk8Tnc8tVbThDiFvB2lY6pAk53vwy8gx_8i9t7jQlqnI2AzoWcgENgjTD_A=w408-h544-k-no,5,,,,,,False,/g/11kss4t2m9,en,27.6652346,85.4271415,27.6652346,85.4271415,27.6652346,85.4271415,0,Cooperative bank,Samyukta Multipurpose Cooperative Ltd.,Sipadol,,0,False,+977 1-6620750,+97716620750,ChIJR4wBs1ob6zkReoAZcOIake0,ChIJR4wBs1ob6zkReoAZcOIake0,,,,44,0.0,0,0,0,0,0,0,0,0,2025-11-14T10:23:39.307Z,"https://www.google.com/maps/search/bank/@27.6654078,85.42761195,17.827550975570364z?hl=en",bank,bank,,MC8G+3VR,,0,False,Samyukta Multipurpose Cooperative Ltd.,,0,https://www.google.com/maps/search/?api=1&query=Samyukta%20Multipurpose%20Cooperative%20Ltd.&query_place_id=ChIJR4wBs1ob6zkReoAZcOIake0,0,,0.0,0,0
,,,,,"Araniko Highway, Bhaktapur 44800, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,1063653131618336495,Bhaktapur,False,0,NP,NP,0,0,0,0,0x39eb1aab14894605:0xec2dae34257beef,,10 AM to 5 PM,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFG81Z2HJPIwolPkivFTnZVer1LcIf4Vi6uR8MkOFBxrmNpfLSXQHc0O5DW-IWcsO-Udj1YkSESx22aTWg0KgGSQFPYRyG9XAQbkbLQjo6nIFqXOXgLnGs-CDDR3X6aQI5qDdgZxpUtrqwkUHNhbDq9JaO9MpO1_UVne0HTe1Bxu99o7-7cXZ-Jb5ImT0YuCWCKTv0=w408-h306-k-no,13,,,,,,False,/g/11b6p0685d,en,27.6666377,85.435941,27.6666377,85.435941,27.6666377,85.435941,0,Cooperative bank,Sukunda Saving & Credit Co-operative,,Monday,10 AM to 5 PM,False,+977 1-6611200,+97716611200,ChIJBUaJFKsa6zkR775XQuPawg4,ChIJBUaJFKsa6zkR775XQuPawg4,44800,44800,,9,5.0,0,1,0,0,0,0,0,1,2025-11-14T08:27:05.600Z,"https://www.google.com/maps/search/bank/@27.667695459098024,85.4386817269883,17z?hl=en",bank,bank,,Araniko Highway,सुकुन्दा बचत तथा ऋण सहकारी,0,False,Sukunda Saving & Credit Co-operative,5,0,https://www.google.com/maps/search/?api=1&query=Sukunda%20Saving%20%26%20Credit%20Co-operative&query_place_id=ChIJBUaJFKsa6zkR775XQuPawg4,0,https://www.facebook.com/sukunda.saccos.9,41.0,0,0
,,,,,"MC9Q+W4J, Garud Kundal Road, Bhaktapur 44800, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,1259688971695759465,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb05fe0ed1415f:0x117b507215672069,,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NEIYAZ7f_0RJ0wreuKt9ZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=282.32294&pitch=0&thumbfov=100,2,,,,,,False,/g/11ty4lc3fy,en,27.6698038,85.4378043,27.6698038,85.4378043,27.6698038,85.4378043,0,Cooperative bank,Ambe Savings & Credit Co-operative Ltd,,,0,False,,,ChIJX0HRDv4F6zkRaSBnFXJQexE,ChIJX0HRDv4F6zkRaSBnFXJQexE,44800,44800,,12,1.0,0,1,0,0,0,0,0,1,2025-11-14T08:27:05.600Z,"https://www.google.com/maps/search/bank/@27.667695459098024,85.4386817269883,17z?hl=en",bank,bank,,"MC9Q+W4J, Garud Kundal Road",,0,False,Ambe Savings & Credit Co-operative Ltd,1,0,https://www.google.com/maps/search/?api=1&query=Ambe%20Savings%20%26%20Credit%20Co-operative%20Ltd&query_place_id=ChIJX0HRDv4F6zkRaSBnFXJQexE,0,,0.0,0,0
,,,,True,"Jagati banepa RoadMCFR+FH7, Bhaktapur 44800, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,13019811170057171287,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb05b7cb1545bb:0xb4afa946f9ebb157,,10:30 AM to 2:30 PM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qlBkA_vt1Cxop93AnFvtlQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.3651&pitch=0&thumbfov=100,1,,,,,True,False,/g/11p5jx2ppr,en,27.6661946,85.4375785,27.6661946,85.4375785,27.6661946,85.4375785,0,Cooperative bank,Susandesh Multipurpose Co-operative Limited,Sipadol,Monday,10:30 AM to 2:30 PM,False,+977 1-6613370,+97716613370,ChIJu0UVy7cF6zkRV7Hr-Uapr7Q,ChIJu0UVy7cF6zkRV7Hr-Uapr7Q,44800,44800,,16,5.0,0,2,0,0,0,0,0,2,2025-11-14T08:27:05.600Z,"https://www.google.com/maps/search/bank/@27.667695459098024,85.4386817269883,17z?hl=en",bank,bank,,Jagati banepa RoadMCFR+FH7,,0,False,Susandesh Multipurpose Co-operative Limited,5,0,https://www.google.com/maps/search/?api=1&query=Susandesh%20Multipurpose%20Co-operative%20Limited&query_place_id=ChIJu0UVy7cF6zkRV7Hr-Uapr7Q,0,,22.5,0,0
,,True,,,"03 Bolachhen, Bhaktapur 44800, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,16736992894797978304,Bhaktapur,False,0,NP,NP,0,0,0,0,0x39eb1aaf71ad6a31:0xe845be5c86ab9ac0,,9 AM to 5 PM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FMgIyf3kDZUJNNpFbWjzfg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.08319&pitch=0&thumbfov=100,2,,,True,,,False,/g/11b6p_wxr3,en,27.6703149,85.4279855,27.6703149,85.4279855,27.6703149,85.4279855,0,Cooperative bank,Samuhik SACCOS,,Monday,9 AM to 5 PM,False,+977 1-6613512,+97716613512,ChIJMWqtca8a6zkRwJqrhly-Reg,ChIJMWqtca8a6zkRwJqrhly-Reg,44800,44800,,46,4.0,0,1,0,1,0,0,0,1,2025-11-14T08:27:41.356Z,"https://www.google.com/maps/search/bank/@27.667695459098024,85.42150000000001,17z?hl=en",bank,bank,,03 Bolachhen,सामूहिक बचत तथा ऋण सहकारी,0,False,Samuhik SACCOS,4,0,https://www.google.com/maps/search/?api=1&query=Samuhik%20SACCOS&query_place_id=ChIJMWqtca8a6zkRwJqrhly-Reg,0,https://www.samuhik.coop.np/,48.0,0,0
,,,,,"MCCH+9WW, Bhaktapur 44800, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,5753027898005171505,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb1b98c4e994dd:0x4fd6dc647382ad31,,10 AM to 5 PM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xiwkb2LIzRqxgf6gIkv8Jw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.44382&pitch=0&thumbfov=100,1,,,,,,False,/g/11spzmj_b7,en,27.6709939,85.4298429,27.6709939,85.4298429,27.6709939,85.4298429,0,Cooperative bank,Bhaktapur Jilla Bachat Sangh,,Monday,10 AM to 5 PM,False,+977 6614305,,ChIJ3ZTpxJgb6zkRMa2Cc2Tc1k8,ChIJ3ZTpxJgb6zkRMa2Cc2Tc1k8,,,,13,4.0,0,1,0,0,0,0,0,1,2025-11-14T08:28:12.801Z,"https://www.google.com/maps/search/bank/@27.672567766666663,85.43125703333334,17.827456447551988z?hl=en",bank,bank,,MCCH+9WW,,0,False,Bhaktapur Jilla Bachat Sangh,4,0,https://www.google.com/maps/search/?api=1&query=Bhaktapur%20Jilla%20Bachat%20Sangh&query_place_id=ChIJ3ZTpxJgb6zkRMa2Cc2Tc1k8,0,http://www.bhaktapurdcu.coop.np/,42.0,0,0
,,,,,"Bhaktapur 44800, Nepal",0,0,0,0,0,Cooperative bank,Cooperative bank,8125607750647474862,Bhaktapur,False,0,NP,NP,0,0,0,0,0x39eb1b5e543286c9:0x70c3f532a980eaae,,7:30 AM to 2:30 PM,https://lh3.googleusercontent.com/p/AF1QipMs-QDQ7RqcayO0-4-qrQ54Tk-Fqdhba0bY-vjM=w408-h306-k-no,8,,,,,,False,/g/11rkbny3vh,en,27.669264,85.4291882,27.669264,85.4291882,27.669264,85.4291882,0,Cooperative bank,"Sangam Saccos , Bhaktapur",,Monday,7:30 AM to 2:30 PM,False,+977 1-6614323,+97716614323,ChIJyYYyVF4b6zkRruqAqTL1w3A,ChIJyYYyVF4b6zkRruqAqTL1w3A,44800,44800,,31,0.0,0,0,0,0,0,0,0,0,2025-11-14T08:28:50.260Z,"https://www.google.com/maps/search/bank/@27.66994845,85.4280696,17.827491031884797z?hl=en",bank,bank,,,,0,False,"Sangam Saccos , Bhaktapur",,0,https://www.google.com/maps/search/?api=1&query=Sangam%20Saccos%20%2C%20Bhaktapur&query_place_id=ChIJyYYyVF4b6zkRruqAqTL1w3A,0,,42.0,0,0
False,,,,True,"MCCJ+XJF, Bhaktapur 44800, Nepal",0,0,0,0,0,Bank,Bank,16194914154025172709,Bhaktapur,True,0,NP,NP,0,0,0,0,0x39eb1aae6ce90f07:0xe0bfe49e669dbee5,,10 AM to 5:30 PM,https://lh3.googleusercontent.com/gps-proxy/ALd4DhG5amii1c_o1GaXNIr_KoLh4wyJ6GjXf-17Kb1tmxib7Q-9No5hkBZ3Sg3SEVN1euduel3haRSWXP5BwWeGpQ6WAqUhvxW7LIGrEDemSgOn9_hgKOPc4IoaXC9cUsLrWuBpIb_QSt9igHOqIpFrDXUy7hKRUDep_7EP_szPY4HXhXkufaHZ3CJHMizXYH9FXa0jgXQ=w408-h306-k-no,10,False,,,,True,False,/g/11dxlb9l4q,en,27.6724355,85.4315571,27.6724355,85.4315571,27.6724355,85.4315571,0,Bank,NMB Bank Limited,,Monday,10 AM to 5:30 PM,False,+977 1-6620588,+97716620588,ChIJBw_pbK4a6zkR5b6dZp7kv-A,ChIJBw_pbK4a6zkR5b6dZp7kv-A,44800,44800,,1,3.9,0,10,0,0,0,0,0,10,2025-11-14T08:13:48.546Z,"https://www.google.com/maps/search/bank/@27.67530454090198,85.43009086349416,17z?hl=en",bank,bank,,MCCJ+XJF,एनएमबि बैंक लिमिटेड,0,False,NMB Bank Limited,3.9,0,https://www.google.com/maps/search/?api=1&query=NMB%20Bank%20Limited&query_place_id=ChIJBw_pbK4a6zkR5b6dZp7kv-A,0,,45.0,1,0
