name,main_category,category,categoryName,address,street,neighborhood,city,state,postal,country,lat,lng,phone,phoneUnformatted,website,placeId,place_id,rank,rating,reviewsCount,reviews_count,weekly_hours,hours,permanentlyClosed,temporarilyClosed,price,imageUrl
Active 3 Gym & Fitness Club,Gym,Gym,Gym,"Next to C.N Mart, Tarakeshwor, 8 Lambagar, Kathmandu 44600, Nepal","Next to C.N Mart, Tarakeshwor, 8 Lambagar",Manamaiju,Kathmandu,,44600,NP,27.7473147,85.3010497,+977 984-1313517,+9779841313517,https://facebook.com/active3fitnessclub,ChIJ34jK2R0Z6zkRTB7HvzyvlH8,ChIJ34jK2R0Z6zkRTB7HvzyvlH8,4,4.8,,0,16.5,5 AM to 9:30 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoZi974Q1nO3td9KCiBcTLXjk6NC11EEnWF9zA-iJ5ZzTLcxm28MDc4nmwrzmfXELoSBwqmUNTCbmg77rjXxleWvk8LMtU-LhsVMHAj0n0e5YTkEVINcZ_JTmUOPnMJcBtfoKrGig=w426-h240-k-no
Kalanki Gym Center,Gym,Gym,Gym,"opposite Makalu Petrol pump, Ring Rd, Kathmandu 44600, Nepal","opposite Makalu Petrol pump, Ring Rd",Kalimati,Kathmandu,,44600,NP,27.696269,85.2820301,+977 986-4159137,+9779864159137,https://www.instagram.com/kalankigymcenter/,ChIJ7bHrWnUZ6zkRwCbu9KbwOFg,ChIJ7bHrWnUZ6zkRwCbu9KbwOFg,13,4.0,,0,15.5,5 AM to 8:30 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipPmil33lIMwsBwNsE1LbNC8sDR_6nB4wmFBAZVD=w408-h306-k-no
S3 Fitness,Gym,Gym,Gym,"P7XW+49C, Tarakeshwar 44600, Nepal",P7XW+49C,Goldhunga,Tarakeshwar,,,NP,27.7478082,85.2959033,+977 986-1246039,+9779861246039,,ChIJW0bzOgAZ6zkRPIbaZ4CR9Iw,ChIJW0bzOgAZ6zkRPIbaZ4CR9Iw,1,4.9,,0,15.5,5 AM to 8:30 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqUj-Jwxs6h-5e-NrwsVvqdXqtUrmcidZJNTd9HloOBMQYIlLUpIg9SOvsXBt2AG5953t0fsZDQ7o1M2fTCRCC-UvHMbGRmJjuMzgpsd0nkjG1jBv24mle91l6WGerhl0kKY9PW3CqrZ4JT=w408-h306-k-no
Pasang Lhamu Sh,Memorial park,Memorial park,Memorial park,"P79Q+632, Swayambhu Cir Rd, Kathmandu 44620, Nepal","P79Q+632, Swayambhu Cir Rd",Swayambhu,Kathmandu,,44620,NP,27.718019,85.2876299,,,,ChIJ1YysiZEY6zkRHfszP8V2Zxo,ChIJ1YysiZEY6zkRHfszP8V2Zxo,19,3.9,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepcrnRocnNy0UD4F_WdYQaadmsKdtx5RAn3gIuXbA5Mb4x2E_y1RxA8OUGCns3d22PQcEmX_xZ1ykaWb49FduoXWcmVCTmJDz1p0zr6peg-OEQG8NrrJ2W3lOiPlCsBXd1ln-LN8g=w408-h306-k-no
Earthquake Memorial park,Park,Park,Park,"P74Q+G9M, Kathmandu 44600, Nepal",P74Q+G9M,Chhauni,Kathmandu,,44600,NP,27.7065081,85.2884511,,,,ChIJ850wjEUZ6zkRuvgxmsRjLVY,ChIJ850wjEUZ6zkRuvgxmsRjLVY,5,4.9,,0,14.0,6 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoAbbCRcwveFHu2DoYa2dzqJckCqukJj4EthCF5HcUU_od5QUPJNlOVjdYFbygL-_qP1Soul0SNEXAZqH0AWroVfKkmHVOfGfsvhyIR9O8mcfUB9SwIEBfrS7g41caPJmlFxr2M=w408-h306-k-no
Buddha Smiriti Park,Park,Park,Park,"Q78X+HJW, Tarakeshwar 44600, Nepal",Q78X+HJW,Dharmasthali,Tarakeshwar,,44600,NP,27.7664873,85.299078,,,,ChIJhRJLCH0f6zkROpV-Og0uhYk,ChIJhRJLCH0f6zkROpV-Og0uhYk,14,3.5,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7mQWHUBog3XOAs5G04pjLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.26258&pitch=0&thumbfov=100
Raniban Park,Park,Park,Park,"P7PQ+GGX Ward no 1, Raniban Park, Nagarjung, Kathmandu 44600, Nepal","P7PQ+GGX Ward no 1, Raniban Park, Nagarjung",Balaju,Kathmandu,,44600,NP,27.7363667,85.2888608,,,,ChIJaVMISN0Z6zkRVFRG0Zyuu_I,ChIJaVMISN0Z6zkRVFRG0Zyuu_I,20,4.1,,0,14.0,6 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerKlU5nV7tVxbdDzno2addJlLGifjN_xQrFp3MnJ4xkhtiLm7fqEoQiZT4g8IOIvXBMQWWPXxKXlPUvqgBirXAWQedWbHC6FJizWlIe_vv_voF7krZIL3siWeO8QkDislLExGLM=w408-h307-k-no
Rastriya Swatantra Party - RSP - राष्ट्रिय स्वतन्त्र पार्टी,Political party office,Political party office,Political party office,"Banasthali, 16 रिङ्ग रोड, Kathmandu 44600, Nepal","Banasthali, 16 रिङ्ग रोड",Swayambhu,Kathmandu,,44600,NP,27.7244166,85.2997724,+977 985-1360666,+9779851360666,https://rspnepal.org/,ChIJU5heFNQZ6zkR6WFxwdZskfM,ChIJU5heFNQZ6zkR6WFxwdZskfM,7,4.7,,0,9.0,9 AM to 6 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipOYZ8HLruxFCKShXPgcYXwWClYneeWqSlYf3oli=w426-h240-k-no
"Urban Health Center-11, Tarakeshwor Municipality",Government office,Government office,Government office,"11 Bindabasini Temple, Tarakeshwar 44600, Nepal",11 Bindabasini Temple,Nepaltar,Tarakeshwar,,,NP,27.7771357,85.3012475,,,,ChIJNydwSQAf6zkRDnW8gPALOxw,ChIJNydwSQAf6zkRDnW8gPALOxw,3,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KoV7XcnXN3HZAaEFmBITvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=142.32703&pitch=0&thumbfov=100
AvhiRaj Bhai तराई जिउँदो माछा पसल.maxa,Garden,Garden,Garden,"Q8M2+QCH, Q8M2+QCJTarakeshwar 44600, Nepal",Q8M2+QCH,Kavresthali,Q8M2+QCJTarakeshwar,,44600,NP,27.7844409,85.3011225,,,,ChIJiwSEVAAf6zkRQmFoSNfw6PQ,ChIJiwSEVAAf6zkRQmFoSNfw6PQ,23,5.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer-ir0mGkSnIdmOMBhUuxH91-t0l5togUniJuM8704PDYb4M2v_PM0FyISbCrkMgymOm62r9-0ICyMOGxR-QG_BENVywmeqepumx5_vS96r-sjS9T89agQc79TS2eoL6J_AdVuHJTmjZqqr=w426-h240-k-no
Tarakeshwor Municipality Ward-3,Local government office,Local government office,Local government office,"Q7GH+P9J, Tarakeshwar 44600, Nepal",Q7GH+P9J,Jitpur Phedi,Tarakeshwar,,44600,NP,27.7768284,85.2783796,,,,ChIJNzSbJmcf6zkRT-d86IGNRGk,ChIJNzSbJmcf6zkRT-d86IGNRGk,5,5.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepNKjIX3_6PCmNdli6cPz5t5H9WJ6EJ1yMIAMeRA5TFMFXuhMjAncKRKndEczCohMudW4LqAv31q_csaWFj7PaHuGLHThUPv6UHISE4Jx7q0UdYoDrFQypx4q0m1C2LQzBKHs6-=w426-h240-k-no
Great Force Gym and Fitness,Fitness center,Fitness center,Fitness center,"Kathmandu 44600, Nepal",,Goldhunga,Kathmandu,,44600,NP,27.7552261,85.2950006,,,,ChIJqZAEEQAf6zkRUo2CKiaF0HE,ChIJqZAEEQAf6zkRUo2CKiaF0HE,13,4.3,,0,16.0,5 AM to 9 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCnZUvAWKid-DieNS7W9IXbxoyf02fgxoYPJqufycyxgXFxd-7kWSRMBnES_jaTYlQue3RlsJPvqZ7Bqw7nykb75M74cRUqoJNYhrZK5_ngCWWxyWU7XD2hLcUV4Azt861lWOp6M1yLpke=w408-h544-k-no
Royal photo & frame,Photography studio,Photography studio,Photography studio,"Devisthan, Kathmandu 44600, Nepal",Devisthan,Goldhunga,Kathmandu,,44600,NP,27.7502018,85.2881204,+977 985-1160429,+9779851160429,,ChIJX6gQZgAZ6zkRKlqq1HJ9Mcw,ChIJX6gQZgAZ6zkRKlqq1HJ9Mcw,18,5.0,,0,12.0,7 AM to 7 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerc78bkTtBHZNFzaAfptJq1UM0dQAM59cvTl5aFYTCysKa1a1Ewr8P5zSPflB8AHHa8dLlUgcIiNVflfraLc8e3q2tAHR_LRG0wji_SKBQoVjcfblPhBwcBdNUubTT5B6NGmpU01IuR6MIg=w408-h288-k-no
Panash Studio,Photography studio,Photography studio,Photography studio,"Q7MR+MQ2, Tarakeshwar 44600, Nepal",Q7MR+MQ2,Jitpur Phedi,Tarakeshwar,,44600,NP,27.7847061,85.2919329,+977 984-3182425,+9779843182425,,ChIJB8QzJQAf6zkRUKi-z-xTryc,ChIJB8QzJQAf6zkRUKi-z-xTryc,1,5.0,,0,8.0,10 AM to 6 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipP5D7aVvePzCx7g8moy8-anYhANNHDKrHgys2Ji=w408-h670-k-no
Devithan Pani tanki,Park,Park,Park,"Q8Q2+R7P, Tarakeshwar 44600, Nepal",Q8Q2+R7P,Kavresthali,Tarakeshwar,,,NP,27.7895867,85.3006956,,,,ChIJB6l5WY8f6zkRHiSOLgh6KmE,ChIJB6l5WY8f6zkRHiSOLgh6KmE,28,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vV2W_ULCczACJPzZ2b4ofQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=251.00833&pitch=0&thumbfov=100
ख्यः पुखूः(पोखरी) Dhamathu Dharmasthali,Water park,Water park,Water park,"Q872+V9V, Tarakeshwar 44600, Nepal",Q872+V9V,Dharmasthali,Tarakeshwar,,44600,NP,27.7649597,85.3007184,,,,ChIJAZ5qYM8f6zkRoT_77z7kVKQ,ChIJAZ5qYM8f6zkRoT_77z7kVKQ,15,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BM-xkH0OvsxScbQ1cHJWfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.1517&pitch=0&thumbfov=100
Kabita Beauty parlour and cosmetics,Beauty salon,Beauty salon,Beauty salon,"school, Near, Okharpauwa 44900, Nepal","school, Near",,Okharpauwa,,44900,NP,27.7909757,85.2650679,+977 986-0667323,+9779860667323,,ChIJwUEEiK8h6zkRfioKC3PUlag,ChIJwUEEiK8h6zkRfioKC3PUlag,1,5.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/p/AF1QipOTXGBlQk9BXpieU1soIaR4CngSeiwC3GWW4tIV=w1025-h240-k-no
Nirjara Beauty Salon : Best Beauty Parlour in Kathmandu,Beauty salon,Beauty salon,Beauty salon,"Chunne Bhairab Marg, Kathmandu 44600, Nepal",Chunne Bhairab Marg,Rabibhawan,Kathmandu,,44600,NP,27.6953475,85.2884313,+977 985-1097472,+9779851097472,http://www.facebook.com/nirjaramakeupstudio,ChIJt2zmPlUZ6zkR3GpwOIj8eUk,ChIJt2zmPlUZ6zkR3GpwOIj8eUk,3,4.8,,0,13.5,8:30 AM to 10 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqVXVnQ-PJ1qDtVWo6Pukir9upHO9P06x6r7YjWy8qAh-ikt4erKGsLs8tv2y3YLgHEHlwJwlDuA3zxXBGDX5agoN-UsSj0zg24X1x254tQ9qHfNQ7O1VrzFxiuIQQ6hLNWdlnEjKtAlTO-=w408-h544-k-no
Goshwara Post Office,Post office,Post office,Post office,"P77F+WHR, Swotantra Marg, Nagarjun 44600, Nepal","P77F+WHR, Swotantra Marg",Sitapaila,Nagarjun,,44600,NP,27.7148725,85.2738677,,,,ChIJ6cgfdAAZ6zkReR2ii_ApGTA,ChIJ6cgfdAAZ6zkReR2ii_ApGTA,14,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t2xBvZZ2RooLlqmRR2EQmA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=232.95203&pitch=0&thumbfov=100
Royal Global Courier,Post office,Post office,Post office,"44600 Siddhicharan Marg, Kathmandu 44600, Nepal",44600 Siddhicharan Marg,Swayambhu,Kathmandu,,44600,NP,27.7232084,85.2968346,+977 980-3122695,+9779803122695,,ChIJS_l3RgAZ6zkRfApGe4r2lQc,ChIJS_l3RgAZ6zkRfApGe4r2lQc,9,4.2,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yxoDQaa2sHrR4Z-dJF9I7w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.0841&pitch=0&thumbfov=100
Police station,Post office,Post office,Post office,"P78M+GJF, Kathmandu 44600, Nepal",P78M+GJF,Swayambhu,Kathmandu,,44600,NP,27.716308,85.2840398,,,,ChIJCcugMAAZ6zkROG0ni2REV_c,ChIJCcugMAAZ6zkROG0ni2REV_c,18,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gsSm_bo_GpbzX3IJaiRN5Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.57376&pitch=0&thumbfov=100
Ichha chok gupteshwor dham,Post office,Post office,Post office,"Q74X+226, Tarakeshwar 44600, Nepal",Q74X+226,Goldhunga,Tarakeshwar,,,NP,27.7550449,85.2975139,,,,ChIJd23WIAAf6zkRf9-SvzhjJ_c,ChIJd23WIAAf6zkRf9-SvzhjJ_c,7,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VtKelNB-GnWAdLwa-wzZHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.96965&pitch=0&thumbfov=100
सिम्पानी धारा,Water park,Water park,Water park,"P7PJ+G4Q, Raniban Rd, Nagarjun 44600, Nepal","P7PJ+G4Q, Raniban Rd",Ichangunarayan,Nagarjun,,44600,NP,27.7360034,85.2800772,,,,ChIJv1PBqxgZ6zkR8bjSXVHusOE,ChIJv1PBqxgZ6zkR8bjSXVHusOE,12,3.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=py9tu5_xyps4Eq48XL5KdA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.195625&pitch=0&thumbfov=100
