name,main_category,category,categoryName,address,street,neighborhood,city,state,postal,country,lat,lng,phone,phoneUnformatted,website,placeId,place_id,rank,rating,reviewsCount,reviews_count,weekly_hours,hours,permanentlyClosed,temporarilyClosed,price,imageUrl
NEW LEERA Higher Secondary Boarding School,High school,High school,High school,"टुकुछा मार्ग, Kathmandu 44600, Nepal",टुकुछा मार्ग,Lazimpat,Kathmandu,,44600,NP,27.7217381,85.3237475,+977 1-4411508,+97714411508,,ChIJyQI2fREZ6zkREwKlo9sFu3w,ChIJyQI2fREZ6zkREwKlo9sFu3w,79,0.0,,0,2.0,10 AM to 12 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweovTWkfo79eboSVuAJIUUfEupPUF19quQUwkvdeyCEWrUkZNZ48DgABr_66oa9H7NA_kjkY2k6e519oJgZYEqgCZwUjGXInGCUpR7acMVoxMWcsJDu62NRwIM-c0AKQdc0fhHb2=w426-h240-k-no
S. S. Academy an English Medium High School,High school,High school,High school,"Kumarigal Naya Marga, Kathmandu 44600, Nepal",Kumarigal Naya Marga,Boudhha,Kathmandu,,44600,NP,27.7170005,85.3522386,+977 1-4584370,+97714584370,,ChIJjcltBH0Z6zkR7M2QRQJyhVY,ChIJjcltBH0Z6zkR7M2QRQJyhVY,78,0.0,,0,8.0,9 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipOLAroqumlVqZlP25c9WXqco_EQLlycTtnPMhLk=w408-h306-k-no
Parijat pratisthan,Library,Library,Library,"P8G4+FHW, Kathmandu 44600, Nepal",P8G4+FHW,,Kathmandu,,44600,NP,27.7262375,85.3064531,,,,ChIJYTeqOr4Z6zkRKggSu6Ukwrw,ChIJYTeqOr4Z6zkRKggSu6Ukwrw,80,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SqjXyp9bkP_7dk04LNWJfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.69133&pitch=0&thumbfov=100
NCCS Secondary School,High school,High school,High school,"P875+WJV, Paknajol Marg, Kathmandu 44600, Nepal","P875+WJV, Paknajol Marg",Paknajol,Kathmandu,,44600,NP,27.7147609,85.308718,+977 1-4251711,+97714251711,https://nccs.edu.np/hss,ChIJR0iKCgAZ6zkRYIwhGuXNVO4,ChIJR0iKCgAZ6zkRYIwhGuXNVO4,80,0.0,,0,11.0,6 AM to 5 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n6Qfp-CHuQzVLlazMKxytA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.83395&pitch=0&thumbfov=100
Angels' Heart National School,Combined primary and secondary school,Combined primary and secondary school,Combined primary and secondary school,"9 Samudayik Tole, Tarakeshwar 44660, Nepal",9 Samudayik Tole,Manamaiju,Tarakeshwar,,44660,NP,27.7494289,85.3136617,+977 1-5196073,+97715196073,http://www.angels.edu.np/,ChIJHd23cbwZ6zkR2wSKZUkRTXY,ChIJHd23cbwZ6zkR2wSKZUkRTXY,100,0.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwequzRWYfzFnAmw6clqbBXBoLhBJTH4uvu1TwhkpBl-04TPaMf_lD8Qlqx1XcxSPnElV5DLUKd6F8kF70HthuO7A123gkvjyZX2vaGFU7RhdIK_I_CZFD276pU-QKD3muxok8YqL=w426-h240-k-no
GEFONT Trade Union School,Trade school,Trade school,Trade school,"M8XJ+77X, Devinagar 44600, Nepal",M8XJ+77X,Singha Durbar,Devinagar,,,NP,27.6982258,85.3307336,+977 1-4102941,+97714102941,,ChIJyX7SiVwZ6zkRxgMnBRx3ahI,ChIJyX7SiVwZ6zkRxgMnBRx3ahI,199,5.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep4G9aBJ0dMqXSYNmYAiS5dZe1Mm_GdOyjmLGzrfPMsGBVntPC5tsZuXyC3WHUrtTRwOFGh94oJTcLmHe1zqCZTtA9ItbIYG8xeeOZHxMn8nH6PLocEElNNBgAttTsHj3M3FjoX=w533-h240-k-no
Elite School Of Hospitality,Hotel management school,Hotel management school,Hotel management school,"Devkota Sadak, Kathmandu 44600, Nepal",Devkota Sadak,New Baneshwor,Kathmandu,,44600,NP,27.6996083,85.3385953,+977 1-4471162,+97714471162,https://www.facebook.com/eliteschoolofhospitality/,ChIJhUcC3b8Z6zkR4WxW2P5XzdQ,ChIJhUcC3b8Z6zkR4WxW2P5XzdQ,198,4.7,,0,9.0,8 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerio2SSynN4EVaB1a7AsLLfKVN9LMtYDME8Ss0Kvbzfu4DncKeXcBNPORGj5KfSCA5GqcwKzl70D50GHu5lCeF1gToJD9trk0oyhliEfmlBtSb_Uoyw8mv6l7IaZEIQVhD-3vgJ=w408-h335-k-no
Apex Life School,K-12 school,K-12 school,K-12 school,"P9G4+M7Q, Saraswatinagar Rd, Kathmandu 44602, Nepal","P9G4+M7Q, Saraswatinagar Rd",Kapan,Kathmandu,,44602,NP,27.72663,85.3556348,+977 1-4821723,+97714821723,http://www.apexlifeschool.edu.np/,ChIJD_F4ct8b6zkRm1bAr11AeQc,ChIJD_F4ct8b6zkRm1bAr11AeQc,38,4.3,,0,8.75,8:15 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipOx9kryxd0r0qvRDp7nvbtdYyTCgwIxy_UTgv4E=w455-h240-k-no
Gurukul National Pre-school,Montessori school,Montessori school,Montessori school,"Kathmandu, Bishalnagar, Kathmandu, Nepal","Kathmandu, Bishalnagar",Bishal Nagar,Kathmandu,,,NP,27.7233741,85.3337164,+977 1-6201033,+97716201033,http://kpadhne.com/,ChIJp96q5zkZ6zkRGcI78ujG_ZI,ChIJp96q5zkZ6zkRGcI78ujG_ZI,160,0.0,,0,8.0,9 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepveLAC2JZdVgrsYsRS9-4DqVQGKm6X_S3M2h63TZVnXAuWTmEqWGwJ897OeDWBJqHLpzhFuyfA4c-H0QWvottv6Un322G1oZ7iEiv5Oi8CHFEKDYXUq5e5BqE3IRb6EC4e-_d5=w408-h306-k-no
Butterfly Play School,Montessori school,Montessori school,Montessori school,"M8XV+GVW, Sunkesari Marg, Kathmandu 44600, Nepal","M8XV+GVW, Sunkesari Marg",New Baneshwor,Kathmandu,,,NP,27.6988697,85.3447041,+977 984-0480949,+9779840480949,http://kpadhne.com/,ChIJSRLGyoQZ6zkRzTX9hzWiCXc,ChIJSRLGyoQZ6zkRzTX9hzWiCXc,179,0.0,,0,6.0,9 AM to 3 PM,False,False,,
Grace Montessori School,Montessori preschool,Montessori preschool,Montessori preschool,"Laxmitole, Kathmandu 44600, Nepal",Laxmitole,Chabahil,Kathmandu,,44600,NP,27.7177481,85.3535489,+977 981-8670368,+9779818670368,,ChIJDSSUqxYZ6zkRErHFUeTYrV8,ChIJDSSUqxYZ6zkRErHFUeTYrV8,140,0.0,,0,9.0,8 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerrt7RhS2SfP4Hm6MCMHjU1PwavWr1OcjxzBCq8BsBujE3KchTUkXbQwSiJyacFZWvYThNpZnLb4WiuHiGmBB96MhM9GXecseoQNZ9fn3y_E3TLYamb0IU7RLMW1waoTPo2VVZK6w=w408-h272-k-no
Tipeeka coffee & Barista school (kathmandu putalisadak Chowk),Training center,Training center,Training center,"Kathmandu 44605, Nepal",,Putalisadak,Kathmandu,,44605,NP,27.7055625,85.3226875,+977 1-5912450,+97715912450,http://www.tipeeka.com/,ChIJLTdz02AZ6zkRvhjUfIkpWG4,ChIJLTdz02AZ6zkRvhjUfIkpWG4,202,5.0,,0,10.0,7 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipNC91YoqwrpRKb7ZlIKpE4uTgLDg2Tim4yx-t8f=w408-h725-k-no
Margi Music School MMS,Music school,Music school,Music school,"Chadani marga, Kathmandu 44600, Nepal",Chadani marga,Basundhara,Kathmandu,,44600,NP,27.7402172,85.3336639,+977 984-9332059,+9779849332059,https://www.margimusic.edu.np/,ChIJLXIZyeEZ6zkRScM3vevtTqQ,ChIJLXIZyeEZ6zkRScM3vevtTqQ,197,4.9,,0,14.0,6 AM to 8 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipPpDfxQPg2ak2cFN3uvLa3gRj7nGoYP7QL-k0R-=w408-h544-k-no
Geeta mata school buddha school,General education school,General education school,General education school,"P8XJ+HFH, बिजयश्वरी 44600, Nepal",P8XJ+HFH,Dhapasi,बिजयश्वरी,,44600,NP,27.7489354,85.3312231,+977 980-8007001,+9779808007001,,ChIJiSgcaaUZ6zkRT91C_mVJblQ,ChIJiSgcaaUZ6zkRT91C_mVJblQ,183,0.0,,0,0.0,0,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VLIBk2DiGFvbm01JUExPCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=193.42677&pitch=0&thumbfov=100
Nepal School Of Hotel Management,Training center,Training center,Training center,"Bypass Road, Kathmandu 44600, Nepal",Bypass Road,Balaju,Kathmandu,,44600,NP,27.7365161,85.3029212,+977 980-1006447,+9779801006447,https://nshm.edu.np/,ChIJrdPft2oZ6zkR1l6suokk_Vw,ChIJrdPft2oZ6zkR1l6suokk_Vw,201,4.9,,0,11.0,6 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqrHDKWigzt-kY_6veAxB_xy0392_64e-S-J27O1xBBQIml_FWwuXk2AozyCDqXJNwg7HqzGy9wkp83o5gnfHVNMaOBs3ofDXFgjnbtvlDg3buG0gKuxTGUNdWdrlWcPwlc4Tg=w408-h495-k-no
The School of Coffee Beans - Dillibazar,Training center,Training center,Training center,"Dillibazar, Pipalbot, Kathmandu 44600, Nepal","Dillibazar, Pipalbot",,Kathmandu,,44600,NP,27.7049359,85.3284199,+977 986-6473719,+9779866473719,https://theschoolofcoffeebeans.com/,ChIJ_VckUKcZ6zkRnLnSjRSTqzI,ChIJ_VckUKcZ6zkRnLnSjRSTqzI,194,4.9,,0,9.5,7:30 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipNTS6NqYeysFLyyZE30X93MwYwl_lUr6FjPvO9H=w426-h240-k-no
The Baristas Coffee School (Dillibazar Branch),Training center,Training center,Training center,"Charkhal Rd, Kathmandu 44605, Nepal",Charkhal Rd,Dilli Bazaar,Kathmandu,,44605,NP,27.7064499,85.3263548,+977 984-3166278,+9779843166278,https://baristascoffeeschool.com.np/,ChIJdYZrMggZ6zkRYSzCBV28jDw,ChIJdYZrMggZ6zkRYSzCBV28jDw,189,4.9,,0,8.0,9 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipO2xRGfxSqiUt0YgZ8PQXfntBXIMpyxS-q_pIdK=w408-h261-k-no
The Baristas Coffee School (Lazimpat Branch),Training center,Training center,Training center,"Kathmandu 44660, Nepal",,Lazimpat,Kathmandu,,44660,NP,27.7195897,85.3188117,+977 976-1887079,+9779761887079,https://baristascoffeeschool.com.np/,ChIJcx5kxiQZ6zkRkpD1zVdwrJQ,ChIJcx5kxiQZ6zkRkpD1zVdwrJQ,203,4.9,,0,8.0,9 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipMEXSViwfbGpWlCsNLkZxlkUx1GQaJ0pmF1ZDss=w426-h240-k-no
Akashi Japanese Language School Bagbazar,Language school,Language school,Language school,"Bag Bazar Sadak, Kathmandu 44600, Nepal",Bag Bazar Sadak,Bagbazar,Kathmandu,,44600,NP,27.7056179,85.3208126,+977 1-5355512,+97715355512,http://www.akashijls.com/,ChIJHbdsfQcZ6zkRpN7rj12YXec,ChIJHbdsfQcZ6zkRpN7rj12YXec,195,4.6,,0,10.0,7 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGjgA9KBQlWAUjOtsJy_XXGF4pfUcDpXSrJDonxJxGZutk_iILWQuDc3knLyHG5aW0vFL8H2YTkX2mHGUz8JYrp9tkkKC16jXETPE4r1MiIBGPCYHFkl4t1npypjawGBVEs6UHZKRIfzYnpvOafpI_H4RlF10NWPGt8SvIuqizlTU-jbxzTyBP_x2Z2YEV6KRBFE4A=w426-h240-k-no
Bachpan Play School in Kathmandu Nepal | Best Preschool Near Me | Nursery School & Kindergarten for Your Child’s Bright Start,Preschool,Preschool,Preschool,"Metropolis, Kathmandu, 4 Chun Devi Marg, Maharajganj 44600, Nepal","Metropolis, Kathmandu, 4 Chun Devi Marg",Chandol,Maharajganj,,44600,NP,27.7349472,85.3375815,+977 985-1117102,+9779851117102,https://kathmandu.bachpanglobal.in/,ChIJr25ZiIUZ6zkRryszQycZK1o,ChIJr25ZiIUZ6zkRryszQycZK1o,192,4.2,,0,8.0,9 AM to 5 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sLtXBIpHG35o0wii0x_W4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.00632&pitch=0&thumbfov=100
Ristretto Barista Coffee School,Bartending school,Bartending school,Bartending school,"Ristretto Barista Coffee School, Kathmandu 44600, Nepal",Ristretto Barista Coffee School,Boudhha,Kathmandu,,44600,NP,27.7204424,85.3604747,+977 1-4599033,+97714599033,https://ristretto.com.np/,ChIJoXl0ZCsb6zkRK1Kn4CsHhis,ChIJoXl0ZCsb6zkRK1Kn4CsHhis,185,4.9,,0,12.0,7 AM to 7 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoIUmxAXZ4_5rQYlZZ4Sp0E1DRhcXJniyQZ_BGFmb6t9bPr51eRf4Ql9KlQGGTFSkHs98wFEp8yKCEw6Ozjh4qkEWY--ALviKQL0foKBY1CiUsgdVuuKzKN0QNxBcQhU6sSAOU=w408-h544-k-no
Paradise Pre-School,Montessori school,Montessori school,Montessori school,"Manmohan Marga, Kathmandu 44600, Nepal",Manmohan Marga,Mahankal,Kathmandu,,44600,NP,27.7341909,85.3457467,+977 1-4374885,+97714374885,,ChIJbS5qLqoZ6zkRX6RELWYRKAQ,ChIJbS5qLqoZ6zkRX6RELWYRKAQ,175,0.0,,0,8.0,9 AM to 5 PM,False,False,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pacomFbjbQCrFk_TjlZuvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.8964&pitch=0&thumbfov=100
Jugal school,General education school,General education school,General education school,"P9J4+QQ6, 01 Milan Chowk Galli, Budhanilkantha 44600, Nepal","P9J4+QQ6, 01 Milan Chowk Galli",Kapan,Budhanilkantha,,44600,NP,27.7323211,85.3562833,+977 985-1335828,+9779851335828,,ChIJRwf-N-Ab6zkRMqoDpiik1Es,ChIJRwf-N-Ab6zkRMqoDpiik1Es,167,0.0,,0,0.0,0,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq4vO7hiWbg9neVYXILU4Vhx8nMkwk4HrBickk89mtnenjti5W-bxDT4ZqEHBA0UN1j6Hjx7hj9-6oYbmaSNj85AnbbvZTZ0ns8oIhjaxTtO1fxiK4SUAiB_fhVH6ztdLLzbzw=w427-h240-k-no
Nozomi Japanese Language School,Language school,Language school,Language school,"Opposite of Nepal Telecommunication, 07 Mitrapark, Kathmandu 44600, Nepal","Opposite of Nepal Telecommunication, 07 Mitrapark",Chabahil,Kathmandu,,44600,NP,27.7137414,85.3457938,+977 1-4599006,+97714599006,http://nozomi.com.np/,ChIJd6oQa3oZ6zkRMe3dKmppxCU,ChIJd6oQa3oZ6zkRMe3dKmppxCU,196,5.0,,0,9.0,7 AM to 4 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipM7Hg1YquWbW-moky0an2Hht1QbspwZdmw4gDkh=w408-h544-k-no
Artistic Coffee School,Training center,Training center,Training center,"Kanti Path, Kathmandu 44600, Nepal",Kanti Path,Jamal,Kathmandu,,44600,NP,27.7097282,85.3145816,+977 981-3437549,+9779813437549,http://www.acsnp.com/,ChIJo63rCkYZ6zkREvx3_f1pPnk,ChIJo63rCkYZ6zkREvx3_f1pPnk,188,5.0,,0,10.5,7:30 AM to 6 PM,False,False,,https://lh3.googleusercontent.com/p/AF1QipPrwlggRWPOp64QsbUMt3CL5oVn8QyA5mAV9fW_=w408-h408-k-no
Shree Balbihani Montessori School,Montessori school,Montessori school,Montessori school,"P82J+J2X, Kathmandu 44600, Nepal",P82J+J2X,,Kathmandu,,44600,NP,27.701623,85.3301095,+977 1-4770517,+97714770517,,ChIJmSPcPqEZ6zkRWx29L6Z4eQk,ChIJmSPcPqEZ6zkRWx29L6Z4eQk,159,0.0,,0,6.0,9 AM to 3 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq33l04BJv2C3E5cyLGw8GrvKAkTV1TZBiB6MFKtNLi4QAKG22u9NvM4Wn1bbvQlUUrnteWI5viLE3ju7krzG1cg7_aatRWroak0infhBzy5YmChUzE1Y5-IPszwjYKQ5_ksZcE=w408-h306-k-no
Nirman Nepal Residential School (Lollipops),Elementary school,Elementary school,Elementary school,"Kathmandu 44600, Nepal",,Boudhha,Kathmandu,,44600,NP,27.7210891,85.3508178,+977 1-5210064,+97715210064,,ChIJe3jxdWMZ6zkR_g_jAGxOjmk,ChIJe3jxdWMZ6zkR_g_jAGxOjmk,143,0.0,,0,7.5,9 AM to 4:30 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerMOlMVZhhfu4pbd2bI58_kJCAuNXRQdWbnDHhzi8_7V_VSVMpeEmYlRViWDT3Oslt9J84As8cmuEHnLrkuyEfpuQ1ahWIqk4MCsSsict_rVfQMmni2u7SRt7QTlSDuEfRyhbEjIw=w426-h240-k-no
Pushpalal Memorial School,General education school,General education school,General education school,"P9M5+4VH, Budhanilkantha 44600, Nepal",P9M5+4VH,Kapan,Budhanilkantha,,44600,NP,27.7327961,85.3597223,+977 1-4811002,+97714811002,,ChIJO9dsruIb6zkRR8kT-owyQDA,ChIJO9dsruIb6zkRR8kT-owyQDA,153,0.0,,0,7.5,9:30 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweowz2pNaTdqq_ZY7PdvEIvtfqTIgJBN0U9nWr3n7baeQ-zPQZ7S_gcZYSho2_ac6_deXvHIDjyycbs_kmX10G1AHk6gFLpurnV1FcVfo3d1_3B8Z9RzDEX6gOmHmJNqLqOw9V22=w506-h240-k-no
SANSKAR ENGLISH SCHOOL,Secondary school,Secondary school,Secondary school,"P8M9+976, Kathmandu 44600, Nepal",P8M9+976,Samakhusi,Kathmandu,,44600,NP,27.7334214,85.3181411,+977 1-4354808,+97714354808,,ChIJq4Mj9M4Z6zkR4_lfZV2INlw,ChIJq4Mj9M4Z6zkR4_lfZV2INlw,158,0.0,,0,7.5,9:30 AM to 5 PM,False,False,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweocFUiHY5tt68NMyRrbYlUZohC2srkmnAcALtodYTCbP4AesugvuLOJUEkZSKzxTDNIigWoeYkE_8bkNo7-ZUNzIa1fEj20fsjxVd_Elc59Ug47KYkRjzzujNVgaUjg5u0ROBhd4A=w408-h544-k-no
Prerana English Boarding Higher School,Boarding school,Boarding school,Boarding school,"P983+4R7, Kathmandu 44600, Nepal",P983+4R7,Boudhha,Kathmandu,,44600,NP,27.7152935,85.3545392,+977 1-4471647,+97714471647,,ChIJqxyIi3wZ6zkR1u7jHUrVb-c,ChIJqxyIi3wZ6zkR1u7jHUrVb-c,155,0.0,,0,7.0,9 AM to 4 PM,False,False,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHsLZJcQwSJxZafSsiY9CccJMD1_210pU8y-lpwzP543BJTxs_YfNu_XiQdcBFobynTblZN5x2r3WQR_D1AL48A5f8-IvrxwjFRG7K3gz38JOgcyOUgHGcFB8I9UX2VPBotwbcxNVt_bC-EnhJ-JTCHs_IKnTvfT0KiPbXYWnlyAlGC3k7sYEP1oVZoRnkKa36bPQo=w408-h306-k-no
