name,category,lat,lng,place_id
तारकेश्वर न‍.पा वडा नं. ३ काे कार्यालय,Government office,27.7766056,85.2782899,ChIJX1iy2eMf6zkRouL_YWEzLM4
Fortune Link Solutions Pvt Ltd,Corporate office,27.7095343,85.2760647,ChIJ45ewT0MZ6zkR8eNoTZcF_cA
Basnyat Farm,Park,27.7659415,85.2931708,ChIJfZ06WAAf6zkRfReu3K6tFJ0
The Tiara Unisex Salon,Beauty salon,27.6985172,85.2811139,ChIJ_6WYHgAZ6zkRO0oilUdpRig
Hansamargha,Park,27.7212949,85.2922919,ChIJm4l_KgAZ6zkRRCoNILs47ls
Capital Spa,Beauty salon,27.6941114,85.2812782,ChIJ2bRxbAAZ6zkRVAOFPFh3KaA
SITAL BEAUTY PARLOUR & TRANNING CENTER,Beauty salon,27.6959045,85.2803223,ChIJA6Y1af5R96oRs8YRMFPSczY
Discomfort and cosmetic beauty parlors,Beauty salon,27.695837,85.2807969,ChIJwWYBG3sY6zkRBaxmWrKranM
Icell Mobile and computer Store,Technology park,27.7308807,85.2954842,ChIJEbbeOXwZ6zkReUozUMxsIOY
Shiva Shikhar Multipurpose Co Operative Ltd,Financial institution,27.6291119,85.3456924,ChIJ-fY3mn8X6zkR1N8zBXkbEVM
Thecho Mahila Jagaran Saving and Credit. Co.ltd.,Financial institution,27.6133741,85.3206556,ChIJTyzgBf4X6zkRHT72sq7ldMg
"RCIP-PIU, Lalitpur",Federal government office,27.6835963,85.309764,ChIJ-YVTupEZ6zkRWrBOlGRs3yk
Aakriti Saving & Credit Co-Operative Ltd.,Financial institution,27.6240026,85.3492336,ChIJXfjP3zEX6zkRaySUKxi8G-M
Nawaratna co-operative,Financial institution,27.6111686,85.3577887,ChIJt6sxWSoR6zkRzJZSWwxzXO4
सातमुल महिला बचत तथा ऋण सहकारी संस्था,Financial institution,27.621232,85.2821845,ChIJyUU0GdAX6zkRv_cp8Sy6txY
MEROMICRO FINANCE,Financial institution,27.5940615,85.3226331,ChIJI3cpIPIW6zkRK8GGIySUcX4
Shree trishul saving and credit cooperative limited,Financial institution,27.5970274,85.3246355,ChIJnfnnIGUX6zkRw9mjYgJ9hDc
Sumarga Saving and Credit Co-operative Limited,Financial institution,27.5956567,85.3229163,ChIJewRJ6fUX6zkRFdfkPydL4Zc
Prithak Savings & Credit Co-operative Ltd.,Financial institution,27.5901026,85.350432,ChIJUVoWBIEX6zkRkJ5sqoMvBUE
Kashmira Saving and Cooperative,Financial institution,27.6135311,85.3202562,ChIJJyghQQIX6zkRLvGZGnFpXIU
Sarathi Savings and Credit Co-Operative Ltd.,Financial institution,27.5974138,85.3235866,ChIJ38uCxSIX6zkR2ETV3d9PSJY
Pratibha Multipurpose Co-operative Ltd. Badegaun Branch,Financial institution,27.6158147,85.3544588,ChIJ11idaBsX6zkRTUUq67A7v1A
Mahabir Multipurpose Co-Operative Ltd.,Financial institution,27.6279141,85.3289071,ChIJCygCNxEX6zkReVoYWmg_jRU
Shree Tileshwor Multi-purpose Co-Operative Ltd,Financial institution,27.5969415,85.3244141,ChIJN80K0voW6zkRJ4c4k04NgZw
Mangaldeep Saving and Credit Co-operative Ltd.,Financial institution,27.6257877,85.3471183,ChIJsXJUikAX6zkRvkU0_Rb7dFk
कल्चर बचत तथा ऋण सहकारी संस्था लि.,Financial institution,27.6108023,85.3574025,ChIJfU_U-SoR6zkRipWAuzGSuOw
Swagatam Saving and Credit Co-Operative Ltd.,Financial institution,27.6347003,85.3187647,ChIJkdsbVgsX6zkRsi51eH5l_00
Simrik Saving And Credit Cooperative Limited,Financial institution,27.5943399,85.3236092,ChIJoRSh-PEW6zkRtzY5wo2bwQE
Navadurga Saving & Credit Co-Operative Ltd.,Financial institution,27.6162471,85.3190382,ChIJbYnE4AMX6zkRAXoRzDDMHKY
नेपाल पानी जहाज कार्यालय Nepal Shipping Office,Federal government office,27.6654848,85.3100657,ChIJk0lh5-4Z6zkRQe2Z-fzH3Pg
"तथ्यांक समन्वय कार्यालय, काठमाण्डाै(statistics coordination Office, Kathmandu)",Federal government office,27.679647,85.3335139,ChIJe4wCqEgZ6zkRKVMXFvyvsuM
Pratibha Multipurpose Co-operative Ltd. Chapagaun Branch,Financial institution,27.5953449,85.3226362,ChIJ-frqQHMX6zkRqNfLlo9O-cU
"Education Development and Coordination Unit, Lalitpur",Federal government office,27.6668045,85.326247,ChIJ7WILTtoZ6zkR9zGUo-KvNnE
Shyams land,Garden,27.5892737,85.3437318,ChIJQ1fqWgAX6zkR5zWR9OAR8TU
"Provincial and Local Governance Support Program (PLGSP), Program Coordination Unit",Federal government office,27.6937007,85.3253656,ChIJTebOVR8Z6zkR8vZa8Q7EEC4
National Dairy Development Board,Federal government office,27.6798443,85.3109352,ChIJnSFmSz8Z6zkRktZ01ufZjJ0
Jharuwarashi Samudayik Ban,Community garden,27.6093685,85.33631,ChIJYW5L3RMX6zkRIpKUIYm70gA
godawari nagarapalika ko mahila bhaban Jharuwarasi,Garden,27.6083773,85.3369592,ChIJ1cchWQAX6zkR48fsQeglfkY
Samikchya Suyog,Garden,27.6372898,85.3297528,ChIJv7waPAAX6zkRRgFFPjZjcQk
Kenari Farm,Garden,27.5914845,85.3265449,ChIJVye75AgX6zkRjVx1Nfza6gg
New home,Garden,27.5863705,85.3086602,ChIJqRbmIQAX6zkRvDm_qa8P6ZE
Pokharitar park,Park,27.6076638,85.337214,ChIJqWb4PAAX6zkR-mKX_0Cncw8
Aayusha home,Garden,27.622491,85.341095,ChIJz2RlOwAX6zkRMUkSO0iSYi8
KC tol Pipal tree,Garden,27.6059682,85.3078525,ChIJWTaaJwAX6zkRnc_yUOhyMpY
Bhumi Kheti Pvt. Ltd.,Garden,27.6047712,85.2834323,ChIJr7oS0oMX6zkROqLEG9JyD3Y
mountain beese farm dhapakhel,Garden,27.6260753,85.3265067,ChIJv8hG-q4Z6zkRS0tWLVMwOhg
Benoj Foundation,Food bank,27.6574688,85.323152,ChIJKVtSKXAqgy4RsnXL2yAgH3o
Sanu's Bagaicha,Garden,27.6089425,85.3475915,ChIJRRpvCgAX6zkRik8Lmi8-AuA
DAMAITAR HEIGHT,Garden,27.6283253,85.357526,ChIJL3jQZwAR6zkRcsL5t8zkLnQ
Prakriti Palace,Garden,27.624396,85.328915,ChIJ6xslXQAX6zkRBBhQW2rJQ8g
Uprety's land,Garden,27.6267323,85.2974626,ChIJzSsDKQAX6zkR-LyDqfFNTmw
Chandra & Surya Home,Garden,27.5859886,85.3466644,ChIJZ7ruEIMX6zkRqRB7tcSowMY
Can,Garden,27.6364858,85.318346,ChIJiSJWUQAX6zkRcFbgNltusH4
"Wada No. 14, Badegaun",Government office,27.6178851,85.352584,ChIJcV9tdysX6zkR5JgdSU2lo8E
Triyogi land,Garden,27.5978848,85.2958168,ChIJfabDXQAX6zkRSZ_kcPodP3A
Aryal Krishi Pasal,State government office,27.5962537,85.3231676,ChIJmWDGAAAX6zkRH_xdjiG3fc4
Lalitpur Metropolitan City Ward 24 Office,Local government office,27.6279629,85.3278434,ChIJo_SAVwAX6zkRrh3iB2jq_Tg
Office of Ward no 12 Godawari Municipality,Local government office,27.615582,85.3190157,ChIJ-6F-OAAX6zkRVhhGuwfDfTs
Lalitpur Drainage Planning Plant,Government economic program,27.6745888,85.3373796,ChIJJ-qcD-kZ6zkR_GII_EbSnpY
Chibahal municipality,Local government office,27.6371677,85.3186007,ChIJiS1v6Z0X6zkReIvqMfSEJFE
lalitpur,Garden,27.5864935,85.352382,ChIJn0ZBd3kX6zkR9ELJHmgF_XM
Godawari 12,Government office,27.6155812,85.3190393,ChIJY_RUEIUX6zkR36qniHZfF_c
दक्षिणकालि नगरपालिका ४ नं वाड,Local government office,27.6266137,85.2867123,ChIJp6akQvoX6zkRB1s-u2g2QG0
White String Production,Photography studio,27.6375821,85.3182501,ChIJlxywPgAX6zkRbyuNfeI4vPw
काठमाडौँ उपत्यका खानेपानी लिमिटेड,District government office,27.6065061,85.2962322,ChIJoVbXXtsX6zkR0SIjKqxfcnw
KUKL Muldol Pump Station,Government office,27.585657,85.3295781,ChIJmTfzNAAX6zkROZTi08PVS0w
KUKL Chapagaun Office,Government office,27.5946854,85.3225785,ChIJRybqDAAX6zkR5zKlp_S_GsE
KUKL Office,Government office,27.6146054,85.2816678,ChIJkawNwPUX6zkRDz_9PGK9rYI
Forest Products Czech Post,Government office,27.5965603,85.3234352,ChIJb6Fq0PEW6zkRq8xTu1uZEUo
□■●,Government office,27.6351224,85.3285749,ChIJXYrmsTUX6zkRqaOqQ8E8pZ8
LakuriBot Hariyali Park (लकुरिबोट हरियाली पार्क),Garden,27.6207365,85.3235563,ChIJtU07dwAX6zkR3WJF5sPHB3A
Godawari Municipality Ward 11,Government office,27.6018669,85.3225611,ChIJLRasrbUX6zkRshXK2dgdDGg
Thaiba wada office,Government office,27.6201968,85.3493784,ChIJSdaqXgAX6zkR2CEy4VPlckw
Godawari Municipality ward no 9,Government office,27.601811,85.314011,ChIJ8cT5BAAX6zkRSLv9Ub2a5NE
Bungamati Park,Garden,27.6290085,85.3017726,ChIJ2cZRKAYX6zkRXnUDnpq5-mc
Ward 8 Godavari Municipality,Government office,27.596543,85.291369,ChIJYZb6AAAX6zkRZ7Qs_CMyxbI
पिपल बोट,Garden,27.597972,85.345749,ChIJzZlSWAAX6zkRc1Y9UZRKL0A
Kaazi,Food bank,27.6774953,85.3284824,ChIJh0647SAZ6zkR5wHHmUJdUA4
Chinesefoodhub,Delivery service,27.6750659,85.3051133,ChIJEzkGEQAZ6zkRzBD7paloKpA
Shyaron frozon momo,Food bank,27.6591542,85.3112694,ChIJLQOwEGQZ6zkRijE8VA6W5M0
DelightBox,Food bank,27.676663,85.3172498,ChIJow292goZ6zkRKbl1e8gqKzo
MEAT PICKLES,Food bank,27.643691,85.324109,ChIJQ28QY3gX6zkRy-nobhPFaUs
"Godawari Municipality, Office of Municipal Executive",Local government office,27.6064004,85.3279851,ChIJ6c0AdeQW6zkRI3wXioPgGNc
New Prakriti Garden,Garden center,27.6268,85.3302117,ChIJx23zjpYX6zkR5D84ve1vEKc
Happy Valley Garden,Garden,27.6513232,85.3513978,ChIJT-ldAAAX6zkRL1y5TKXvajE
Eco friendly society garden,Park,27.6297081,85.3150288,ChIJWyxEDgAX6zkRsyhYE-Zpgz0
Kausi Garden,Garden,27.6061204,85.3256414,ChIJJ-PxYykX6zkRXYj6ejMBA8Y
Lovely Pets Cymbidium Orchid,Botanical garden,27.615453,85.3552869,ChIJv1YdLNUQ6zkRRiSwrCbvlgk
Garden Road,Garden,27.62442,85.3447171,ChIJ86OvIgAX6zkRcWKMe9SnSEc
Friendship Piyaji Station,Food bank,27.6689652,85.3498257,ChIJGZZbYU4Z6zkR3QoUR7tu3As
"Godawari Ward No 13 Office, Jharuwarashi",Government office,27.6117314,85.3386335,ChIJk78UuycX6zkR9Uslv5IEOBg
BIRYANI AT YOUR DOOR,Food bank,27.6461714,85.3050392,ChIJCyA4XN8X6zkRxqiOq9hqi6o
Sharma mobile point,Mobile home park,27.6922334,85.329534,ChIJf2L1fAAZ6zkRIx_-JHgniUM
Shrestha 1086,Gym,27.6194828,85.3256471,ChIJy0XyUQAX6zkRcxYuNbWY1Vk
Binod han,Mobile home park,27.6267867,85.3317133,ChIJeflwaAAX6zkR-AZpnou_MdY
Harisiddhi Public Workout,Gym,27.637487,85.3423956,ChIJq6L7JxUX6zkRbmKsGvrTpdo
sandip house,Mobile home park,27.6746805,85.2739448,ChIJJUaAExwZ6zkRBzipQvW1sgw
sandip house,Mobile home park,27.6698728,85.2678134,ChIJDQ_YTOoj6zkRfY-3OBIvPzE
Fitness House,Gym,27.6343001,85.3524022,ChIJoyKMRQAX6zkR4CqZzd8jZVI
Wami Fitness,Gym,27.6043303,85.3255853,ChIJuQXYXgAX6zkRcPZwJe3rs_w
Peace Garden,Memorial park,27.676629,85.3370489,ChIJBZ5KfukZ6zkR7O4ghBMHtrE
suwarna Memorial Park,Park,27.6783646,85.2847895,ChIJDxZA514Z6zkRpObI4ZMQUtI
Sumangal Park,Memorial park,27.675013,85.281373,ChIJJ1Zg4A0Y6zkRTkAOpb2qlhY
Himalayan Fitness & Gym,Gym,27.6450328,85.3201194,ChIJjXSs8FIX6zkRFjoxh0-ckD8
Madan - Ashrit Pratichhyalaya,Park,27.611338,85.3574767,ChIJi5evTAAR6zkR86ByDAMPUCg
Muna Madan corridor Park,Park,27.682028,85.341724,ChIJA5kRFecZ6zkRTnIQZaegQtk
New Step Fitness Center,Gym,27.6422933,85.336518,ChIJQTxn834X6zkRepL2y0Hr70I
Open Gym and Park,Park,27.637672,85.317603,ChIJfWwnVwAX6zkRGnYQAzDWklQ
Ace Fitness,Gym,27.6431781,85.3190866,ChIJ_wZIEMUX6zkRp0z6cMgDv_A
"जिल्ला सरकारी वकिल कार्यलय, ललितपुर",Government office,27.6664926,85.3181669,ChIJh8nK-4QZ6zkRj5ebowufLUc
Gurkha Action Pre-Military Training Academy ( Training Ground ),Military school,27.6657433,85.2981842,ChIJj85pqX4Z6zkRRCTWIEUePjw
Bhagwoti Beauty parlor,Beauty salon,27.68138,85.3436499,ChIJUUV1m8wZ6zkRAvN1hJZQBWE
Nirvana Leisure Centre,Gym,27.620604,85.3282267,ChIJkfE6txsX6zkRNFQwZQIs_iM
Energym Thaiba,Fitness center,27.6271875,85.3468125,ChIJ9RXaFgAX6zkRZcU_XOfEGYk
82 Gym And Fitness Studio,Gym,27.6460506,85.3370712,ChIJK4FePSMX6zkRJVI7AbDr0Jw
Charming fitness and dance studio,Gym,27.6335815,85.3434868,ChIJgZKHgqgX6zkRknewCyJOBq0
Boostup Fitness and Gym Club,Gym,27.6106157,85.3571375,ChIJ7TW4ZQAR6zkRa8OOFClsdxQ
Binayak Sports Complex,Sports complex,27.6396014,85.3201959,ChIJ9Tzlso4X6zkRVI1hzm9zjhs
Evergreen Fitness and Gym,Gym,27.6275413,85.3037414,ChIJcdEomJEX6zkRNov0a9Zaqk4
"Mahalaxmi Municipality Ward 6 Office, Siddhipur",Local government office,27.6468888,85.3562876,ChIJAXnIkbIQ6zkRVlnab_GcU3g
Lalitpur Metropolitan: 21 ward Office,City government office,27.6356649,85.298087,ChIJs7Eg4JUX6zkR9bemEbxAq3Q
Lalitpur Metropolitan City Ward 27 Office,Local government office,27.6307207,85.3176788,ChIJu05auQsX6zkRtfJ0uJ9W890
ZOOM FITNESS AND GYM CENTER.,Fitness center,27.6104386,85.3582644,ChIJj27VXioR6zkRKtUL6R_rPpE
Godawari Ward No 4 office,Government office,27.5938656,85.3488079,ChIJB7fovn0X6zkROZjffj0YLRE
Nirvana fitness centre,Gym,27.6040652,85.3248202,ChIJv8C5mK4X6zkRJQe8kAJ-5hE
Bajrabarahi Open Gym,Gym,27.6050826,85.328711,ChIJOYJkNZMX6zkRqkJSINd3THs
Lalitpur Metropolitan City Ward 29 Office,Local government office,27.6350535,85.3408727,ChIJcUoRSxgX6zkROkK638ob3Ak
"Post Office Godawari Municipality, Godawari, Lalitpur",Post office,27.6075745,85.361079,ChIJGY2ZOQAR6zkR_bgPSjsBey4
Postal Services Department,Post office,27.6246703,85.3479213,ChIJr73g2TEX6zkR1O6g1BNoKNE
Club Joy Fitness: Health and Fitness Center | Best Gym in Lalitpur,Gym,27.6240856,85.3198716,ChIJHRnuJO8X6zkRRCmMv57O8o4
Lalitpur Metropolitan City Ward 28 Office,Local government office,27.6375081,85.3421333,ChIJiapvoEcX6zkR-KBG4YSIhGY
Lalitpur District Administration Office,District office,27.6665642,85.3173857,ChIJi3aNUgAZ6zkRHM7rFN9YbUA
Godawari Nagarpalika Ward No.10 Office,Government office,27.6212218,85.3500655,ChIJaX5nSwAX6zkRnbHiIkB8140
Bajrabarahi Sub Division Forest Office,Government office,27.5965647,85.3235485,ChIJFWt-0PEW6zkRGyVaEk-ZQLQ
Madan Bhandari Smriti Vatika,Memorial park,27.681429,85.3433998,ChIJT3dsQO0Z6zkRE_IxRyHpbvM
Ta: Pha Khala,Park,27.6346842,85.3401537,ChIJ00qsNwAX6zkR6r5LpdnOHls
"Sheraphat, Dhunge Dhara",Park,27.5970743,85.3191678,ChIJ7_1Z73sX6zkR5kKCq0J9SwI
Pokhari Taar 😍,Park,27.615424,85.3420486,ChIJDR_6cQAX6zkRnOKT5rBT3Ks
Photo studio,Photography studio,27.6342025,85.3505621,ChIJb1dpO5sX6zkROoh4Cd2SR_w
leven leven photo and video services,Photography studio,27.6190088,85.3514499,ChIJMbfJRsQX6zkRbi39NSGsjGw
Sanjita mahat and Anil mahat,Park,27.5891706,85.3333687,ChIJ2ePmBgAX6zkRb-9mFepjEXA
Aaitabare Dada,Park,27.5934549,85.29811,ChIJO9uYRgAX6zkRL8S1PJAdGSQ
Pako dhara,Park,27.6145148,85.3288297,ChIJLf99PEQX6zkR80LeYYtllxk
Khaa pukhu,Water park,27.6355124,85.340606,ChIJs-y6spUX6zkRr--NisFsRk8
Peace dada,Park,27.5999668,85.3369015,ChIJX1nMPQAX6zkRmLTlE7jEY8k
Bhansa pukhu भन्सा पुखू (तध पुखू),Water park,27.6039693,85.3252463,ChIJLShzuxcX6zkRg8GWKjEEVM8
Champi Temple Park,Park,27.6027915,85.3126054,ChIJ7zwKJwAX6zkRi4Sgxpp-Z1I
Tika agro nursury,Park,27.61292,85.3550104,ChIJK5fFOZsR6zkR0WNk86nunfc
Kipa Kunda,Photography studio,27.6286855,85.3019955,ChIJUSBoTAAX6zkRSgmzzGF8VcM
Laan khaa phukhu,Water park,27.6353009,85.3410314,ChIJgeiWr-EX6zkRENxmb_Ugh_E
hps photo center,Photography studio,27.635949,85.3003259,ChIJ7V-cYwkX6zkRERIcW6hvg94
Ultimate Multimedia Pvt Ltd,Photography studio,27.635889,85.2977767,ChIJ0bSiIz4R6zkRegCMqAzlerQ
Nepalese Soulz,Photography studio,27.6061567,85.3257495,ChIJAbNfr1AX6zkRSRA6M9ldGPE
Saphal sundar sewa pvt ltd,Photography studio,27.6238728,85.3200217,ChIJRTNlDgAX6zkRVEsUipjqzrk
Pyangaun budhanilkantha mandir lalitpur pyangaun,Park,27.5981846,85.3250059,ChIJxyt8UAAX6zkRNLN7k6QAY04
"Chhampi Bhanjyang, Godawari, Lalitpur",Park,27.608553,85.3073674,ChIJSaxtBwAX6zkRaj_euo8nQew
bishram sthal,Park,27.5999303,85.3491401,ChIJn7CyBQAX6zkRKbx79CT9KIE
FirFirey Dada ploting,Park,27.6209625,85.3176406,ChIJxZ1IUgAX6zkRKPHfo234ZF8
Siddhipur fitness gym,Gym,27.6507419,85.357216,ChIJV3WlgLMR6zkRP8wGO4fGvqo
Niba,Park,27.6360402,85.3404357,ChIJ9U1F4qgX6zkRdY0R0VyI9Jc
Satmul Public Water Tap,Water park,27.6219758,85.2788816,ChIJH03BcmsX6zkRilNyDReAL_s
Lions Forest,National forest,27.6000447,85.3524841,ChIJG_DUUHsX6zkRqOhNDxWNKBA
Naukotay Sunrise and mountain view point,Park,27.6022205,85.2785209,ChIJ9RqIIAAX6zkR4eUIx0pXlzQ
Dhokapini children park,Park,27.630412,85.3043633,ChIJV_kxIQAX6zkR4-zV_Is6O8M
Simthok Pokhari jharuwarashi,Park,27.6174128,85.3404588,ChIJIfavRt4X6zkR_zx4ClAmreQ
Ward 4 Office Dakshinkali Municipality,Local government office,27.626025,85.2850065,ChIJk-Tx8hkX6zkRR4TGCJIwUsU
Civil Engineer Office,Corporate office,27.6384354,85.3176375,ChIJCedH_5YX6zkRoNO0IvFRxlg
Viewpoint Park,Park,27.6238487,85.316852,ChIJc6ulQwAX6zkRAX9XCDx9z0Y
CIUD Bungamati Office,Corporate office,27.6285875,85.3027987,ChIJJ_lN6ooX6zkRaMZ4B4tHGsg
Sky cable- godavari office,Corporate office,27.6079803,85.3541566,ChIJ3csYHIgX6zkRqrtcjmR3lO4
Godawari Ward No 1 Office,Corporate office,27.6242141,85.3583186,ChIJ0x5hetIQ6zkR9-GgkQB19hE
Lalitpur Metropolitan City Ward 26 Office,Local government office,27.637844,85.3176633,ChIJ_bmkhHQX6zkRsGfIN1YqFoM
Office,Corporate office,27.6391237,85.340026,ChIJOycqYwAX6zkR-43exAvtFyU
पिंग: हिति,Water park,27.6297291,85.3209176,ChIJd_6_NeEX6zkR7OHmXca74u8
Satyam Digital photo studio,Photography studio,27.6095599,85.3561359,ChIJdeVgIisR6zkR7Y8nglXZ3BI
Sabudada,Park,27.600192,85.2935775,ChIJVUCgZQAX6zkR-NJOgoF7Ggs
Pharphing Flag,Park,27.6277844,85.2828718,ChIJXTgaQwAX6zkRZiTXftdU7a0
Limbu ban,Park,27.6198437,85.3306845,ChIJr5uEcQAX6zkRAYUe5UWcRVc
Itaiti,Park,27.5876735,85.308575,ChIJBRvrckMX6zkRSYE5XoUv_3E
Chalnakhel View Point,Park,27.6373219,85.2803434,ChIJKyqMPHMX6zkRl9S4lSA4Zqw
Thapa gaun Community House,Park,27.6265784,85.3159541,ChIJL9G-VAAX6zkRRlmVZlhPo14
Haruni Investments Ptv Ltd,Corporate office,27.6356214,85.3283174,ChIJEzjVrQkX6zkRZQXAdsvtZ_4
Gala Park/ Gale Park,Park,27.636615,85.3393437,ChIJy2AXNgAX6zkRWfjXXpaVwSs
Rey Productions,Photography studio,27.6375913,85.3031965,ChIJQ1-4CgAX6zkRp4PlSqhBXXo
Khelbu phat,Photography studio,27.5858965,85.3099409,ChIJCQtZZgAX6zkR-CYGZUsVcQU
AJ Clicks,Photography studio,27.6335142,85.3193173,ChIJh3cSJQAX6zkRqQuriZ1V_pg
Riken photography,Photography studio,27.6328608,85.3188861,ChIJm7tMEwAX6zkRzYzzewQIriU
Bhairab Digital Photo Studio,Photo shop,27.6288713,85.3037497,ChIJK180VqMX6zkRJjcewTwjoms
Aaitabare Dada,Park,27.5882257,85.2871908,ChIJlZxYOgAX6zkRIEQM8uHyqwY
Classic films,Photography studio,27.6014679,85.320884,ChIJ3yI3CwAX6zkRIo-Y_GJpxok
Panda Studios,Photography studio,27.6037254,85.3238287,ChIJX-D8mMQX6zkRqw8DvesNAtQ
Bunga park,Park,27.6294772,85.3009968,ChIJyzy6dwAX6zkRdQqLYnzVzns
Sangam House,Photography studio,27.5897107,85.3489377,ChIJgelXDHUX6zkRFMcIeCyEpdA
Purano Healthpost Chowk,Post office,27.6779223,85.361872,ChIJp1j4MAAb6zkRRZwUEHrOflY
अर्याल प्लम्बिङ्ग सर्भिस,Post office,27.6642299,85.3152319,ChIJnWDdOwAZ6zkR8-Zc1mF0PjY
Ward 2 Office Dakshinkali Municipality,Local government office,27.6308007,85.2876938,ChIJw7ETfaAX6zkREtmU7ertx9I
Dipawali Marga Satdobato Lalitpur,Post office,27.6594315,85.3247951,ChIJ7ehQUgAZ6zkRXul09Oouzcc
Gidawari park small pokhari,Park,27.6064782,85.3622491,ChIJC3sIGQAR6zkRvRxocXyXSwQ
"Genral Post Office, Pharping",Post office,27.6103261,85.2678296,ChIJ__OWil496zkRxVMq9XbR1bM
Ruen studio,Photography studio,27.6328546,85.3188797,ChIJg3nkSwAX6zkRTKFThFXQKXg
Everest Postal Care,Post office,27.6723307,85.3160292,ChIJg4wRGs0Z6zkRdvO3vE-TRAs
Imadol Post Office (44705),Post office,27.6594734,85.3434572,ChIJk__3oOIZ6zkRp9oMf4vdtcQ
Station5564,Post office,27.6563294,85.3419739,ChIJx2VueAAX6zkR0DYPIF40suE
"Websurfer Internet branch office, Godawari",Corporate office,27.6131272,85.3573222,ChIJpU8uUSsX6zkRjG795SNcfpc
न्हु:तु: साफल ध्याक्व मार्ग हरिसिद्धि,Park,27.6365627,85.3409131,ChIJx63iGE4X6zkRURMTiUOYy3g
Jharuwarashi Pipalbot Chowk,Park,27.6155691,85.3394406,ChIJQ7C-VgAX6zkRf1e8wiTABDo
Naya YUWA Party,Political party office,27.6883742,85.2841687,ChIJ4wZoQW4Y6zkR4wp65lhnoXk
Communist Party of Nepal (Unified Socialist) Kathmandu District,Political party office,27.6817885,85.3404326,ChIJfTNh4fkZ6zkR8GWqF96X6Ms
Pacho Phalcha,Post office,27.6115505,85.3188272,ChIJfdS1rcsX6zkRJsGwkWPYxXI
Unified Communist Party Of Nepal,Political party office,27.660938,85.319345,ChIJ97bhetYZ6zkRUkDITIxexI4
नेपाली काँग्रेस महालक्ष्मी नगर समिति,Political party office,27.658063,85.34693,ChIJC7u1NRMX6zkRK9D7fFmrxoA
ई. कृष्ण महर्जन सम्पर्क कार्यालय,Political party office,27.6510894,85.3549209,ChIJGThsXAAX6zkR4YEKm_hRPnY
"People's Socialist Party, Nepal ( जनता समाजवादी पार्टी, नेपाल )",Political party office,27.6724798,85.3349295,ChIJhVI4u4YZ6zkRsji8WEVv5Yw
Aam Aadmi Party Nepal,Political party office,27.6918732,85.3362588,ChIJBaAErpcZ6zkReeZM2tMBoMk
Image Tech Studio,Photography studio,27.6377794,85.3457422,ChIJ-znCZAAX6zkRXy7_AFFzG-c
Postal Counter Dhapakhel Lalitpur,Post office,27.6252952,85.3264828,ChIJC5_GttEX6zkRRTw75Pk2cMo
Anandam Farm House,Park,27.6010519,85.3493761,ChIJ7S1fSgAX6zkRUN4IQFQa0mA
Samajik Loktantri Party Office,Political party office,27.6625679,85.331669,ChIJA18n2mkZ6zkR-3cpDtNOWVs
साँघु पाखा,Park,27.620264,85.343377,ChIJUW6N3HcX6zkRinbLRzWYF1c
Prayag pokhari,Post office,27.6587525,85.3247183,ChIJEz5ZGAAZ6zkRX8fDy1gt8iQ
Nationalist Peoples Party,Political party office,27.6934681,85.3313253,ChIJjSp8IRwZ6zkRqCDwmmEk6mM
"District Post Office, Lalitpur (3080203)",Post office,27.6784946,85.3208866,ChIJ3caaHMkZ6zkRJKYZvtNT9BM
Kaya boxing gym,Boxing gym,27.6657016,85.3370306,ChIJ38EF2OYZ6zkRl-muBXWgvic
Bakhacha,Park,27.6357925,85.2953581,ChIJL5jVdJUX6zkRTz__h6VSN-U
Eagle Fitness Center,Boxing gym,27.690337,85.3098639,ChIJpXDoSkwY6zkRA0MFO5e75ig
MANTRAM,Photography studio,27.6240278,85.3208178,ChIJS8OK0bwX6zkRasep-AF_5ls
pipal bot (chautaro ),Garden,27.6019795,85.2904068,ChIJxS3HAQAX6zkRyPQH-d4kKSs
National muaythai academy,Muay Thai boxing gym,27.6391129,85.2801825,ChIJgzfhEwAX6zkRg2ycbOmJ5qE
Kapali Park Chapagaun,Park,27.6023551,85.3223757,ChIJWdg_jQ4X6zkRMe7E8YkzKO4
NBBH Park (Bal Maitri Bajrabarahi),Park,27.6028697,85.333872,ChIJM5Ugu2wX6zkRziyZKtMIIYU
"Chhyasikot Park, Chhyasikwah",Park,27.6350811,85.3053943,ChIJs_seyTcX6zkRVe6fjc41bjw
Nepali Congress District Office Lalitpur,Political party office,27.6524763,85.3178451,ChIJH0qep14X6zkRcFONyNXTNS8
Bamboo Chair Park,Park,27.6008291,85.3128076,ChIJ_T3f7lcW6zkRxElwso4qAEs
Public Fitness Park,Park,27.6349745,85.3399475,ChIJDfRNPAAX6zkRqQzTtT8UcTU
Bulu Park,Park,27.6011061,85.3265959,ChIJGYOtQKMX6zkRY4iEGk62dfc
Rastriya Mukti Party Nepal,Political party office,27.6887521,85.344485,ChIJ367lVAAZ6zkR-UBSpN_P2ws
Nepali Congress Central Office,Political party office,27.6831439,85.3006766,ChIJxaTAC0cY6zkReEyX4HQgGo0
Bataase Park,Park,27.5914747,85.3316377,ChIJ4WfKVvoX6zkR_ai7Eu39isk
Vajra Fulbari Nagar Udhyan (Dikulpuja Park),Park,27.6074903,85.3331856,ChIJK3979vQX6zkRGyFuSDuvEhs
