name,lat,lng,reviews_count,weekly_hours,cafe_individual_score,cafe_weight,banks_count_1km,banks_weight_1km,education_count_1km,education_weight_1km,health_count_1km,health_weight_1km,temples_count_1km,temples_weight_1km,other_count_1km,other_weight_1km,banks_rank,education_rank,health_rank,temples_rank,other_rank
Unik Fast Food And Cafe,27.6774892,85.3985,14,85.0,0.6974513049774942,0.6974513049774942,38,19.312032734199633,42,15.503630978111751,50,21.03819604368424,128,52.74637057851396,49,20.89131223937524,565.0,526.0,493.0,699.0,632.0
Alex and Aliz Snooker House,27.6784628,85.3922811,5,85.0,0.6306420557716643,0.6306420557716643,37,18.4401822668528,20,7.5892396566014035,23,9.574624062055744,149,61.70547299214165,50,21.437667476174667,657.0,632.0,634.0,486.0,599.0
"The Wings Factory, Radhe Radhe",27.6776843,85.3985322,316,85.0,0.9198971902464955,0.9198971902464955,38,19.312032734199633,42,15.503630978111751,50,21.03819604368424,127,52.35748168957877,49,20.89131223937524,565.0,526.0,493.0,713.0,632.0
5I Restaurant,27.6844567,85.4109168,13,85.0,0.6924208470843213,0.6924208470843213,6,3.7087486409167263,38,14.306577076201918,35,14.911943765293323,29,11.60566650804343,25,10.703853912983076,1106.0,588.0,614.0,1134.0,1004.0
Baguette Bakery,27.6989739,85.3740729,9,85.0,0.6678877412421497,0.6678877412421497,8,3.5963651464388606,0,0.0,1,0.3939914982044257,30,12.69812663102854,22,9.027678847208698,1113.0,1261.0,1194.0,1080.0,1079.0
Foodies Cafe,27.6649422,85.3727468,0,85.0,0.5,0.5,28,14.578043295306532,2,0.8125108499600547,4,1.6772337972452762,50,21.57511121376179,30,12.744718784708873,819.0,996.0,1041.0,871.0,940.0
Restaurant,27.6784335,85.471726,0,85.0,0.5,0.5,1,0.7543930975284249,3,1.0484848485293112,2,1.0247921066667594,25,10.761278141404818,7,3.3390757058025393,1185.0,964.0,1167.0,1152.0,1247.0
Bhatbhateni Food Park (Bhaktapur),27.6750698,85.397268,71,85.0,0.8118233575614886,0.8118233575614886,38,19.350669087453404,38,14.04593462009378,48,20.24719972072997,132,54.389822803512864,55,23.634188007765708,554.0,596.0,534.0,650.0,444.0
BUBBLE TEA (ORIGINAL) BHAKTAPUR,27.6712877,85.429486,2,85.0,0.5801028097535045,0.5801028097535045,65,31.445596253098525,176,55.916468521948126,177,74.82108390705869,250,103.75217991884816,126,49.061864093765735,7.0,72.0,31.0,68.0,5.0
"Chwassa Jhol Momo,Kadaghari",27.695556,85.3737381,13,85.0,0.6924208470843213,0.6924208470843213,9,4.2161277759721685,0,0.0,1,0.3939914982044257,33,14.2143410622852,24,9.78573192884155,1094.0,1261.0,1194.0,1027.0,1039.0
New City Top Rakesh Special Panipuri House,27.6675754,85.4263916,0,85.0,0.5,0.5,58,27.998627882193965,172,54.892007333955135,155,65.4139872711591,254,105.8991538992469,122,46.69026228499107,174.0,149.0,171.0,20.0,155.0
Seto Parda Khaja Ghar,27.6739305,85.3686086,5,85.0,0.6306420557716643,0.6306420557716643,29,15.197805924839841,2,0.8125108499600547,4,1.6772337972452762,46,19.00257629941776,31,12.107428930301037,767.0,996.0,1041.0,883.0,954.0
Yunisha Bhojanalay and Mo:Mo: Center,27.6730145,85.3859484,6,85.0,0.6418816010661614,0.6418816010661614,42,20.516788891821722,6,2.0143237049817846,12,4.478797178416416,152,63.418340366616526,53,22.37029153804141,486.0,767.0,715.0,433.0,531.0
Alphabet Pizzeria,27.6722963,85.4241239,950,85.0,1.0,1.0,63,31.020315348743225,177,56.40978655223312,169,70.64543114896001,248,103.16617145500541,122,47.17576210355532,92.0,40.0,136.0,110.0,127.0
Chhusyaki Traders,27.6772092,85.4408656,21,85.0,0.7253763116754715,0.7253763116754715,36,16.919155159625518,98,32.24061521932538,91,38.96782696739926,204,86.1130544883334,87,35.009339502426265,715.0,386.0,375.0,330.0,351.0
Café:In,27.664202,85.4217985,12,85.0,0.6870174332905029,0.6870174332905029,49,24.595821764312202,145,46.31439559675727,130,53.764458258394974,193,80.85851414390078,98,37.64771428625088,295.0,279.0,292.0,345.0,340.0
Ujjwal Cake And Chiya Pasal,27.6694587,85.3658763,0,85.0,0.5,0.5,27,13.967923840302332,2,0.8125108499600547,3,1.0444519779701318,40,16.973781989030492,23,9.23921285617207,832.0,996.0,1109.0,904.0,1075.0
बर्गर हाउस,27.6727151,85.4258303,155,85.0,0.8681987350803272,0.8681987350803272,64,30.82748492990018,174,56.19623499396395,171,71.37211427524545,250,103.96874268060793,122,47.38489393036072,103.0,53.0,117.0,57.0,120.0
Akarshan Cafe,27.6643186,85.4248565,6,85.0,0.6418816010661614,0.6418816010661614,51,24.23089074898921,149,47.25211540502117,129,54.03012828702086,229,96.0363329693762,109,42.575336217132275,301.0,272.0,290.0,281.0,272.0
Awal paha chhen,27.675937,85.433786,0,85.0,0.5,0.5,56,27.399801873783737,154,50.13465867994917,156,66.94514638812869,241,100.32518976577083,116,45.63672406504728,195.0,235.0,159.0,219.0,197.0
Baiga Vutoo,27.6724496,85.429542,13,85.0,0.6924208470843213,0.6924208470843213,64,31.102161909654388,173,55.02496591829111,177,74.35139665002774,247,102.57252485498859,126,49.061864093765735,55.0,140.0,37.0,138.0,5.0
bhaktapur juju dhu pasal.,27.6729218,85.4315966,1,85.0,0.55053924601816,0.55053924601816,64,31.102161909654388,172,55.97165043646939,178,74.97902209452222,244,101.49817116362298,123,48.22972123653432,55.0,68.0,26.0,178.0,83.0
Chhito Mitho MoMo,27.6822725,85.3890198,6,85.0,0.6418816010661614,0.6418816010661614,39,19.564337993977038,6,2.1269537568644656,11,4.283799654256116,147,60.80519535698428,46,19.396291178683192,517.0,745.0,736.0,508.0,712.0
Chimpooz Kitchen,27.7101837,85.4024352,7,85.0,0.6516177380544796,0.6516177380544796,1,0.7220158820719793,2,0.7641212700174689,0,0.0,11,4.886208025220731,4,1.435777884702337,1198.0,1185.0,1296.0,1307.0,1313.0
Classic Burger & Stick Food Service,27.6694417,85.428121,0,85.0,0.5,0.5,64,30.82748492990018,179,57.25333755224356,171,71.41646268493588,255,105.97220620781076,125,48.4859210352247,103.0,11.0,110.0,17.0,54.0
Dolakha Jiri Khajaghar,27.714817,85.4053523,13,85.0,0.6924208470843213,0.6924208470843213,1,0.7220158820719793,1,0.4863434921656171,0,0.0,11,4.86093335742655,3,0.9857283374633379,1198.0,1202.0,1296.0,1311.0,1319.0
Gaatha Restro and fast food,27.6716941,85.3880955,1,85.0,0.55053924601816,0.55053924601816,38,18.393258789484904,7,2.4417617719067644,14,6.082829602896941,146,60.82025760584595,50,21.38276925898285,664.0,728.0,655.0,505.0,605.0
Kaushaltar Jhol Momo since 2062,27.6734637,85.3647851,7,85.0,0.6516177380544796,0.6516177380544796,27,13.942202427431072,2,0.8125108499600547,3,1.0444519779701318,29,12.347342939544241,25,9.765522392687169,835.0,996.0,1109.0,1099.0,1048.0
Keshab Coffee Shop,27.6732069,85.4381559,16,85.0,0.7065772901240378,0.7065772901240378,47,22.470898875294125,135,42.36641953901268,118,50.410676107191186,235,98.01218240282441,109,43.125486116376386,370.0,318.0,319.0,253.0,265.0
Lumanti Cafe,27.6733741,85.4370836,0,85.0,0.5,0.5,55,26.783793718226576,146,46.03155622682408,151,65.31437491001446,240,100.16955563315894,117,46.13338319120799,210.0,283.0,172.0,222.0,178.0
MAHALAXMI MOMO CENTER,27.6639636,85.3672374,15,85.0,0.7021569840726396,0.7021569840726396,25,12.947439797861305,2,0.8125108499600547,3,1.0444519779701318,38,16.13329474229203,21,8.415370300809125,868.0,996.0,1109.0,926.0,1112.0
Manandhar Hotel,27.6661458,85.4362277,11,85.0,0.6811813017898243,0.6811813017898243,64,31.3075111250972,156,48.72615050633311,147,61.70896171283959,246,102.39487586493158,117,46.04673629115063,52.0,263.0,190.0,156.0,180.0
Nasajwolan Newa kitchen & Continental Food,27.6723271,85.424125,7,85.0,0.6516177380544796,0.6516177380544796,65,32.0064822275265,177,56.40978655223312,169,70.64543114896001,248,103.16617145500541,122,47.17576210355532,1.0,40.0,136.0,110.0,127.0
PEPE PIZZA bhaktapur,27.6754472,85.3971339,31,85.0,0.7526962300907996,0.7526962300907996,38,19.350669087453404,39,14.240379064563685,48,20.24719972072997,134,55.18046162175444,55,23.471517299896796,554.0,590.0,534.0,636.0,451.0
Pizza World Bhaktapur,27.6755211,85.3976867,255,85.0,0.9043139681452792,0.9043139681452792,38,19.350669087453404,40,14.426653574386066,48,20.24719972072997,130,53.59815865055246,56,23.841887670300093,554.0,580.0,534.0,672.0,422.0
Purushottam Newa Khaja Ghar Restro,27.6788682,85.4413761,108,85.0,0.8420589326861545,0.8420589326861545,33,16.13871468063057,83,27.62765077485477,84,35.79790519777743,171,72.1894848661239,78,31.699640853626228,736.0,425.0,404.0,361.0,361.0
Real Lhaphing Corner,27.6779378,85.3982604,24,85.0,0.7346969904479794,0.7346969904479794,38,19.312032734199633,40,15.029614778231574,50,21.03819604368424,129,53.09415206250385,49,20.89131223937524,565.0,541.0,493.0,688.0,632.0
Rojina Fast Food Cafe,27.6770892,85.3756588,3,85.0,0.6010784920363198,0.6010784920363198,46,23.2944116551726,2,0.8099228582392453,11,4.189874375306491,154,63.60238410177966,51,20.802932723235116,328.0,1144.0,748.0,425.0,646.0
Sandwich O' Clock,27.6768088,85.3980483,20,85.0,0.7219844108196658,0.7219844108196658,38,19.312032734199633,41,14.886491987156372,49,20.64046971821224,130,53.483040951439044,52,22.061748999056626,565.0,548.0,506.0,677.0,556.0
Syanko Katti Roll,27.67545,85.3980694,3,85.0,0.6010784920363198,0.6010784920363198,37,19.011004506436755,42,14.786790026653403,51,21.57809762370201,128,52.64991353967717,56,23.841887670300093,616.0,563.0,460.0,705.0,422.0
The 1990 Yummy Laphing & Momo Center,27.6692533,85.4250107,247,85.0,0.9019990842073822,0.9019990842073822,58,28.188504179569478,176,56.17968747385036,159,66.9861814375861,252,105.31532619361712,123,47.37706302521121,169.0,57.0,158.0,36.0,125.0
THE BIRYANI HOUSE,27.667819,85.3865575,162,85.0,0.8713991801072626,0.8713991801072626,25,12.148295416745412,4,1.4815856097126785,11,4.493542995416217,123,51.24307736587333,35,14.471359649020586,919.0,890.0,708.0,739.0,897.0
The Smoky Sekuwa House,27.6957576,85.3737676,3,85.0,0.6010784920363198,0.6010784920363198,8,3.5963651464388606,0,0.0,1,0.3939914982044257,33,14.2143410622852,24,9.78573192884155,1113.0,1261.0,1194.0,1027.0,1039.0
Zoom Eat Street,27.6727115,85.4266876,8,85.0,0.660205619507009,0.660205619507009,65,31.445596253098525,175,56.261777779168625,171,71.20024714400466,249,103.25150295928484,124,48.43139806941057,7.0,50.0,126.0,103.0,61.0
Durbar Cakes,27.6777134,85.399273,15,85.0,0.7021569840726396,0.7021569840726396,38,19.312032734199633,43,15.912056576684149,51,21.43218754188867,123,50.44588521442814,46,19.93675180951641,565.0,523.0,471.0,747.0,689.0
Kissing Fish Spa,27.6716587,85.4301434,1,85.0,0.55053924601816,0.55053924601816,64,31.102161909654388,175,55.797024077423146,178,75.06284846567736,248,102.90134322444024,126,49.061864093765735,55.0,84.0,13.0,125.0,5.0
Nimto MoMo Naan & Stick Food House,27.6652775,85.4256796,0,85.0,0.5,0.5,53,25.217761071358616,157,49.852380467443055,136,56.98275827396495,247,103.16318842165485,112,43.73259701689314,254.0,238.0,252.0,112.0,248.0
Kausi Restaurant,27.6664796,85.3658737,70,85.0,0.8108035826221174,0.8108035826221174,25,12.947439797861305,2,0.8125108499600547,3,1.0444519779701318,37,15.603412748469026,21,8.415370300809125,868.0,996.0,1109.0,983.0,1112.0
Bhimeshwor Mo:Mo & Chinese Stick House,27.6726938,85.3853502,83,85.0,0.8230629028559856,0.8230629028559856,44,21.118961816017297,4,1.623120001225628,12,4.478797178416416,152,63.418340366616526,54,22.612749391468203,419.0,815.0,715.0,433.0,510.0
Nashir Shekh Halal meat shop,27.6890815,85.3896465,203,85.0,0.887758591913862,0.887758591913862,18,8.949710928877257,2,0.8179250794674757,3,1.24614796727813,123,50.69631843395816,34,13.815425500766725,1034.0,989.0,1095.0,742.0,913.0
Darjeeling Fast Food,27.6604966,85.4279471,1,85.0,0.55053924601816,0.55053924601816,46,22.2725009826124,121,39.023173649575405,114,47.47414391676777,193,80.90297505695995,80,30.38034757429299,378.0,337.0,332.0,344.0,364.0
Newa Delights,27.6726948,85.4246997,0,85.0,0.5,0.5,65,31.616700259106207,172,55.51312872707181,170,70.71583657633651,249,103.50959546137071,122,47.50953538972394,3.0,109.0,135.0,86.0,114.0
Streat 9 fast food and cafe,27.6897621,85.3902949,1,85.0,0.55053924601816,0.55053924601816,18,8.949710928877257,2,0.8179250794674757,3,1.24614796727813,114,47.20225674960992,32,13.1491485360282,1034.0,989.0,1095.0,775.0,927.0
भि,27.6738307,85.4097828,8,85.0,0.660205619507009,0.660205619507009,22,11.79481171091934,87,31.14638877457518,84,35.92256310021905,38,16.107203805503836,59,24.505325511401733,930.0,394.0,402.0,950.0,399.0
Aakash sweets and chat house,27.67178,85.3647074,3,85.0,0.6010784920363198,0.6010784920363198,26,13.567202427394614,2,0.8125108499600547,3,1.0444519779701318,33,13.856498671298539,22,8.624809992419577,850.0,996.0,1109.0,1043.0,1110.0
"KFC, Thimi",27.6748653,85.3973167,583,85.0,0.964446804244965,0.964446804244965,38,19.350669087453404,38,14.04593462009378,48,20.24719972072997,130,53.61313677692656,55,23.634188007765708,554.0,596.0,534.0,670.0,444.0
Korean Sekuwa Corner,27.6747063,85.3653158,0,85.0,0.5,0.5,28,14.58768646983564,2,0.8125108499600547,3,1.0444519779701318,29,12.347342939544241,25,9.765522392687169,791.0,996.0,1109.0,1099.0,1048.0
Lasa Kusa (Newari food) restaurant,27.6768342,85.3985524,14,85.0,0.6974513049774942,0.6974513049774942,38,19.312032734199633,41,14.886491987156372,49,20.64046971821224,127,52.289568412267364,51,21.72394610228633,565.0,548.0,506.0,716.0,582.0
Madhyapur Family Restaurant,27.6829459,85.3866015,380,85.0,0.9333056644816298,0.9333056644816298,39,19.564337993977038,5,1.9897866679222946,10,3.6690546275004188,144,59.49155345538529,47,20.09505888257811,517.0,775.0,842.0,558.0,684.0
Mohan Newa Khazaghar,27.6729566,85.4052439,3,85.0,0.6010784920363198,0.6010784920363198,18,9.686178846491394,62,21.886086734802763,48,20.284952647168243,30,13.129028217604004,41,17.25594572844643,978.0,453.0,531.0,1065.0,817.0
Pizza Hut,27.6748593,85.3973481,336,85.0,0.9243580747534077,0.9243580747534077,38,19.350669087453404,38,14.04593462009378,48,20.24719972072997,130,53.61313677692656,54,23.21115561896378,554.0,596.0,534.0,670.0,472.0
Aaल waypoing restaurant and bar,27.6443198,85.4101158,17,85.0,0.7107448655251688,0.7107448655251688,0,0.0,4,1.2714285716218368,2,0.891600824383027,21,9.971779483987126,10,4.560060853643566,1265.0,912.0,1168.0,1178.0,1227.0
Newa Nanee,27.6735524,85.4124763,57,85.0,0.7960579426824574,0.7960579426824574,31,16.078653600876414,107,37.442734889407426,109,44.62117997592166,69,28.7204428671385,80,32.8011661917608,740.0,351.0,354.0,840.0,360.0
Durbar Thakali Grill,27.6765194,85.3982044,340,85.0,0.9252184118102138,0.9252184118102138,38,19.312032734199633,41,14.886491987156372,49,20.64046971821224,129,53.054668012450435,53,22.529225832323743,565.0,548.0,506.0,691.0,519.0
A2 Matka Chiya and Fastfood,27.6714348,85.3859299,81,85.0,0.8213058848346391,0.8213058848346391,41,19.926696369732454,6,2.0143237049817846,13,5.2612317757932425,148,61.7195561597721,53,22.582191371925298,504.0,767.0,685.0,485.0,515.0
Balakhu Food Point,27.6728194,85.4293616,268,85.0,0.9079256220675673,0.9079256220675673,64,31.102161909654388,173,55.02496591829111,176,73.68472998336107,247,102.57252485498859,125,48.826011192184296,55.0,140.0,54.0,138.0,33.0
Kalash Food Cafe,27.6729236,85.3876911,101,85.0,0.8372193458957021,0.8372193458957021,42,20.455213268065357,8,2.9393808195264755,14,6.082829602896941,149,62.108038726452676,51,21.765428577617588,489.0,702.0,655.0,479.0,575.0
Shubhi's Bhansa Ghar,27.6639802,85.3653369,1,85.0,0.55053924601816,0.55053924601816,25,12.947439797861305,2,0.8125108499600547,2,0.8001358629030645,33,14.052790102937866,20,7.941217479038056,868.0,996.0,1173.0,1038.0,1158.0
New Watshala Garden Restaurant,27.6718001,85.4285972,5,85.0,0.6306420557716643,0.6306420557716643,65,31.445596253098525,179,57.04556722428763,174,72.85339512669316,249,103.23970031127408,124,48.3608724383357,7.0,18.0,74.0,107.0,73.0
3rd eyes fast food,27.6666523,85.4270263,3,85.0,0.6010784920363198,0.6010784920363198,58,27.998627882193965,170,54.559833053832676,149,62.631444531233285,253,105.56223633651933,122,46.568972329407536,174.0,160.0,184.0,28.0,161.0
90's Cafe,27.6742191,85.3899348,25,85.0,0.7375566793086629,0.7375566793086629,34,16.69009264588544,15,5.170755095625143,19,7.979482045079512,150,62.52465720967367,51,21.428060298455293,718.0,673.0,643.0,464.0,602.0
A One Liquor Shop,27.6712166,85.4378953,3,85.0,0.6010784920363198,0.6010784920363198,56,27.386472277387426,146,46.303859760552946,138,58.30843528246936,242,100.87170315886945,114,45.29304009141413,198.0,280.0,233.0,199.0,210.0
न्यू सुर्यबिनायक अमिलो एण्ड कुल्फी शप,27.666363,85.425524,0,85.0,0.5,0.5,53,25.217761071358616,166,53.092511584008776,139,58.14915824211463,253,105.63919259853877,116,45.286670640930446,254.0,187.0,234.0,26.0,211.0
Anil Newari Khajaghar,27.6759361,85.4229454,1,85.0,0.55053924601816,0.55053924601816,56,28.38132473522938,159,51.96053695050036,155,64.53311599867962,238,99.07811906674544,116,44.6944537822579,166.0,200.0,175.0,230.0,228.0
Bajeko Sekuwa Gatthaghar,27.6743794,85.3707034,288,85.0,0.9131545802480756,0.9131545802480756,34,17.968223237333092,2,0.8125108499600547,6,2.164934524978198,83,34.663474665292064,39,15.288759265021678,680.0,996.0,1014.0,817.0,885.0
Bastakoti Khaja Ghar,27.677067,85.4370221,0,85.0,0.5,0.5,40,18.85843761666152,119,37.98789310182719,108,45.592398253122724,227,94.86968968274948,107,42.16687415086077,634.0,345.0,341.0,295.0,276.0
Battle Snooker,27.6707806,85.422736,1,85.0,0.55053924601816,0.55053924601816,56,27.62048560788933,173,55.36351447240405,146,60.55836113582622,246,102.63730496084833,118,46.30794946899077,186.0,125.0,205.0,137.0,173.0
Bhajyapukhu Cafe Outlet,27.6675974,85.4265822,1,85.0,0.55053924601816,0.55053924601816,58,27.998627882193965,171,54.70573282413275,157,66.19454032715623,254,105.8991538992469,123,47.08897993076839,174.0,154.0,164.0,20.0,132.0
Bhetghat Sekuwa Station,27.6732102,85.3649158,4,85.0,0.6173484952239897,0.6173484952239897,27,13.942202427431072,2,0.8125108499600547,3,1.0444519779701318,30,12.782862180097368,25,9.765522392687169,835.0,996.0,1109.0,1075.0,1048.0
Binayak Fast Food & Sekuwa Corner,27.6768541,85.4371348,2,85.0,0.5801028097535045,0.5801028097535045,40,18.85843761666152,120,38.34949044649669,108,45.592398253122724,228,95.20919585559503,106,41.7866989049472,634.0,342.0,341.0,291.0,285.0
"Biryani Adda , Radhe Radhe , Bhaktapur",27.6753198,85.3979596,191,85.0,0.8833382858624639,0.8833382858624639,37,18.740549632449202,42,14.786790026653403,50,21.10711484192148,127,52.25982405703947,56,23.841887670300093,643.0,563.0,478.0,720.0,422.0
Cafe United,27.6816941,85.3885169,4,85.0,0.6173484952239897,0.6173484952239897,39,19.564337993977038,6,2.1269537568644656,12,4.528115769323183,148,61.27308285248088,49,20.793560484234945,517.0,745.0,704.0,497.0,649.0
Chakati Foodland & Sekuwa corner,27.6872342,85.3883943,4,85.0,0.6173484952239897,0.6173484952239897,20,10.064312426226532,3,1.1584352382359575,5,1.8820145615822688,139,57.38699615943971,39,16.085579007043233,970.0,914.0,1021.0,606.0,862.0
Chhoyala house,27.6755983,85.3913541,17,85.0,0.7107448655251688,0.7107448655251688,33,16.043056941781487,22,8.055377222797276,26,11.274479162551081,151,62.53464923753111,53,22.640702674056858,741.0,627.0,626.0,463.0,509.0
Classic fast food hub,27.6826303,85.411082,23,85.0,0.7317205478079842,0.7317205478079842,13,7.655816526405932,49,17.94686910922359,50,21.217222251513512,33,13.758653578399665,28,11.94040574621408,1054.0,504.0,477.0,1049.0,960.0
Coffee Break,27.6718026,85.4305635,5,85.0,0.6306420557716643,0.6306420557716643,64,31.102161909654388,174,55.37116929470883,179,75.6456887611889,247,102.55046603144118,125,48.69519742706907,55.0,123.0,3.0,143.0,44.0
Combo kitchen,27.6732686,85.3872661,7,85.0,0.6516177380544796,0.6516177380544796,42,20.455213268065357,8,2.9393808195264755,14,6.082829602896941,152,63.26786379898661,52,22.009180426904834,489.0,702.0,655.0,443.0,560.0
Вкусная еда,27.6754222,85.4092715,3,85.0,0.6010784920363198,0.6010784920363198,20,11.022270558173096,79,28.660692747446866,79,34.15232698413004,39,16.456379252494504,54,22.257502224641296,952.0,421.0,414.0,913.0,541.0
Dream Beans Cafe,27.6774415,85.398256,41,85.0,0.7725236568378258,0.7725236568378258,38,19.312032734199633,42,15.503630978111751,50,21.03819604368424,129,53.13304095142321,50,21.2009137134544,565.0,526.0,493.0,686.0,616.0
Durbar Coffee & Eatery,27.672341,85.4266082,24,85.0,0.7346969904479794,0.7346969904479794,64,30.82748492990018,176,56.612019469269384,171,71.64593818548863,249,103.27252458782121,124,48.37187425984637,103.0,33.0,104.0,96.0,70.0
Falaichama,27.652187,85.4036987,130,85.0,0.8554638954244858,0.8554638954244858,0,0.0,8,2.685549841604398,3,1.2408071736044934,5,2.167774407675833,8,3.292052524467866,1265.0,718.0,1103.0,1328.0,1251.0
Friends Cafe And Sekuwa House,27.6741543,85.3734271,4,85.0,0.6173484952239897,0.6173484952239897,41,20.86627740669779,2,0.8125108499600547,9,3.4221855949294655,133,54.83569697422418,49,19.831069577383108,438.0,996.0,874.0,640.0,696.0
Good Mood Food Cafe,27.6723939,85.4051633,29,85.0,0.7479905509956541,0.7479905509956541,18,9.686178846491394,62,21.886086734802763,48,20.284952647168243,27,11.929747423993028,40,16.74223621175324,978.0,453.0,531.0,1121.0,836.0
Green Height Restaurant,27.6628023,85.3904676,53,85.0,0.7908476752786733,0.7908476752786733,12,5.875550563938944,4,1.1288699472349302,5,2.167786431270443,30,12.920113421787818,25,10.73996719282316,1080.0,956.0,1013.0,1073.0,1003.0
Grocery shop,27.6483017,85.4489812,5,85.0,0.6306420557716643,0.6306420557716643,3,1.8993809796026047,4,1.4973544974766104,5,2.2261442757363645,22,10.213590025780789,9,4.121664690648312,1166.0,887.0,1009.0,1173.0,1232.0
Haadi Bistro and Cafe : Radhe Radhe,27.6759107,85.3977913,449,85.0,0.9454418559731483,0.9454418559731483,38,19.312032734199633,40,14.426653574386066,49,20.64046971821224,131,53.95713300955049,56,23.841887670300093,565.0,580.0,506.0,658.0,422.0
Hada Ice Cream,27.6667617,85.4256602,438,85.0,0.9436373996159704,0.9436373996159704,53,25.217761071358616,167,53.65409676616579,141,58.89422350317403,255,106.42947257392036,116,45.286670640930446,254.0,181.0,227.0,4.0,211.0
HAMRO KHAJA GHAR,27.6961875,85.3693125,16,85.0,0.7065772901240378,0.7065772901240378,7,3.0919720488479356,0,0.0,1,0.3939914982044257,27,11.423504586909868,14,5.643065775993247,1145.0,1261.0,1194.0,1140.0,1188.0
Heat 7 Cafe & Resort,27.6954598,85.4609476,21,85.0,0.7253763116754715,0.7253763116754715,0,0.0,3,1.4444444445185183,1,0.35000000001583337,26,10.155341163822014,23,10.151664795717325,1265.0,902.0,1277.0,1175.0,1027.0
Himchuli Natural Trade link Enterprises,27.675558,85.3747829,1,85.0,0.55053924601816,0.55053924601816,42,21.26607106655829,2,0.8099228582392453,10,4.0009854863968615,154,63.457649613490894,55,22.446080299690767,402.0,1144.0,794.0,431.0,526.0
Jai MataDi Sweet and Chat House,27.6695517,85.410913,7,85.0,0.6516177380544796,0.6516177380544796,29,15.328523616044318,105,36.86741362081583,108,45.02301360688648,54,22.465278137653502,62,25.1273168824525,760.0,353.0,348.0,863.0,386.0
Khushi Khaja Ghar,27.6658123,85.4100564,2,85.0,0.5801028097535045,0.5801028097535045,24,12.645034404667314,95,33.544667208476284,92,39.01684038713104,38,16.015415494161513,52,21.14398346743835,910.0,380.0,374.0,963.0,626.0
King Everest Momo Center,27.6697272,85.3768691,11,85.0,0.6811813017898243,0.6811813017898243,40,20.565249178934913,2,0.8125108499600547,9,3.4221855949294655,127,52.7795477780106,54,21.940048406357178,461.0,996.0,874.0,696.0,566.0
Koila Multi Cuisine Restaurant - Gatthaghar,27.6742127,85.3727102,70,85.0,0.8108035826221174,0.8108035826221174,40,20.565249178934913,2,0.8125108499600547,9,3.4221855949294655,122,50.19336700582377,47,18.976108371848152,461.0,996.0,874.0,754.0,744.0
Las Kus Restaurant And Dawali snooker House,27.6580245,85.3993901,12,85.0,0.6870174332905029,0.6870174332905029,0,0.0,17,5.383927283411382,5,2.440378398874694,4,1.8763534615729132,13,5.3800572356316545,1265.0,670.0,988.0,1329.0,1206.0
Live Chulo Restaurant and Sekuwa Corner,27.6746878,85.3655737,2,85.0,0.5801028097535045,0.5801028097535045,28,14.58768646983564,2,0.8125108499600547,3,1.0444519779701318,29,12.347342939544241,26,10.11737424455651,791.0,996.0,1109.0,1099.0,1030.0
Lucky Bakery,27.6755289,85.3980283,8,85.0,0.660205619507009,0.660205619507009,38,19.312032734199633,42,14.786790026653403,50,21.10711484192148,129,53.152017755706204,56,23.841887670300093,565.0,563.0,478.0,682.0,422.0
M2 Restaurant & Bar,27.6746946,85.3655019,3,85.0,0.6010784920363198,0.6010784920363198,28,14.58768646983564,2,0.8125108499600547,3,1.0444519779701318,29,12.347342939544241,25,9.765522392687169,791.0,996.0,1109.0,1099.0,1048.0
Mathura Takeaway,27.6890283,85.3896276,0,85.0,0.5,0.5,18,8.949710928877257,2,0.8179250794674757,3,1.24614796727813,125,51.431019995965336,34,13.815425500766725,1034.0,989.0,1095.0,737.0,913.0
Matina Laphing House,27.6711545,85.4300711,4,85.0,0.6173484952239897,0.6173484952239897,64,31.102161909654388,176,56.00535741079294,179,75.65241876372662,250,103.68587715157099,126,49.061864093765735,55.0,60.0,1.0,77.0,5.0
Midpoint Cafe,27.6965345,85.3795497,4,85.0,0.6173484952239897,0.6173484952239897,12,5.993490471510173,1,0.34523809524957483,1,0.3939914982044257,39,16.993431676390518,23,9.408631228201894,1070.0,1224.0,1194.0,903.0,1066.0
Mo:mo pasal,27.6777681,85.4226628,6,85.0,0.6418816010661614,0.6418816010661614,50,25.749242848067542,150,49.604154604337666,137,58.03439086851795,220,92.04976954628141,116,44.89773503157941,228.0,246.0,241.0,310.0,218.0
Moody Cafe,27.6756057,85.4317077,15,85.0,0.7021569840726396,0.7021569840726396,60,29.837278414541203,167,54.60272185836699,169,71.5662992670081,244,101.481087685332,116,45.750077512687305,140.0,158.0,106.0,182.0,190.0
Mushroom Hub Cafe and Fast Food,27.6789691,85.4024622,2,85.0,0.5801028097535045,0.5801028097535045,20,10.697114825444077,54,19.421157412749743,45,19.074740271940396,41,17.728130898417994,38,16.415124061169927,957.0,494.0,575.0,894.0,849.0
Mutton Hub Pvt. Ltd.,27.6794842,85.4003572,8,85.0,0.660205619507009,0.660205619507009,29,15.127634600875387,45,16.56843297580425,47,19.79841585311501,101,41.310533422303514,43,18.671764289214416,779.0,517.0,566.0,797.0,762.0
Naisha's Cake And Bake House,27.6758929,85.4304317,2,85.0,0.5801028097535045,0.5801028097535045,62,30.609819567287445,169,55.378141406576134,171,72.16759796004729,244,101.5202299871704,118,46.447299734938674,125.0,122.0,87.0,173.0,167.0
